8	Число бюллетеней в стационарных ящиках для голосования	95379	646	804	780	1424	1351	1559	1281	1057	1110	954	1131	1382	1494	1233	1426	1120	968	854	1410	658	1159	1557	418	1508	902	1449	1319	666	1054	746	996	655	965	1154	1055	742	745	1048	486	987	795	1357	1074	1148	1304	1241	876	1202	1694	1222	1090	1211	516	1325	886	1235	982	1219	1198	479	1260	1273	997	1113	1526	1069	1310	1225	1335	1405	1286	1203	1478	1491	1215	1308	1638	940	678	1451	1634	1518	1195	1524									
9	Число недействительных избирательных бюллетеней	1444	178	15	7	16	19	21	27	18	16	10	16	21	33	21	0	15	21	12	19	15	21	25	8	22	9	23	15	11	11	5	15	16	16	11	17	23	17	10	6	20	5	20	16	19	16	13	9	27	19	14	13	17	6	22	13	17	9	19	13	2	9	14	5	12	21	3	20	10	9	12	15	22	15	18	17	16	15	11	10	14	24	28	21	13									
10	Число действительных избирательных бюллетеней	96807	572	808	791	1452	1339	1557	1285	1059	1108	961	1139	1385	1483	1250	1463	1151	965	868	1425	679	1160	1546	423	1505	899	1458	1319	668	1071	772	1004	657	972	1755	1061	852	743	1074	481	1197	820	1342	1073	1169	1308	1243	873	1212	1731	1220	1090	1205	521	1336	897	1346	997	1212	1208	481	1282	1287	1011	1137	1527	1086	1313	1240	1345	1416	1293	1186	1470	1484	1212	1301	1627	935	691	1461	1646	1497	1193	1526									
11	Число полученных открепительных  удостоверений	1640	15	15	15	30	15	40	40	15	15	15	15	25	15	15	20	15	15	15	25	30	15	15	15	15	15	25	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	25	15	165	15	65	15	20	15	15	15	15	15	15	15	15	15	15	15	15	25	15	25	15	15	15	15	15	25	15	15	15	15	15	15	15	15	15	25	15	15									
12	Число открепительных удостоверений, выданных избирателям на избирательных участках	1017	6	11	4	17	14	27	36	15	12	9	12	15	9	10	18	8	12	10	16	17	13	13	6	13	6	16	21	5	9	4	8	5	7	8	6	8	5	11	3	5	2	10	15	7	16	12	41	12	54	15	16	15	7	12	6	6	10	10	7	3	9	9	6	17	13	17	6	11	13	10	15	20	11	7	12	11	11	8	11	15	10	20	15	14									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1336	12	7	12	12	19	11	18	15	12	3	14	11	24	14	14	13	20	14	18	10	15	13	5	8	1	8	21	13	13	7	13	46	19	186	11	31	14	21	19	66	9	15	7	10	7	37	25	8	11	9	7	8	7	17	12	17	12	10	11	4	11	14	6	5	24	14	9	12	14	11	11	9	9	17	13	14	12	9	13	15	7	14	17	10									
14	Число неиспользованных открепительных удостоверений	623	9	4	11	13	1	13	4	0	3	6	3	10	6	5	2	7	3	5	9	13	2	2	9	2	9	9	4	10	6	11	7	10	8	7	9	7	10	4	12	10	13	5	0	8	9	3	124	3	11	0	4	0	8	3	9	9	5	5	8	12	6	6	9	8	2	8	9	4	2	5	0	5	4	8	3	4	4	7	4	0	5	5	0	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	125	1	2	2	1	1	2	0	1	0	0	4	1	4	0	3	0	0	2	1	0	0	2	1	1	0	1	2	1	2	1	1	1	1	1	0	0	1	3	0	2	2	4	1	5	3	2	4	4	1	1	2	2	0	6	1	1	1	1	2	0	0	3	4	1	3	2	1	0	1	1	1	1	3	2	0	2	1	1	0	2	2	2	0	3									
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17б	Число открепительных удостоверений, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																															
18	Богданов Андрей Владимирович	1833	9	17	17	24	38	28	33	29	23	20	26	24	28	33	35	23	23	15	27	22	24	33	8	31	24	15	23	13	15	13	21	12	25	46	20	19	12	17	8	25	10	25	21	14	38	28	14	11	22	20	18	22	9	15	10	19	13	20	21	7	21	27	16	21	29	23	26	14	26	28	14	25	28	27	18	20	32	14	13	28	39	24	35	30									
		1.87%	1.20%	2.07%	2.13%	1.63%	2.80%	1.77%	2.52%	2.69%	2.05%	2.06%	2.25%	1.71%	1.85%	2.60%	2.39%	1.97%	2.33%	1.70%	1.87%	3.17%	2.03%	2.10%	1.86%	2.03%	2.64%	1.01%	1.72%	1.91%	1.39%	1.67%	2.06%	1.78%	2.53%	2.60%	1.86%	2.17%	1.58%	1.57%	1.64%	2.05%	1.21%	1.84%	1.93%	1.18%	2.87%	2.23%	1.59%	0.89%	1.26%	1.62%	1.63%	1.80%	1.71%	1.10%	1.10%	1.39%	1.29%	1.62%	1.72%	1.45%	1.63%	2.08%	1.57%	1.83%	1.87%	2.11%	1.95%	1.12%	1.92%	1.96%	1.07%	2.07%	1.89%	1.80%	1.46%	1.52%	1.95%	1.48%	1.85%	1.90%	2.34%	1.57%	2.88%	1.95%									
19	Жириновский Владимир Вольфович	10350	68	91	91	148	143	162	150	99	86	82	102	147	135	112	135	118	105	73	105	58	104	169	33	171	100	133	123	74	109	70	111	73	80	436	91	79	91	105	73	90	105	168	105	141	166	122	94	128	207	129	123	134	65	154	75	128	106	124	154	69	135	124	115	122	155	146	145	116	130	156	147	129	162	147	127	144	203	93	69	130	164	150	139	180									
		10.53%	9.07%	11.06%	11.40%	10.08%	10.53%	10.27%	11.43%	9.19%	7.65%	8.44%	8.83%	10.46%	8.91%	8.81%	9.23%	10.12%	10.65%	8.30%	7.27%	8.36%	8.81%	10.76%	7.66%	11.20%	11.01%	8.98%	9.22%	10.90%	10.07%	9.01%	10.89%	10.85%	8.10%	24.69%	8.44%	9.03%	11.97%	9.69%	14.99%	7.40%	12.73%	12.33%	9.64%	11.87%	12.54%	9.71%	10.66%	10.33%	11.83%	10.45%	11.15%	10.97%	12.33%	11.34%	8.24%	9.39%	10.54%	10.07%	12.61%	14.29%	10.46%	9.53%	11.32%	10.62%	10.01%	13.41%	10.88%	9.28%	9.60%	10.92%	11.24%	10.68%	10.91%	9.79%	10.33%	10.93%	12.36%	9.83%	9.84%	8.81%	9.82%	9.84%	11.45%	11.70%									
20	Зюганов Геннадий Андреевич	23601	82	164	198	347	308	394	266	197	287	264	274	345	346	348	445	290	222	265	414	187	257	335	96	318	218	392	339	198	268	180	248	172	294	359	313	222	222	297	83	321	189	310	263	273	254	347	162	267	338	326	256	304	111	316	231	354	285	346	286	121	306	356	247	255	389	216	323	292	328	355	287	308	349	370	281	321	360	210	168	338	429	398	275	326									
		24.02%	10.93%	19.93%	24.81%	23.64%	22.68%	24.97%	20.27%	18.29%	25.53%	27.19%	23.72%	24.54%	22.82%	27.38%	30.42%	24.87%	22.52%	30.11%	28.67%	26.95%	21.76%	21.32%	22.27%	20.83%	24.01%	26.47%	25.41%	29.16%	24.77%	23.17%	24.34%	25.56%	29.76%	20.33%	29.04%	25.37%	29.21%	27.40%	17.04%	26.38%	22.91%	22.76%	24.15%	22.98%	19.18%	27.63%	18.37%	21.55%	19.31%	26.42%	23.21%	24.88%	21.06%	23.27%	25.38%	25.97%	28.33%	28.11%	23.42%	25.05%	23.70%	27.36%	24.31%	22.19%	25.13%	19.83%	24.23%	23.36%	24.22%	24.86%	21.94%	25.50%	23.50%	24.63%	22.86%	24.37%	21.92%	22.20%	23.97%	22.92%	25.69%	26.10%	22.65%	21.18%									
21	Медведев Дмитрий Анатольевич	61023	413	536	485	933	850	973	836	734	712	595	737	869	974	757	848	720	615	515	879	412	775	1009	286	985	557	918	834	383	679	509	624	400	573	914	637	532	418	655	317	761	516	839	684	741	850	746	603	806	1164	745	693	745	336	851	581	845	593	722	747	284	820	780	633	739	954	701	819	818	861	877	845	724	931	940	786	816	1032	618	441	965	1014	925	744	990									
		62.11%	55.07%	65.13%	60.78%	63.56%	62.59%	61.66%	63.72%	68.15%	63.35%	61.28%	63.81%	61.81%	64.25%	59.56%	57.96%	61.75%	62.37%	58.52%	60.87%	59.37%	65.62%	64.23%	66.36%	64.51%	61.34%	61.99%	62.52%	56.41%	62.75%	65.51%	61.24%	59.44%	57.99%	51.76%	59.09%	60.80%	55.00%	60.42%	65.09%	62.53%	62.55%	61.60%	62.81%	62.37%	64.20%	59.39%	68.37%	65.05%	66.51%	60.37%	62.83%	60.97%	63.76%	62.67%	63.85%	61.99%	58.95%	58.65%	61.18%	58.80%	63.52%	59.95%	62.30%	64.32%	61.63%	64.37%	61.44%	65.44%	63.59%	61.41%	64.60%	59.93%	62.69%	62.58%	63.95%	61.96%	62.85%	65.33%	62.91%	65.42%	60.72%	60.66%	61.29%	64.33%									
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
