Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Калтанская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
		4.51%	5.28%	3.80%	5.78%	7.05%	4.75%	4.51%	5.08%	4.54%	3.69%	2.78%	5.56%	4.21%	4.10%	3.58%	3.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	62	8	4	8	5	4	3	2	4	3	0	5	5	6	1	4					
		0.44%	0.83%	0.39%	0.89%	0.62%	0.40%	0.29%	0.20%	0.44%	0.29%	0.00%	0.69%	0.55%	0.55%	0.11%	0.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10264	693	759	585	546	758	790	771	661	737	730	451	642	769	751	621					
		72.43%	71.74%	74.05%	65.00%	67.49%	76.64%	77.53%	75.37%	73.12%	71.55%	72.49%	62.64%	71.10%	70.10%	79.05%	74.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	104	8	9	12	7	3	10	15	10	13	0	2	5	3	3	4					
		0.73%	0.83%	0.88%	1.33%	0.87%	0.30%	0.98%	1.47%	1.11%	1.26%	0.00%	0.28%	0.55%	0.27%	0.32%	0.48%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
