16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																							
19	Жириновский Владимир Вольфович	5512	83	64	95	60	83	103	80	73	83	83	54	69	58	74	77	72	98	51	107	108	106	85	64	76	68	71	76	106	91	117	57	81	82	79	68	91	62	52	38	92	83	100	76	15	97	50	41	29	23	42	120	96	84	65	92	111	72	210	95	72	35	60	78	42	21	78	71	61	84	19	47	23	69	31	20	63									
		6.10%	7.21%	10.09%	6.68%	7.65%	7.70%	7.11%	5.74%	5.71%	6.45%	6.17%	4.44%	5.31%	5.18%	5.01%	5.30%	5.92%	7.78%	4.65%	9.11%	6.56%	6.72%	5.58%	4.32%	5.05%	5.62%	5.34%	5.95%	10.08%	6.04%	6.37%	3.77%	5.63%	7.80%	6.79%	6.05%	7.09%	7.13%	7.05%	5.67%	6.43%	5.92%	7.11%	5.66%	5.08%	5.15%	5.74%	6.37%	5.75%	7.28%	7.30%	7.21%	5.89%	6.66%	4.91%	7.22%	6.91%	4.04%	10.14%	6.25%	5.65%	2.65%	7.66%	5.53%	5.51%	1.17%	7.53%	5.92%	6.28%	7.02%	5.79%	5.13%	3.81%	8.89%	7.26%	2.45%	6.07%									
20	Зюганов Геннадий Андреевич	18268	213	118	286	138	224	321	291	290	228	290	272	223	210	252	347	239	252	232	206	361	317	319	321	354	259	278	270	214	304	373	332	294	228	240	239	257	165	172	106	276	288	296	343	55	308	128	117	56	53	118	327	333	256	290	281	318	418	322	366	289	283	176	325	151	420	142	238	170	232	58	149	115	136	58	148	194									
		20.21%	18.51%	18.61%	20.11%	17.60%	20.78%	22.17%	20.88%	22.67%	17.73%	21.55%	22.39%	17.15%	18.75%	17.06%	23.87%	19.64%	20.00%	21.15%	17.55%	21.92%	20.10%	20.93%	21.66%	23.51%	21.39%	20.90%	21.14%	20.34%	20.19%	20.32%	21.94%	20.42%	21.69%	20.64%	21.26%	20.03%	18.99%	23.31%	15.82%	19.29%	20.56%	21.04%	25.56%	18.64%	16.35%	14.70%	18.17%	11.11%	16.77%	20.52%	19.64%	20.43%	20.30%	21.92%	22.06%	19.79%	23.47%	15.54%	24.06%	22.68%	21.42%	22.48%	23.03%	19.82%	23.31%	13.71%	19.83%	17.49%	19.38%	17.68%	16.27%	19.07%	17.53%	13.58%	18.16%	18.69%									
21	Миронов Сергей Михайлович	4297	69	22	55	47	48	68	73	57	41	95	67	42	43	74	84	69	55	59	46	92	89	67	75	76	63	69	78	47	69	98	52	84	55	71	64	75	55	23	30	78	49	62	76	17	84	38	30	15	16	33	77	89	72	49	51	78	47	80	50	69	64	34	71	29	62	49	57	55	79	14	48	32	36	17	7	37									
		4.75%	5.99%	3.47%	3.87%	5.99%	4.45%	4.70%	5.24%	4.46%	3.19%	7.06%	5.51%	3.23%	3.84%	5.01%	5.78%	5.67%	4.37%	5.38%	3.92%	5.59%	5.64%	4.40%	5.06%	5.05%	5.20%	5.19%	6.11%	4.47%	4.58%	5.34%	3.44%	5.83%	5.23%	6.10%	5.69%	5.85%	6.33%	3.12%	4.48%	5.45%	3.50%	4.41%	5.66%	5.76%	4.46%	4.36%	4.66%	2.98%	5.06%	5.74%	4.62%	5.46%	5.71%	3.70%	4.00%	4.85%	2.64%	3.86%	3.29%	5.42%	4.84%	4.34%	5.03%	3.81%	3.44%	4.73%	4.75%	5.66%	6.60%	4.27%	5.24%	5.31%	4.64%	3.98%	0.86%	3.56%									
22	Прохоров Михаил Дмитриевич	15483	197	92	207	116	161	206	178	183	286	236	219	382	281	318	240	197	194	173	209	306	263	358	285	240	190	221	197	138	277	312	304	277	146	196	142	213	130	124	121	284	274	230	219	34	611	286	73	46	19	68	244	246	178	199	233	265	327	247	239	180	250	115	219	143	287	137	177	121	139	44	147	95	102	51	180	259									
		17.13%	17.12%	14.51%	14.56%	14.80%	14.94%	14.23%	12.77%	14.31%	22.24%	17.53%	18.02%	29.38%	25.09%	21.53%	16.51%	16.19%	15.40%	15.77%	17.80%	18.58%	16.68%	23.49%	19.23%	15.94%	15.69%	16.62%	15.43%	13.12%	18.39%	16.99%	20.09%	19.24%	13.89%	16.85%	12.63%	16.60%	14.96%	16.80%	18.06%	19.85%	19.56%	16.35%	16.32%	11.53%	32.43%	32.84%	11.34%	9.13%	6.01%	11.83%	14.65%	15.09%	14.12%	15.04%	18.29%	16.49%	18.36%	11.92%	15.71%	14.13%	18.93%	14.69%	15.52%	18.77%	15.93%	13.22%	14.75%	12.45%	11.61%	13.41%	16.05%	15.75%	13.14%	11.94%	22.09%	24.95%									
23	Путин Владимир Владимирович	45346	569	326	763	411	542	725	747	652	627	626	579	567	521	720	683	624	644	568	586	743	775	682	707	739	613	659	643	529	734	904	761	677	508	556	592	598	447	346	369	683	681	690	600	172	762	359	372	346	200	305	865	838	654	707	591	806	911	1183	735	629	674	380	685	391	1010	617	629	551	638	190	514	321	423	263	440	469									
		50.16%	49.44%	51.42%	53.66%	52.42%	50.28%	50.07%	53.59%	50.98%	48.76%	46.51%	47.65%	43.62%	46.52%	48.75%	46.97%	51.27%	51.11%	51.78%	49.91%	45.11%	49.14%	44.75%	47.71%	49.07%	50.62%	49.55%	50.35%	50.29%	48.74%	49.24%	50.30%	47.01%	48.33%	47.81%	52.67%	46.61%	51.44%	46.88%	55.07%	47.73%	48.61%	49.04%	44.71%	58.31%	40.45%	41.22%	57.76%	68.65%	63.29%	53.04%	51.95%	51.41%	51.86%	53.44%	46.39%	50.16%	51.15%	57.09%	48.32%	49.37%	51.02%	48.53%	48.55%	51.31%	56.05%	59.56%	52.42%	56.69%	53.30%	57.93%	56.11%	53.23%	54.51%	61.59%	53.99%	45.18%									
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
