Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Няганьская городская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	200	6	6	11	0	6	6	5	15	12	1	5	4	7	30	15	11	9	4	3	3	2	8	10	4	5	11	1									
		1.02%	0.52%	1.04%	1.11%	0.00%	1.15%	0.62%	0.95%	1.34%	1.79%	0.65%	0.65%	0.54%	1.44%	2.28%	1.15%	1.23%	1.05%	0.59%	0.75%	0.58%	0.39%	1.10%	1.03%	0.64%	0.87%	0.91%	0.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	585	24	30	28	4	27	24	21	58	15	3	17	14	4	52	56	34	25	12	0	17	8	17	29	15	21	24	6									
		2.98%	2.07%	5.21%	2.83%	3.88%	5.16%	2.49%	3.97%	5.19%	2.24%	1.94%	2.21%	1.89%	0.82%	3.95%	4.28%	3.81%	2.92%	1.76%	0.00%	3.31%	1.54%	2.33%	2.98%	2.40%	3.64%	1.99%	2.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	486	23	11	15	0	21	19	14	48	27	3	21	19	13	41	34	28	22	25	9	11	6	10	19	13	11	20	3									
		2.47%	1.98%	1.91%	1.51%	0.00%	4.02%	1.97%	2.65%	4.30%	4.03%	1.94%	2.73%	2.56%	2.67%	3.12%	2.60%	3.14%	2.57%	3.68%	2.24%	2.14%	1.16%	1.37%	1.95%	2.08%	1.91%	1.66%	1.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7020	381	185	295	28	177	324	193	495	271	50	314	286	181	505	497	329	314	238	132	174	167	240	377	202	208	363	94									
		35.73%	32.82%	32.12%	29.77%	27.18%	33.84%	33.58%	36.48%	44.32%	40.45%	32.26%	40.78%	38.60%	37.17%	38.37%	38.03%	36.84%	36.73%	35.00%	32.92%	33.92%	32.24%	32.92%	38.79%	32.27%	36.05%	30.07%	35.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	140	4	4	9	1	3	6	3	5	6	0	8	8	1	8	12	6	11	5	2	6	5	4	11	2	2	8	0									
		0.71%	0.34%	0.69%	0.91%	0.97%	0.57%	0.62%	0.57%	0.45%	0.90%	0.00%	1.04%	1.08%	0.21%	0.61%	0.92%	0.67%	1.29%	0.74%	0.50%	1.17%	0.97%	0.55%	1.13%	0.32%	0.35%	0.66%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	2	0	0	1	0	1	4	2	0	0	1	0	6	3	2	0	1	1	0	0	0	2	1	0	0	0									
		0.14%	0.00%	0.35%	0.00%	0.00%	0.19%	0.00%	0.19%	0.36%	0.30%	0.00%	0.00%	0.13%	0.00%	0.46%	0.23%	0.22%	0.00%	0.15%	0.25%	0.00%	0.00%	0.00%	0.21%	0.16%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6470	461	197	375	43	195	373	155	241	169	63	239	242	164	435	350	258	242	199	140	180	213	269	258	251	193	463	102									
		32.93%	39.71%	34.20%	37.84%	41.75%	37.28%	38.65%	29.30%	21.58%	25.22%	40.65%	31.04%	32.66%	33.68%	33.05%	26.78%	28.89%	28.30%	29.26%	34.91%	35.09%	41.12%	36.90%	26.54%	40.10%	33.45%	38.36%	38.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	92	9	1	4	0	1	2	1	6	1	0	3	3	4	9	10	7	2	2	4	1	2	5	4	6	0	4	1									
		0.47%	0.78%	0.17%	0.40%	0.00%	0.19%	0.21%	0.19%	0.54%	0.15%	0.00%	0.39%	0.40%	0.82%	0.68%	0.77%	0.78%	0.23%	0.29%	0.99%	0.19%	0.39%	0.69%	0.41%	0.96%	0.00%	0.33%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	183	14	7	13	1	1	5	4	9	6	0	11	3	6	8	17	10	9	12	8	1	3	4	15	2	4	9	1									
		0.93%	1.21%	1.22%	1.31%	0.97%	0.19%	0.52%	0.76%	0.81%	0.90%	0.00%	1.43%	0.40%	1.23%	0.61%	1.30%	1.12%	1.05%	1.76%	1.99%	0.19%	0.58%	0.55%	1.54%	0.32%	0.69%	0.75%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	3	0	0	1	1	1	0	1	0	0	0	1	0	2	1	0	0	1	0	1	3	0	0	1	0									
		0.09%	0.09%	0.00%	0.30%	0.00%	0.00%	0.10%	0.19%	0.09%	0.00%	0.65%	0.00%	0.00%	0.00%	0.08%	0.00%	0.22%	0.12%	0.00%	0.00%	0.19%	0.00%	0.14%	0.31%	0.00%	0.00%	0.08%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	203	5	4	7	0	3	4	14	11	5	1	13	8	5	16	17	14	12	13	5	2	3	10	12	5	3	11	0									
		1.03%	0.43%	0.69%	0.71%	0.00%	0.57%	0.41%	2.65%	0.98%	0.75%	0.65%	1.69%	1.08%	1.03%	1.22%	1.30%	1.57%	1.40%	1.91%	1.25%	0.39%	0.58%	1.37%	1.23%	0.80%	0.52%	0.91%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1901	90	62	102	15	27	86	59	75	78	14	87	76	53	72	129	108	104	78	42	57	46	55	128	62	44	129	23									
		9.68%	7.75%	10.76%	10.29%	14.56%	5.16%	8.91%	11.15%	6.71%	11.64%	9.03%	11.30%	10.26%	10.88%	5.47%	9.87%	12.09%	12.16%	11.47%	10.47%	11.11%	8.88%	7.54%	13.17%	9.90%	7.63%	10.69%	8.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	7	1	9	1	0	9	2	1	3	1	3	4	1	1	5	0	2	3	1	4	4	7	4	4	3	8	1									
		0.45%	0.60%	0.17%	0.91%	0.97%	0.00%	0.93%	0.38%	0.09%	0.45%	0.65%	0.39%	0.54%	0.21%	0.08%	0.38%	0.00%	0.23%	0.44%	0.25%	0.78%	0.77%	0.96%	0.41%	0.64%	0.52%	0.66%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1041	41	25	55	3	11	39	35	50	44	6	30	39	16	55	83	50	63	49	29	21	21	41	61	26	42	91	15									
		5.30%	3.53%	4.34%	5.55%	2.91%	2.10%	4.04%	6.62%	4.48%	6.57%	3.87%	3.90%	5.26%	3.29%	4.18%	6.35%	5.60%	7.37%	7.21%	7.23%	4.09%	4.05%	5.62%	6.28%	4.15%	7.28%	7.54%	5.68%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
