Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Мошковская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	277	1	18	23	17	12	8	7	20	3	5	2	12	6	7	1	3	3	3	1	9	2	4	7	3	10	5	3	5	3	1	5	26	1	1	16	2	2	7	10	1	2					
		1.66%	0.15%	1.31%	1.72%	1.74%	1.94%	0.91%	2.09%	2.80%	2.52%	3.33%	1.09%	0.91%	0.56%	2.80%	0.28%	3.90%	2.83%	1.83%	0.83%	2.45%	1.25%	1.41%	5.56%	2.78%	4.26%	1.48%	3.19%	1.52%	3.66%	1.11%	1.52%	2.42%	0.24%	1.18%	3.45%	0.50%	1.74%	4.24%	2.67%	0.65%	2.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	96	3	12	15	7	4	8	3	3	0	1	5	8	4	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	1	1	1	6	0	0	0	5	0	0	3	0	0					
		0.58%	0.46%	0.87%	1.12%	0.72%	0.65%	0.91%	0.90%	0.42%	0.00%	0.67%	2.73%	0.61%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.06%	0.61%	1.22%	1.11%	0.30%	0.56%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	0.80%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	0	0	1	2	1	0	2	3	1	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2					
		0.13%	0.00%	0.00%	0.07%	0.20%	0.16%	0.00%	0.60%	0.42%	0.84%	0.00%	0.00%	0.08%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.79%	0.00%	0.43%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2743	75	213	196	135	86	137	41	96	13	20	21	160	130	24	58	15	16	14	11	113	39	62	28	20	85	55	21	66	14	19	73	261	64	0	36	148	40	38	67	21	12					
		16.44%	11.61%	15.52%	14.68%	13.80%	13.89%	15.57%	12.24%	13.45%	10.92%	13.33%	11.48%	12.12%	12.10%	9.60%	16.07%	19.48%	15.09%	8.54%	9.17%	30.71%	24.38%	21.91%	22.22%	18.52%	36.17%	16.32%	22.34%	20.00%	17.07%	21.11%	22.19%	24.30%	15.53%	0.00%	7.76%	36.82%	34.78%	23.03%	17.91%	13.55%	12.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	75	2	6	7	2	1	5	3	3	1	1	2	9	12	0	1	0	0	1	0	2	0	1	0	0	0	1	0	0	1	0	0	8	1	0	2	0	0	2	1	0	0					
		0.45%	0.31%	0.44%	0.52%	0.20%	0.16%	0.57%	0.90%	0.42%	0.84%	0.67%	1.09%	0.68%	1.12%	0.00%	0.28%	0.00%	0.00%	0.61%	0.00%	0.54%	0.00%	0.35%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	1.22%	0.00%	0.00%	0.74%	0.24%	0.00%	0.43%	0.00%	0.00%	1.21%	0.27%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	25	0	1	3	2	2	0	0	1	0	0	0	1	4	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	0	2	0	0	0	1	0	0					
		0.15%	0.00%	0.07%	0.22%	0.20%	0.32%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.08%	0.37%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.30%	0.19%	0.24%	0.00%	0.43%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1344	69	118	101	119	48	66	19	73	13	18	21	126	85	18	15	5	11	13	3	15	15	29	8	5	14	13	7	19	4	7	26	85	24	2	32	14	9	12	39	23	1					
		8.05%	10.68%	8.60%	7.57%	12.17%	7.75%	7.50%	5.67%	10.22%	10.92%	12.00%	11.48%	9.55%	7.91%	7.20%	4.16%	6.49%	10.38%	7.93%	2.50%	4.08%	9.38%	10.25%	6.35%	4.63%	5.96%	3.86%	7.45%	5.76%	4.88%	7.78%	7.90%	7.91%	5.83%	2.35%	6.90%	3.48%	7.83%	7.27%	10.43%	14.84%	1.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	817	19	82	69	72	39	36	26	50	3	2	15	63	67	8	19	2	5	4	6	16	7	9	3	3	5	8	4	13	2	6	13	42	22	4	43	9	1	3	14	3	0					
		4.90%	2.94%	5.98%	5.17%	7.36%	6.30%	4.09%	7.76%	7.00%	2.52%	1.33%	8.20%	4.77%	6.24%	3.20%	5.26%	2.60%	4.72%	2.44%	5.00%	4.35%	4.38%	3.18%	2.38%	2.78%	2.13%	2.37%	4.26%	3.94%	2.44%	6.67%	3.95%	3.91%	5.34%	4.71%	9.27%	2.24%	0.87%	1.82%	3.74%	1.94%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	6	9	6	6	7	1	5	5	1	2	1	3	6	1	5	0	2	2	0	2	2	3	1	0	0	2	0	1	1	0	3	8	2	0	1	0	0	0	1	2	1					
		0.59%	0.93%	0.66%	0.45%	0.61%	1.13%	0.11%	1.49%	0.70%	0.84%	1.33%	0.55%	0.23%	0.56%	0.40%	1.39%	0.00%	1.89%	1.22%	0.00%	0.54%	1.25%	1.06%	0.79%	0.00%	0.00%	0.59%	0.00%	0.30%	1.22%	0.00%	0.91%	0.74%	0.49%	0.00%	0.22%	0.00%	0.00%	0.00%	0.27%	1.29%	1.05%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10913	464	886	886	606	411	605	220	445	83	99	116	922	741	188	257	51	67	126	97	204	91	170	74	76	120	248	57	215	55	50	198	615	285	77	319	220	61	103	229	101	75					
		65.40%	71.83%	64.58%	66.37%	61.96%	66.40%	68.75%	65.67%	62.32%	69.75%	66.00%	63.39%	69.85%	68.99%	75.20%	71.19%	66.23%	63.21%	76.83%	80.83%	55.43%	56.88%	60.07%	58.73%	70.37%	51.06%	73.59%	60.64%	65.15%	67.07%	55.56%	60.18%	57.26%	69.17%	90.59%	68.75%	54.73%	53.04%	62.42%	61.23%	65.16%	78.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	88	3	7	11	5	1	4	5	5	0	0	0	7	6	2	0	0	0	0	1	2	1	0	0	0	0	0	0	5	0	1	5	2	5	0	4	3	0	0	1	2	0					
		0.53%	0.46%	0.51%	0.82%	0.51%	0.16%	0.45%	1.49%	0.70%	0.00%	0.00%	0.00%	0.53%	0.56%	0.80%	0.00%	0.00%	0.00%	0.00%	0.83%	0.54%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	1.11%	1.52%	0.19%	1.21%	0.00%	0.86%	0.75%	0.00%	0.00%	0.27%	1.29%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
