Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Красноармейская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	563	25	11	1	16	4	5	10	3	4	0	1	31	8	7	0	4	2	24	8	11	7	6	4	7	30	1	2	1	18	8	10	19	2	23	39	31	32	5	4	19	1	1	12	13	2	2	21	6	5	16	20	2	2	11	6					
		2.67%	4.25%	3.20%	1.14%	2.44%	2.44%	4.85%	5.68%	1.48%	1.49%	0.00%	0.92%	3.10%	1.57%	3.40%	0.00%	3.60%	1.55%	2.99%	1.18%	1.86%	3.18%	2.14%	3.45%	2.69%	2.95%	0.46%	1.96%	1.02%	1.80%	3.01%	3.80%	3.47%	1.94%	2.28%	3.02%	2.33%	3.07%	2.12%	2.58%	2.44%	0.69%	0.58%	2.00%	8.28%	1.75%	4.44%	3.73%	3.30%	2.42%	4.32%	3.37%	2.08%	1.03%	9.82%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	87	0	0	0	3	0	0	0	0	2	0	1	1	1	1	0	1	1	2	8	0	1	1	1	2	5	0	1	1	2	2	3	1	0	8	7	6	13	0	0	5	0	2	0	0	0	0	0	1	0	1	0	1	0	0	2					
		0.41%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.92%	0.10%	0.20%	0.49%	0.00%	0.90%	0.78%	0.25%	1.18%	0.00%	0.45%	0.36%	0.86%	0.77%	0.49%	0.00%	0.98%	1.02%	0.20%	0.75%	1.14%	0.18%	0.00%	0.79%	0.54%	0.45%	1.25%	0.00%	0.00%	0.64%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.27%	0.00%	1.04%	0.00%	0.00%	0.75%					
20	3.Политическая партия «Демократическая партия России»	23	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	2	2	0	0	1	1	1	0	0	0	0	1	1	0	1	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.57%	0.00%	0.37%	0.58%	0.00%	0.00%	0.00%	0.00%	1.79%	0.90%	0.00%	0.12%	0.29%	0.34%	0.00%	0.00%	0.86%	0.38%	0.10%	0.00%	0.00%	0.00%	0.00%	0.38%	0.38%	0.00%	0.97%	0.10%	0.15%	0.00%	0.00%	0.42%	0.65%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1682	72	26	1	58	10	2	12	19	14	11	7	75	39	14	1	14	7	54	53	37	8	1	3	16	97	31	10	1	72	10	27	59	11	108	140	124	81	13	3	65	3	15	25	9	0	6	59	12	3	23	54	11	3	10	43					
		7.97%	12.24%	7.56%	1.14%	8.85%	6.10%	1.94%	6.82%	9.36%	5.20%	6.36%	6.42%	7.50%	7.66%	6.80%	1.79%	12.61%	5.43%	6.72%	7.82%	6.25%	3.64%	0.36%	2.59%	6.15%	9.54%	14.16%	9.80%	1.02%	7.21%	3.76%	10.27%	10.77%	10.68%	10.70%	10.84%	9.30%	7.77%	5.51%	1.94%	8.33%	2.08%	8.77%	4.17%	5.73%	0.00%	13.33%	10.48%	6.59%	1.45%	6.22%	9.11%	11.46%	1.55%	8.93%	16.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	61	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	1	1	1	0	0	1	0	4	0	0	0	2	0	0	2	0	4	12	5	10	1	1	3	1	0	0	3	0	0	0	0	0	0	2	0	2	0	0					
		0.29%	0.00%	0.00%	0.00%	0.15%	0.61%	0.00%	0.00%	0.00%	0.37%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.15%	0.17%	0.00%	0.00%	0.86%	0.00%	0.39%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.36%	0.00%	0.40%	0.93%	0.38%	0.96%	0.42%	0.65%	0.38%	0.69%	0.00%	0.00%	1.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	1.03%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	3	0	0	0	1	0	1	4	0	2	4	4	3	2	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	1					
		0.18%	0.00%	0.00%	0.00%	0.15%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.97%	0.00%	0.90%	0.00%	0.00%	0.15%	0.17%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.10%	0.00%	0.38%	0.73%	0.00%	0.20%	0.31%	0.30%	0.29%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.36%	0.00%	0.48%	0.00%	0.17%	0.00%	0.00%	0.00%	0.37%					
24	7.Политическая партия «Либерально-демократическая партия России»	1503	28	12	9	47	16	2	14	11	25	7	7	55	36	19	2	8	10	44	66	44	8	9	3	11	54	16	8	7	80	16	19	30	7	84	115	123	87	18	10	86	3	11	41	12	13	4	32	18	12	23	49	3	16	7	6					
		7.12%	4.76%	3.49%	10.23%	7.18%	9.76%	1.94%	7.95%	5.42%	9.29%	4.05%	6.42%	5.50%	7.07%	9.22%	3.57%	7.21%	7.75%	5.47%	9.73%	7.43%	3.64%	3.20%	2.59%	4.23%	5.31%	7.31%	7.84%	7.14%	8.01%	6.02%	7.22%	5.47%	6.80%	8.33%	8.90%	9.23%	8.35%	7.63%	6.45%	11.03%	2.08%	6.43%	6.84%	7.64%	11.40%	8.89%	5.68%	9.89%	5.80%	6.22%	8.26%	3.13%	8.25%	6.25%	2.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1573	46	32	5	45	4	1	8	5	21	10	7	61	17	20	2	4	3	58	50	38	11	6	2	6	69	6	12	2	64	16	24	35	4	121	149	124	90	11	21	51	6	3	62	13	5	0	42	16	10	29	89	3	14	6	14					
		7.45%	7.82%	9.30%	5.68%	6.87%	2.44%	0.97%	4.55%	2.46%	7.81%	5.78%	6.42%	6.10%	3.34%	9.71%	3.57%	3.60%	2.33%	7.21%	7.37%	6.42%	5.00%	2.14%	1.72%	2.31%	6.78%	2.74%	11.76%	2.04%	6.41%	6.02%	9.13%	6.39%	3.88%	11.99%	11.53%	9.30%	8.64%	4.66%	13.55%	6.54%	4.17%	1.75%	10.35%	8.28%	4.39%	0.00%	7.46%	8.79%	4.83%	7.84%	15.01%	3.13%	7.22%	5.36%	5.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	136	3	1	0	2	0	1	4	2	1	2	2	4	2	0	0	2	0	5	3	2	2	0	0	0	6	3	3	2	5	0	0	6	0	8	15	6	9	3	0	6	1	2	2	3	0	0	1	0	0	5	4	0	4	2	2					
		0.64%	0.51%	0.29%	0.00%	0.31%	0.00%	0.97%	2.27%	0.99%	0.37%	1.16%	1.83%	0.40%	0.39%	0.00%	0.00%	1.80%	0.00%	0.62%	0.44%	0.34%	0.91%	0.00%	0.00%	0.00%	0.59%	1.37%	2.94%	2.04%	0.50%	0.00%	0.00%	1.09%	0.00%	0.79%	1.16%	0.45%	0.86%	1.27%	0.00%	0.77%	0.69%	1.17%	0.33%	1.91%	0.00%	0.00%	0.18%	0.00%	0.00%	1.35%	0.67%	0.00%	2.06%	1.79%	0.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15055	404	260	72	468	129	88	121	159	195	138	80	756	392	139	49	75	103	604	470	439	183	255	101	209	721	158	63	79	738	207	174	390	77	630	782	888	693	179	113	521	127	134	446	96	94	31	400	127	176	268	367	75	147	76	189					
		71.32%	68.71%	75.58%	81.82%	71.45%	78.66%	85.44%	68.75%	78.33%	72.49%	79.77%	73.39%	75.60%	77.01%	67.48%	87.50%	67.57%	79.84%	75.12%	69.32%	74.16%	83.18%	90.75%	87.07%	80.38%	70.89%	72.15%	61.76%	80.61%	73.87%	77.82%	66.16%	71.17%	74.76%	62.44%	60.53%	66.62%	66.51%	75.85%	72.90%	66.79%	88.19%	78.36%	74.46%	61.15%	82.46%	68.89%	71.05%	69.78%	85.02%	72.43%	61.89%	78.13%	75.77%	67.86%	70.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	151	2	1	0	4	0	0	2	2	3	0	3	8	10	2	0	0	1	5	4	7	0	1	0	1	10	2	2	0	7	2	2	1	0	6	16	2	17	2	1	9	2	1	3	3	0	0	3	1	0	0	1	0	0	0	2					
		0.72%	0.34%	0.29%	0.00%	0.61%	0.00%	0.00%	1.14%	0.99%	1.12%	0.00%	2.75%	0.80%	1.96%	0.97%	0.00%	0.00%	0.78%	0.62%	0.59%	1.18%	0.00%	0.36%	0.00%	0.38%	0.98%	0.91%	1.96%	0.00%	0.70%	0.75%	0.76%	0.18%	0.00%	0.59%	1.24%	0.15%	1.63%	0.85%	0.65%	1.15%	1.39%	0.58%	0.50%	1.91%	0.00%	0.00%	0.53%	0.55%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.75%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
