Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Красноармейская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1217	15	12	1	13	5	14	3	10	28	23	12	40	15	13	3	3	8	28	75	80	12	8	0	34	105	23	0	1	67	23	12	20	0	45	58	85	60	15	20	70	23	7	25	0	2	0	20	9	4	7	17	0	16	3	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1209	15	12	1	13	3	14	1	10	28	23	11	40	15	13	3	3	8	28	75	80	12	8	0	34	104	23	0	1	67	23	12	20	0	45	58	85	59	15	20	70	23	7	25	0	1	0	20	9	4	7	17	0	16	3	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	227	5	1	0	6	3	1	3	3	4	5	9	3	4	4	2	2	3	5	3	3	0	1	3	2	5	5	3	0	11	11	8	4	5	12	13	11	9	4	3	2	4	1	2	1	2	0	7	7	2	1	10	2	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	121	1	0	0	1	0	0	0	1	0	0	1	5	4	1	0	1	0	0	5	4	1	5	5	1	4	0	0	0	2	2	1	1	0	10	9	18	15	0	1	5	1	0	8	0	0	0	2	0	1	0	2	1	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2560	62	31	6	172	18	21	16	13	36	16	28	128	43	33	9	4	8	102	63	65	26	19	7	19	96	12	12	7	117	41	40	52	5	162	197	200	155	26	15	83	15	19	71	9	10	11	44	18	13	48	86	3	8	13	27					
		14.16%	13.54%	11.27%	9.84%	23.56%	10.71%	17.50%	9.04%	7.69%	17.65%	11.94%	24.14%	14.97%	11.03%	19.08%	20.93%	4.17%	7.84%	15.27%	11.67%	12.87%	16.56%	8.15%	7.22%	8.80%	13.20%	7.23%	16.00%	8.86%	13.46%	19.43%	22.10%	11.63%	4.63%	17.57%	16.33%	15.70%	15.05%	12.94%	10.64%	13.03%	15.31%	19.19%	12.24%	6.38%	11.11%	22.00%	11.40%	11.46%	7.43%	16.61%	16.57%	4.29%	4.88%	13.83%	13.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2310	55	12	1	98	28	12	19	22	22	15	15	144	65	18	11	20	18	65	59	75	16	21	19	3	87	17	8	9	86	29	21	47	8	147	134	163	119	24	26	80	9	13	81	16	13	4	60	29	35	51	82	9	42	25	3					
		12.78%	12.01%	4.36%	1.64%	13.42%	16.67%	10.00%	10.73%	13.02%	10.78%	11.19%	12.93%	16.84%	16.67%	10.40%	25.58%	20.83%	17.65%	9.73%	10.93%	14.85%	10.19%	9.01%	19.59%	1.39%	11.97%	10.24%	10.67%	11.39%	9.90%	13.74%	11.60%	10.51%	7.41%	15.94%	11.11%	12.79%	11.55%	11.94%	18.44%	12.56%	9.18%	13.13%	13.97%	11.35%	14.44%	8.00%	15.54%	18.47%	20.00%	17.65%	15.80%	12.86%	25.61%	26.60%	1.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	3	0	1	1	4	2	0	3	0	3	1	7	5	2	2	2	1	7	1	2	5	2	1	4	4	0	0	0	3	4	2	6	0	5	14	13	10	2	1	8	1	0	4	3	0	1	5	2	0	3	3	1	2	0	2					
		0.87%	0.66%	0.00%	1.64%	0.14%	2.38%	1.67%	0.00%	1.78%	0.00%	2.24%	0.86%	0.82%	1.28%	1.16%	4.65%	2.08%	0.98%	1.05%	0.19%	0.40%	3.18%	0.86%	1.03%	1.85%	0.55%	0.00%	0.00%	0.00%	0.35%	1.90%	1.10%	1.34%	0.00%	0.54%	1.16%	1.02%	0.97%	0.99%	0.71%	1.26%	1.02%	0.00%	0.69%	2.13%	0.00%	2.00%	1.30%	1.27%	0.00%	1.04%	0.58%	1.43%	1.22%	0.00%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2709	77	58	5	84	21	18	13	26	25	10	21	138	96	26	4	13	9	89	63	59	10	9	9	36	117	22	2	7	150	30	30	71	9	122	209	211	202	17	16	89	8	3	109	19	6	2	87	33	14	28	89	11	15	18	44					
		14.99%	16.81%	21.09%	8.20%	11.51%	12.50%	15.00%	7.34%	15.38%	12.25%	7.46%	18.10%	16.14%	24.62%	15.03%	9.30%	13.54%	8.82%	13.32%	11.67%	11.68%	6.37%	3.86%	9.28%	16.67%	16.09%	13.25%	2.67%	8.86%	17.26%	14.22%	16.57%	15.88%	8.33%	13.23%	17.33%	16.56%	19.61%	8.46%	11.35%	13.97%	8.16%	3.03%	18.79%	13.48%	6.67%	4.00%	22.54%	21.02%	8.00%	9.69%	17.15%	15.71%	9.15%	19.15%	21.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	299	4	1	0	11	0	2	0	3	2	0	3	18	9	0	0	1	1	14	5	12	1	0	0	5	15	1	1	1	13	3	4	8	1	22	18	42	31	5	0	20	4	0	4	0	0	1	4	0	0	1	4	0	2	1	1					
		1.65%	0.87%	0.36%	0.00%	1.51%	0.00%	1.67%	0.00%	1.78%	0.98%	0.00%	2.59%	2.11%	2.31%	0.00%	0.00%	1.04%	0.98%	2.10%	0.93%	2.38%	0.64%	0.00%	0.00%	2.31%	2.06%	0.60%	1.33%	1.27%	1.50%	1.42%	2.21%	1.79%	0.93%	2.39%	1.49%	3.30%	3.01%	2.49%	0.00%	3.14%	4.08%	0.00%	0.69%	0.00%	0.00%	2.00%	1.04%	0.00%	0.00%	0.35%	0.77%	0.00%	1.22%	1.06%	0.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9664	246	170	48	345	95	61	122	101	116	90	46	412	166	91	13	55	63	382	341	284	91	181	57	144	385	108	49	52	481	102	79	255	84	442	597	616	483	114	78	346	61	63	305	91	59	31	183	71	108	156	247	46	95	36	121					
		53.47%	53.71%	61.82%	78.69%	47.26%	56.55%	50.83%	68.93%	59.76%	56.86%	67.16%	39.66%	48.19%	42.56%	52.60%	30.23%	57.29%	61.76%	57.19%	63.15%	56.24%	57.96%	77.68%	58.76%	66.67%	52.96%	65.06%	65.33%	65.82%	55.35%	48.34%	43.65%	57.05%	77.78%	47.94%	49.50%	48.35%	46.89%	56.72%	55.32%	54.32%	62.24%	63.64%	52.59%	64.54%	65.56%	62.00%	47.41%	45.22%	61.71%	53.98%	47.59%	65.71%	57.93%	38.30%	60.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	73	0	1	0	2	1	1	1	0	2	0	1	0	2	0	1	1	0	2	2	2	0	1	0	1	7	0	1	0	4	0	0	3	0	5	7	0	12	1	1	0	0	0	3	1	1	0	1	3	1	1	0	0	0	0	0					
		0.40%	0.00%	0.36%	0.00%	0.27%	0.60%	0.83%	0.56%	0.00%	0.98%	0.00%	0.86%	0.00%	0.51%	0.00%	2.33%	1.04%	0.00%	0.30%	0.37%	0.40%	0.00%	0.43%	0.00%	0.46%	0.96%	0.00%	1.33%	0.00%	0.46%	0.00%	0.00%	0.67%	0.00%	0.54%	0.58%	0.00%	1.17%	0.50%	0.71%	0.00%	0.00%	0.00%	0.52%	0.71%	1.11%	0.00%	0.26%	1.91%	0.57%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
