Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Приозерская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9852	235	218	479	262	208	461	470	334	162	149	248	138	68	421	344	290	293	215	462	194	236	366	282	450	350	223	283	232	250	76	297	236	186	174	168	218	174									
		49.69%	50.21%	42.83%	44.89%	46.70%	42.89%	41.46%	44.01%	42.60%	50.47%	48.06%	59.47%	53.28%	53.13%	51.47%	55.48%	56.86%	63.28%	54.71%	60.39%	50.52%	49.17%	55.88%	59.24%	55.69%	51.24%	53.22%	48.29%	42.80%	38.46%	51.01%	49.75%	57.28%	60.39%	44.05%	38.98%	52.78%	45.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	162	2	6	14	4	3	11	9	7	3	4	3	0	0	13	0	7	3	4	4	2	9	2	1	2	7	3	6	7	7	1	4	1	0	1	7	3	2									
		0.82%	0.43%	1.18%	1.31%	0.71%	0.62%	0.99%	0.84%	0.89%	0.93%	1.29%	0.72%	0.00%	0.00%	1.59%	0.00%	1.37%	0.65%	1.02%	0.52%	0.52%	1.88%	0.31%	0.21%	0.25%	1.02%	0.72%	1.02%	1.29%	1.08%	0.67%	0.67%	0.24%	0.00%	0.25%	1.62%	0.73%	0.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	0	1	2	1	1	2	3	1	1	1	1	2	0	3	5	0	0	1	0	2	3	1	2	1	3	0	1	1	3	0	2	2	0	1	4	0	0									
		0.26%	0.00%	0.20%	0.19%	0.18%	0.21%	0.18%	0.28%	0.13%	0.31%	0.32%	0.24%	0.77%	0.00%	0.37%	0.81%	0.00%	0.00%	0.25%	0.00%	0.52%	0.63%	0.15%	0.42%	0.12%	0.44%	0.00%	0.17%	0.18%	0.46%	0.00%	0.34%	0.49%	0.00%	0.25%	0.93%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3310	93	98	188	111	79	184	164	134	57	58	55	51	12	142	82	67	48	66	102	53	73	114	67	143	123	72	93	98	112	19	100	91	39	79	93	77	73									
		16.70%	19.87%	19.25%	17.62%	19.79%	16.29%	16.55%	15.36%	17.09%	17.76%	18.71%	13.19%	19.69%	9.38%	17.36%	13.23%	13.14%	10.37%	16.79%	13.33%	13.80%	15.21%	17.40%	14.08%	17.70%	18.01%	17.18%	15.87%	18.08%	17.23%	12.75%	16.75%	22.09%	12.66%	20.00%	21.58%	18.64%	19.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	145	6	1	10	10	5	16	9	8	1	5	2	4	4	2	2	5	4	0	2	1	2	7	1	5	6	2	6	3	5	1	2	2	3	0	2	0	1									
		0.73%	1.28%	0.20%	0.94%	1.78%	1.03%	1.44%	0.84%	1.02%	0.31%	1.61%	0.48%	1.54%	3.13%	0.24%	0.32%	0.98%	0.86%	0.00%	0.26%	0.26%	0.42%	1.07%	0.21%	0.62%	0.88%	0.48%	1.02%	0.55%	0.77%	0.67%	0.34%	0.49%	0.97%	0.00%	0.46%	0.00%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	457	8	9	39	17	17	46	47	29	10	12	5	4	3	13	15	7	2	4	6	9	6	11	7	10	14	8	18	18	19	4	21	3	0	4	6	1	5									
		2.31%	1.71%	1.77%	3.66%	3.03%	3.51%	4.14%	4.40%	3.70%	3.12%	3.87%	1.20%	1.54%	2.34%	1.59%	2.42%	1.37%	0.43%	1.02%	0.78%	2.34%	1.25%	1.68%	1.47%	1.24%	2.05%	1.91%	3.07%	3.32%	2.92%	2.68%	3.52%	0.73%	0.00%	1.01%	1.39%	0.24%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	0	1	2	1	0	2	0	0	0	2	0	2	2	0	2	0	0	1	2	1	2	2	1	1	0	1	0	1	0	1	1	0	1	1	2	3									
		0.18%	0.00%	0.00%	0.09%	0.36%	0.21%	0.00%	0.19%	0.00%	0.00%	0.00%	0.48%	0.00%	1.56%	0.24%	0.00%	0.39%	0.00%	0.00%	0.13%	0.52%	0.21%	0.31%	0.42%	0.12%	0.15%	0.00%	0.17%	0.00%	0.15%	0.00%	0.17%	0.24%	0.00%	0.25%	0.23%	0.48%	0.79%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	475	12	12	28	15	18	25	34	31	11	8	5	6	2	13	22	8	8	6	11	6	13	13	8	13	18	7	14	18	37	8	18	1	5	6	6	0	9									
		2.40%	2.56%	2.36%	2.62%	2.67%	3.71%	2.25%	3.18%	3.95%	3.43%	2.58%	1.20%	2.32%	1.56%	1.59%	3.55%	1.57%	1.73%	1.53%	1.44%	1.56%	2.71%	1.98%	1.68%	1.61%	2.64%	1.67%	2.39%	3.32%	5.69%	5.37%	3.02%	0.24%	1.62%	1.52%	1.39%	0.00%	2.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2146	47	64	141	61	51	143	153	107	32	34	39	19	12	87	63	41	44	39	94	59	55	51	31	87	51	37	61	77	83	23	75	18	20	47	33	39	28									
		10.82%	10.04%	12.57%	13.21%	10.87%	10.52%	12.86%	14.33%	13.65%	9.97%	10.97%	9.35%	7.34%	9.38%	10.64%	10.16%	8.04%	9.50%	9.92%	12.29%	15.36%	11.46%	7.79%	6.51%	10.77%	7.47%	8.83%	10.41%	14.21%	12.77%	15.44%	12.56%	4.37%	6.49%	11.90%	7.66%	9.44%	7.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	3	7	10	2	2	2	7	0	3	2	1	0	1	1	4	3	3	1	2	3	2	1	3	7	4	4	1	0	2	1	1	2	2	1	1	0	0									
		0.45%	0.64%	1.38%	0.94%	0.36%	0.41%	0.18%	0.66%	0.00%	0.93%	0.65%	0.24%	0.00%	0.78%	0.12%	0.65%	0.59%	0.65%	0.25%	0.26%	0.78%	0.42%	0.15%	0.63%	0.87%	0.59%	0.95%	0.17%	0.00%	0.31%	0.67%	0.17%	0.49%	0.65%	0.25%	0.23%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1238	25	51	64	44	31	83	75	52	15	14	16	16	8	46	40	30	22	17	26	9	31	29	35	30	43	19	46	23	46	3	21	32	31	34	64	30	37									
		6.24%	5.34%	10.02%	5.99%	7.84%	6.39%	7.46%	7.02%	6.63%	4.67%	4.52%	3.84%	6.18%	6.25%	5.62%	6.45%	5.88%	4.75%	4.33%	3.40%	2.34%	6.46%	4.43%	7.35%	3.71%	6.30%	4.53%	7.85%	4.24%	7.08%	2.01%	3.52%	7.77%	10.06%	8.61%	14.85%	7.26%	9.76%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
