Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Волжская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184									
		0.36%	0.40%	0.18%	0.57%	0.82%	0.20%	0.36%	0.00%	0.00%	0.46%	0.42%	0.47%	0.53%	0.44%	0.30%	0.35%	0.00%	0.49%	0.97%	0.00%	0.14%	0.00%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3109	241	143	155	77	258	73	34	164	60	298	62	113	185	79	63	71	325	190	36	211	57	214									
		26.95%	32.05%	25.31%	22.11%	31.43%	25.57%	26.64%	22.52%	23.33%	27.78%	31.04%	29.25%	30.21%	27.29%	23.44%	22.03%	24.91%	31.99%	26.43%	15.93%	29.14%	27.27%	23.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	2	2	3	0	0	0	0	1	1	0	3	3	0	0	0	0	0	1	0	0									
		0.14%	0.00%	0.00%	0.29%	0.82%	0.30%	0.00%	0.00%	0.00%	0.00%	0.10%	0.47%	0.00%	0.44%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	208	18	8	17	2	17	3	3	10	8	6	2	10	18	11	10	6	8	12	3	11	4	21									
		1.80%	2.39%	1.42%	2.43%	0.82%	1.68%	1.09%	1.99%	1.42%	3.70%	0.63%	0.94%	2.67%	2.65%	3.26%	3.50%	2.11%	0.79%	1.67%	1.33%	1.52%	1.91%	2.34%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
