Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Улан-Удэ, Железнодорожная"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1496	33	32	32	32	32	32	32	33	33	33	33	10	38	30	33	28	32	33	32	32	32	33	32	32	32	32	32	32	32	32	33	32	32	15	15	33	32	32	33	32	33	32	32	32	33	33	33	33	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	449	5	5	10	4	5	4	7	16	17	23	8	3	36	13	13	23	18	15	9	10	11	10	4	8	14	6	3	8	7	7	7	1	5	5	1	7	7	9	5	12	11	2	3	4	12	9	16	11	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	315	2	2	2	5	2	4	2	6	7	13	0	11	6	6	11	8	4	4	2	3	7	3	1	4	8	0	3	2	3	0	5	1	5	1	7	8	2	6	3	2	4	3	3	4	1	7	4	2	41	75					
14	Число погашенных открепительных удостоверений	1047	28	27	22	28	27	28	25	17	16	10	25	7	2	17	20	5	14	18	23	22	21	23	28	24	18	26	29	24	25	25	26	31	27	10	14	26	25	23	28	20	22	30	29	28	21	24	17	22	0	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	505	12	4	5	5	5	9	7	13	12	18	14	2	10	9	6	13	5	6	10	12	15	8	23	18	5	18	5	10	12	6	12	8	13	7	2	9	9	17	17	13	11	7	4	7	18	16	21	12	5	0					
		1.13%	1.57%	0.89%	0.56%	0.49%	1.12%	1.49%	1.34%	1.08%	0.87%	1.59%	1.11%	1.52%	0.66%	0.86%	0.48%	1.07%	0.44%	0.49%	1.16%	1.12%	1.37%	0.69%	3.11%	2.17%	0.51%	1.71%	0.70%	1.26%	1.26%	0.70%	1.50%	1.86%	3.43%	2.86%	0.88%	0.82%	2.34%	1.37%	1.46%	1.15%	1.30%	0.79%	0.74%	0.71%	1.24%	1.10%	1.22%	0.99%	7.93%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3129	45	29	75	101	34	56	38	105	87	83	69	1	212	66	103	102	103	114	75	90	56	86	47	48	78	61	43	47	58	52	49	48	37	11	11	60	43	60	58	59	50	55	26	42	79	95	87	89	4	2					
		7.04%	5.91%	6.47%	8.48%	9.99%	7.65%	9.30%	7.29%	8.75%	6.37%	7.33%	5.47%	0.76%	14.18%	6.30%	8.31%	8.44%	9.07%	9.37%	8.71%	8.44%	5.13%	7.47%	6.36%	5.79%	8.07%	5.79%	6.09%	5.94%	6.13%	6.12%	6.13%	11.21%	9.78%	4.50%	4.86%	5.49%	11.19%	4.84%	5.00%	5.23%	5.92%	6.27%	4.85%	4.31%	5.45%	6.56%	5.06%	7.38%	6.34%	2.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1456	31	11	26	33	15	21	23	33	29	41	39	7	26	34	45	43	33	32	38	45	50	38	24	30	17	33	28	20	37	29	29	31	12	10	10	34	3	46	34	33	25	30	16	30	54	47	65	26	6	4					
		3.27%	4.07%	2.45%	2.94%	3.26%	3.37%	3.48%	4.41%	2.75%	2.12%	3.62%	3.09%	5.34%	1.73%	3.25%	3.63%	3.55%	2.90%	2.63%	4.41%	4.22%	4.58%	3.30%	3.25%	3.62%	1.75%	3.13%	3.96%	2.52%	3.91%	3.41%	3.62%	7.24%	3.17%	4.09%	4.42%	3.11%	0.78%	3.71%	2.93%	2.92%	2.96%	3.42%	2.98%	3.08%	3.72%	3.24%	3.78%	2.15%	9.52%	5.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2705	31	25	72	58	14	33	37	104	89	65	70	2	79	84	93	85	103	90	64	74	75	61	44	30	62	71	34	35	86	40	40	23	16	14	4	63	18	68	58	73	45	69	31	51	62	87	100	64	2	7					
		6.09%	4.07%	5.58%	8.14%	5.73%	3.15%	5.48%	7.10%	8.66%	6.52%	5.74%	5.55%	1.52%	5.28%	8.03%	7.50%	7.03%	9.07%	7.40%	7.43%	6.94%	6.87%	5.30%	5.96%	3.62%	6.41%	6.74%	4.81%	4.42%	9.09%	4.71%	5.00%	5.37%	4.23%	5.73%	1.76%	5.77%	4.68%	5.48%	5.00%	6.47%	5.33%	7.87%	5.78%	5.24%	4.28%	6.01%	5.81%	5.31%	3.17%	9.33%					
22	"5. ""За Русь Святую"""	172	1	2	1	2	2	1	1	4	4	6	4	0	0	4	8	4	2	6	3	1	2	5	1	2	3	4	4	1	2	7	8	0	0	1	2	3	2	6	13	6	6	8	4	3	5	7	10	1	0	0					
		0.38%	0.13%	0.44%	0.11%	0.19%	0.45%	0.16%	0.19%	0.33%	0.29%	0.53%	0.31%	0.0%	0.0%	0.38%	0.64%	0.33%	0.17%	0.49%	0.34%	0.09%	0.18%	0.43%	0.13%	0.24%	0.31%	0.38%	0.56%	0.12%	0.21%	0.82%	1.00%	0.0%	0.0%	0.40%	0.88%	0.27%	0.52%	0.48%	1.12%	0.53%	0.71%	0.91%	0.74%	0.30%	0.34%	0.48%	0.58%	0.08%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	78	0	1	0	4	1	0	0	3	2	0	4	0	1	5	0	3	4	3	0	3	0	4	3	0	1	3	0	2	2	2	0	1	2	3	3	0	0	3	3	0	2	1	0	2	1	2	3	1	0	0					
		0.17%	0.0%	0.22%	0.0%	0.39%	0.22%	0.0%	0.0%	0.25%	0.14%	0.0%	0.31%	0.0%	0.06%	0.47%	0.0%	0.24%	0.35%	0.24%	0.0%	0.28%	0.0%	0.34%	0.40%	0.0%	0.10%	0.28%	0.0%	0.25%	0.21%	0.23%	0.0%	0.23%	0.52%	1.22%	1.32%	0.0%	0.0%	0.24%	0.25%	0.0%	0.23%	0.11%	0.0%	0.20%	0.06%	0.13%	0.17%	0.08%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	309	4	4	6	14	3	14	7	6	11	3	8	0	5	6	8	7	5	9	3	6	8	6	7	6	7	2	0	6	6	7	4	7	2	4	2	6	5	3	10	7	6	5	5	7	17	9	20	6	0	0					
		0.69%	0.52%	0.89%	0.67%	1.38%	0.67%	2.32%	1.34%	0.5%	0.80%	0.26%	0.63%	0.0%	0.33%	0.57%	0.64%	0.57%	0.44%	0.74%	0.34%	0.56%	0.73%	0.52%	0.94%	0.72%	0.72%	0.19%	0.0%	0.75%	0.63%	0.82%	0.50%	1.63%	0.52%	1.63%	0.88%	0.54%	1.30%	0.24%	0.86%	0.62%	0.71%	0.57%	0.93%	0.71%	1.17%	0.62%	1.16%	0.49%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	58	1	0	2	1	0	0	0	0	1	1	4	0	3	0	0	1	0	1	1	0	2	4	0	2	0	0	3	1	2	1	1	0	0	0	1	1	1	3	1	2	0	1	0	3	4	3	1	3	2	0					
		0.13%	0.13%	0.0%	0.22%	0.09%	0.0%	0.0%	0.0%	0.0%	0.07%	0.08%	0.31%	0.0%	0.20%	0.0%	0.0%	0.08%	0.0%	0.08%	0.11%	0.0%	0.18%	0.34%	0.0%	0.24%	0.0%	0.0%	0.42%	0.12%	0.21%	0.11%	0.12%	0.0%	0.0%	0.0%	0.44%	0.09%	0.26%	0.24%	0.08%	0.17%	0.0%	0.11%	0.0%	0.30%	0.27%	0.20%	0.05%	0.24%	3.17%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	196	1	2	9	3	4	3	4	4	5	9	6	0	6	9	7	6	4	8	3	6	5	5	1	2	4	3	4	3	4	2	3	3	8	2	1	3	1	2	5	1	2	2	1	6	8	4	7	4	1	0					
		0.44%	0.13%	0.44%	1.01%	0.29%	0.90%	0.49%	0.76%	0.33%	0.36%	0.79%	0.47%	0.0%	0.40%	0.86%	0.56%	0.49%	0.35%	0.65%	0.34%	0.56%	0.45%	0.43%	0.13%	0.24%	0.41%	0.28%	0.56%	0.37%	0.42%	0.23%	0.37%	0.70%	2.11%	0.81%	0.44%	0.27%	0.26%	0.16%	0.43%	0.08%	0.23%	0.22%	0.18%	0.61%	0.55%	0.27%	0.40%	0.33%	1.58%	0.0%					
27	"10. ""Аграрная партия России"""	1202	20	10	21	34	14	19	10	36	28	37	33	0	91	34	39	35	45	51	18	22	26	26	13	17	9	28	18	23	24	21	13	11	9	9	6	31	13	39	21	27	21	25	16	25	27	33	34	37	2	1					
		2.70%	2.62%	2.23%	2.37%	3.36%	3.15%	3.15%	1.91%	3.0%	2.05%	3.26%	2.61%	0.0%	6.08%	3.25%	3.14%	2.89%	3.96%	4.19%	2.09%	2.06%	2.38%	2.26%	1.76%	2.05%	0.93%	2.66%	2.54%	2.90%	2.53%	2.47%	1.62%	2.57%	2.38%	3.68%	2.65%	2.84%	3.38%	3.14%	1.81%	2.39%	2.48%	2.85%	2.98%	2.56%	1.86%	2.28%	1.97%	3.07%	3.17%	1.33%					
28	"11. ""Истинные патриоты России"""	34	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	1	1	0	0	2	0	1	1	0	0	1	0	1	5	0	2	0	0	2	1	1	0	1	0	0					
		0.07%	0.13%	0.22%	0.11%	0.09%	0.0%	0.0%	0.0%	0.08%	0.07%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.11%	0.09%	0.0%	0.0%	0.0%	0.24%	0.20%	0.09%	0.14%	0.0%	0.0%	0.23%	0.0%	0.23%	0.26%	0.0%	0.0%	0.09%	0.0%	0.08%	0.43%	0.0%	0.23%	0.0%	0.0%	0.20%	0.06%	0.06%	0.0%	0.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	384	4	2	4	6	3	4	6	14	15	6	10	2	10	4	7	7	7	18	10	14	10	8	6	9	5	9	9	11	6	4	5	7	1	2	2	4	3	11	12	10	9	11	12	10	16	5	21	11	1	1					
		0.86%	0.52%	0.44%	0.45%	0.59%	0.67%	0.66%	1.15%	1.16%	1.09%	0.53%	0.79%	1.52%	0.66%	0.38%	0.56%	0.57%	0.61%	1.48%	1.16%	1.31%	0.91%	0.69%	0.81%	1.08%	0.51%	0.85%	1.27%	1.39%	0.63%	0.47%	0.62%	1.63%	0.26%	0.81%	0.88%	0.36%	0.78%	0.88%	1.03%	0.88%	1.06%	1.25%	2.23%	1.02%	1.10%	0.34%	1.22%	0.91%	1.58%	1.33%					
30	"13. ""Демократическая партия России"""	149	0	1	2	2	0	4	1	2	3	5	6	0	4	0	3	6	3	5	4	3	2	2	1	1	5	5	0	3	5	0	4	6	1	2	1	5	0	5	2	8	6	0	2	3	1	10	8	7	0	0					
		0.33%	0.0%	0.22%	0.22%	0.19%	0.0%	0.66%	0.19%	0.16%	0.21%	0.44%	0.47%	0.0%	0.26%	0.0%	0.24%	0.49%	0.26%	0.41%	0.46%	0.28%	0.18%	0.17%	0.13%	0.12%	0.51%	0.47%	0.0%	0.37%	0.52%	0.0%	0.50%	1.40%	0.26%	0.81%	0.44%	0.45%	0.0%	0.40%	0.17%	0.70%	0.71%	0.0%	0.37%	0.30%	0.06%	0.69%	0.46%	0.58%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	130	3	1	1	3	0	0	3	6	3	4	1	0	1	9	4	1	5	1	1	2	2	16	0	5	5	2	5	3	1	4	3	0	0	1	1	3	4	0	0	2	2	2	2	1	3	6	5	3	0	0					
		0.29%	0.39%	0.22%	0.11%	0.29%	0.0%	0.0%	0.57%	0.5%	0.21%	0.35%	0.07%	0.0%	0.06%	0.86%	0.32%	0.08%	0.44%	0.08%	0.11%	0.18%	0.18%	1.39%	0.0%	0.60%	0.51%	0.19%	0.70%	0.37%	0.10%	0.47%	0.37%	0.0%	0.0%	0.40%	0.44%	0.27%	1.04%	0.0%	0.0%	0.17%	0.23%	0.22%	0.37%	0.10%	0.20%	0.41%	0.29%	0.24%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	64	1	0	1	0	0	0	0	3	2	2	1	1	2	1	3	1	0	3	1	0	0	0	0	0	1	3	4	2	2	0	3	0	0	0	1	0	0	2	2	3	1	1	1	1	8	2	1	3	1	0					
		0.14%	0.13%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.25%	0.14%	0.17%	0.07%	0.76%	0.13%	0.09%	0.24%	0.08%	0.0%	0.24%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.28%	0.56%	0.25%	0.21%	0.0%	0.37%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.16%	0.17%	0.26%	0.11%	0.11%	0.18%	0.10%	0.55%	0.13%	0.05%	0.24%	1.58%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2999	37	21	62	86	36	34	47	101	80	63	85	9	99	57	68	100	88	96	45	83	87	100	55	41	59	66	52	58	57	62	48	12	25	10	8	76	23	81	78	83	40	77	32	67	78	102	144	76	1	4					
		6.75%	4.86%	4.68%	7.01%	8.50%	8.10%	5.64%	9.02%	8.41%	5.86%	5.56%	6.74%	6.87%	6.62%	5.44%	5.48%	8.27%	7.75%	7.89%	5.22%	7.78%	7.97%	8.69%	7.45%	4.95%	6.10%	6.27%	7.36%	7.33%	6.02%	7.30%	6.00%	2.80%	6.61%	4.09%	3.53%	6.96%	5.98%	6.53%	6.73%	7.35%	4.73%	8.78%	5.97%	6.88%	5.38%	7.04%	8.37%	6.30%	1.58%	5.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	94	2	1	2	2	1	1	1	1	4	0	3	0	2	1	1	4	1	0	1	2	2	1	1	3	0	2	4	3	1	1	6	5	2	0	2	0	0	5	1	3	0	4	2	2	4	3	0	5	2	0					
		0.21%	0.26%	0.22%	0.22%	0.19%	0.22%	0.16%	0.19%	0.08%	0.29%	0.0%	0.23%	0.0%	0.13%	0.09%	0.08%	0.33%	0.08%	0.0%	0.11%	0.18%	0.18%	0.08%	0.13%	0.36%	0.0%	0.19%	0.56%	0.37%	0.10%	0.11%	0.75%	1.16%	0.52%	0.0%	0.88%	0.0%	0.0%	0.40%	0.08%	0.26%	0.0%	0.45%	0.37%	0.20%	0.27%	0.20%	0.0%	0.41%	3.17%	0.0%					
35	"18. ""ЛДПР"""	5390	111	63	111	114	68	89	63	134	176	151	134	19	104	108	141	121	125	128	118	123	140	160	109	139	163	133	68	98	88	99	120	39	29	30	43	133	48	120	109	124	98	76	68	140	223	189	205	183	5	10					
		12.13%	14.58%	14.06%	12.55%	11.27%	15.31%	14.78%	12.09%	11.16%	12.90%	13.33%	10.63%	14.50%	6.95%	10.32%	11.38%	10.01%	11.01%	10.52%	13.70%	11.53%	12.83%	13.91%	14.76%	16.78%	16.87%	12.64%	9.63%	12.38%	9.30%	11.66%	15.01%	9.11%	7.67%	12.29%	19.02%	12.19%	12.5%	9.68%	9.41%	10.99%	11.61%	8.67%	12.68%	14.38%	15.40%	13.06%	11.92%	15.18%	7.93%	13.33%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1750	23	31	47	42	21	17	22	54	68	49	62	5	80	62	49	62	44	58	45	42	25	40	27	29	40	37	43	35	36	43	34	11	12	7	5	47	22	23	32	40	29	35	18	27	48	34	48	34	3	3					
		3.94%	3.02%	6.91%	5.31%	4.15%	4.72%	2.82%	4.22%	4.5%	4.98%	4.32%	4.92%	3.81%	5.35%	5.92%	3.95%	5.13%	3.87%	4.76%	5.22%	3.93%	2.29%	3.47%	3.65%	3.50%	4.14%	3.51%	6.09%	4.42%	3.80%	5.06%	4.25%	2.57%	3.17%	2.86%	2.21%	4.30%	5.72%	1.85%	2.76%	3.54%	3.43%	3.99%	3.35%	2.77%	3.31%	2.34%	2.79%	2.82%	4.76%	4.0%					
37	"20. ""Политическая партия ""Единая Россия"""	12434	258	131	226	244	136	165	140	306	388	316	327	31	495	253	344	297	272	273	191	251	280	333	226	287	235	318	200	271	281	266	225	134	93	67	63	280	110	397	345	331	270	214	166	263	454	436	445	363	11	26					
		28.00%	33.90%	29.24%	25.56%	24.13%	30.63%	27.40%	26.87%	25.5%	28.44%	27.91%	25.95%	23.66%	33.11%	24.18%	27.76%	24.58%	23.96%	22.45%	22.18%	23.54%	25.66%	28.95%	30.62%	34.66%	24.32%	30.22%	28.32%	34.26%	29.70%	31.33%	28.16%	31.30%	24.60%	27.45%	27.87%	25.66%	28.64%	32.04%	29.79%	29.34%	31.99%	24.42%	30.97%	27.02%	31.35%	30.13%	25.88%	30.12%	17.46%	34.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	68	3	1	1	0	1	1	0	0	2	0	1	1	3	2	0	2	1	0	2	1	3	3	3	1	0	0	2	1	1	1	1	0	0	0	0	2	2	2	4	2	2	0	3	0	2	5	6	0	0	0					
		0.15%	0.39%	0.22%	0.11%	0.0%	0.22%	0.16%	0.0%	0.0%	0.14%	0.0%	0.07%	0.76%	0.20%	0.19%	0.0%	0.16%	0.08%	0.0%	0.23%	0.09%	0.27%	0.26%	0.40%	0.12%	0.0%	0.0%	0.28%	0.12%	0.10%	0.11%	0.12%	0.0%	0.0%	0.0%	0.0%	0.18%	0.52%	0.16%	0.34%	0.17%	0.23%	0.0%	0.55%	0.0%	0.13%	0.34%	0.34%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	150	3	0	0	6	1	2	2	3	5	3	4	0	2	6	1	6	3	3	10	1	2	2	0	4	1	5	2	4	2	3	3	1	2	2	0	3	1	4	6	6	4	4	1	4	6	3	9	2	3	0					
		0.33%	0.39%	0.0%	0.0%	0.59%	0.22%	0.33%	0.38%	0.25%	0.36%	0.26%	0.31%	0.0%	0.13%	0.57%	0.08%	0.49%	0.26%	0.24%	1.16%	0.09%	0.18%	0.17%	0.0%	0.48%	0.10%	0.47%	0.28%	0.50%	0.21%	0.35%	0.37%	0.23%	0.52%	0.81%	0.0%	0.27%	0.26%	0.32%	0.51%	0.53%	0.47%	0.45%	0.18%	0.41%	0.41%	0.20%	0.52%	0.16%	4.76%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8427	119	79	170	189	53	87	83	215	268	210	313	45	208	217	248	243	233	243	178	245	238	184	108	108	207	188	132	119	180	156	132	61	86	37	40	261	48	256	277	243	147	199	99	215	208	250	376	207	6	13					
		18.97%	15.63%	17.63%	19.23%	18.69%	11.93%	14.45%	15.93%	17.91%	19.64%	18.55%	24.84%	34.35%	13.91%	20.74%	20.01%	20.11%	20.52%	19.98%	20.67%	22.98%	21.81%	16.0%	14.63%	13.04%	21.42%	17.87%	18.69%	15.04%	19.02%	18.37%	16.52%	14.25%	22.75%	15.16%	17.69%	23.92%	12.5%	20.66%	23.92%	21.54%	17.41%	22.71%	18.47%	22.09%	14.36%	17.27%	21.87%	17.17%	9.52%	17.33%					
																																																									
41	Против всех	1807	32	19	26	46	20	31	22	41	69	44	48	4	32	56	54	51	38	46	27	28	34	47	31	35	39	43	34	25	40	38	29	13	20	15	10	52	23	53	40	43	46	42	23	46	58	74	69	43	5	3					
		4.06%	4.20%	4.24%	2.94%	4.54%	4.50%	5.14%	4.22%	3.41%	5.05%	3.88%	3.80%	3.05%	2.14%	5.35%	4.35%	4.22%	3.34%	3.78%	3.13%	2.62%	3.11%	4.08%	4.20%	4.22%	4.03%	4.08%	4.81%	3.16%	4.22%	4.47%	3.62%	3.03%	5.29%	6.14%	4.42%	4.76%	5.98%	4.27%	3.45%	3.81%	5.45%	4.79%	4.29%	4.72%	4.00%	5.11%	4.01%	3.56%	7.93%	4.0%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
