Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Ершичская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
27	"10. ""Аграрная партия России"""	175	47	9	17	9	8	9	13	19	5	15	8	10	6					
		4.11%	3.32%	5.96%	8.54%	3.93%	1.56%	2.49%	6.01%	12.58%	1.91%	5.01%	6.55%	6.75%	3.19%					
28	"11. ""Истинные патриоты России"""	8	3	0	1	0	1	0	0	0	0	1	0	0	2					
		0.18%	0.21%	0.0%	0.50%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	1.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	189	63	10	6	8	10	9	19	13	5	10	10	6	20					
		4.44%	4.45%	6.62%	3.01%	3.49%	1.95%	2.49%	8.79%	8.60%	1.91%	3.34%	8.19%	4.05%	10.63%					
30	"13. ""Демократическая партия России"""	10	2	1	0	1	3	1	0	0	0	1	0	0	1					
		0.23%	0.14%	0.66%	0.0%	0.43%	0.58%	0.27%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.53%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	2	1	0	1	3	0	1	0	0	1	1	1	0					
		0.25%	0.14%	0.66%	0.0%	0.43%	0.58%	0.0%	0.46%	0.0%	0.0%	0.33%	0.81%	0.67%	0.0%					
32	"15. ""Партия СЛОН"""	11	3	1	0	0	1	0	1	1	3	0	1	0	0					
		0.25%	0.21%	0.66%	0.0%	0.0%	0.19%	0.0%	0.46%	0.66%	1.14%	0.0%	0.81%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	163	72	3	9	3	28	7	6	6	5	16	2	3	3					
		3.83%	5.09%	1.98%	4.52%	1.31%	5.46%	1.93%	2.77%	3.97%	1.91%	5.35%	1.63%	2.02%	1.59%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	2	1	1	1	2	2	1	0	1	0	1	1	2					
		0.35%	0.14%	0.66%	0.50%	0.43%	0.39%	0.55%	0.46%	0.0%	0.38%	0.0%	0.81%	0.67%	1.06%					
35	"18. ""ЛДПР"""	523	179	22	17	30	51	54	29	15	24	39	12	26	25					
		12.30%	12.66%	14.56%	8.54%	13.10%	9.96%	14.95%	13.42%	9.93%	9.19%	13.04%	9.83%	17.56%	13.29%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	79	28	3	0	4	12	7	3	3	6	6	1	3	3					
		1.85%	1.98%	1.98%	0.0%	1.74%	2.34%	1.93%	1.38%	1.98%	2.29%	2.00%	0.81%	2.02%	1.59%					
37	"20. ""Политическая партия ""Единая Россия"""	1596	492	58	83	77	204	155	72	64	144	78	37	48	84					
		37.55%	34.81%	38.41%	41.70%	33.62%	39.84%	42.93%	33.33%	42.38%	55.17%	26.08%	30.32%	32.43%	44.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	2	0	0	0	1	0	2	0	0	1	0	0	3					
		0.21%	0.14%	0.0%	0.0%	0.0%	0.19%	0.0%	0.92%	0.0%	0.0%	0.33%	0.0%	0.0%	1.59%					
39	"22. ""Развитие предпринимательства"""	16	2	1	1	1	4	1	1	2	1	0	2	0	0					
		0.37%	0.14%	0.66%	0.50%	0.43%	0.78%	0.27%	0.46%	1.32%	0.38%	0.0%	1.63%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	738	285	13	43	53	85	57	30	11	32	70	19	21	19					
		17.36%	20.16%	8.60%	21.60%	23.14%	16.60%	15.78%	13.88%	7.28%	12.26%	23.41%	15.57%	14.18%	10.10%					
																				
41	Против всех	148	59	3	9	7	13	18	7	1	7	5	3	9	7					
		3.48%	4.17%	1.98%	4.52%	3.05%	2.53%	4.98%	3.24%	0.66%	2.68%	1.67%	2.45%	6.08%	3.72%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
