Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Тула, Зареченская"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139									
		1.11%	1.90%	1.35%	1.10%	0.63%	1.03%	1.04%	0.68%	1.47%	0.93%	1.18%	0.25%	2.33%	1.38%	1.98%	2.24%	0.58%	0.77%	0.95%	0.61%	0.98%	0.84%	1.25%	1.59%	1.59%	0.85%	2.15%	0.43%	1.40%	0.70%	0.98%	0.99%	0.88%	0.48%	1.22%	1.12%	1.12%	0.86%	1.88%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	410	4	10	9	12	13	9	14	15	9	11	9	15	14	12	6	10	11	15	9	9	8	20	10	9	10	8	6	10	14	6	15	15	4	14	13	12	5	13	2									
		1.42%	1.09%	1.50%	1.24%	1.50%	1.67%	1.34%	1.90%	2.01%	1.05%	1.45%	1.13%	2.18%	1.48%	1.83%	1.22%	1.16%	1.42%	1.02%	1.10%	1.10%	0.96%	2.50%	1.22%	1.10%	1.06%	1.43%	0.85%	1.40%	1.95%	1.18%	3.69%	1.65%	0.64%	1.89%	1.46%	1.49%	0.72%	1.63%	3.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	0	1	0	2	0	1	1	1	1	1	1	0	1	1	3	1	0	1	1	1	3	0	0	0	4	0	0	0	0	1	0	2	2	1	1	0	2	0	0									
		0.12%	0.00%	0.15%	0.00%	0.25%	0.00%	0.15%	0.14%	0.13%	0.12%	0.13%	0.13%	0.00%	0.11%	0.15%	0.61%	0.12%	0.00%	0.07%	0.12%	0.12%	0.36%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.22%	0.32%	0.14%	0.11%	0.00%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	867	9	23	31	31	34	18	21	29	26	17	18	30	26	7	16	25	21	30	27	29	29	21	16	36	27	28	13	23	20	8	15	25	21	16	23	28	23	27	0									
		3.01%	2.45%	3.46%	4.28%	3.88%	4.36%	2.69%	2.85%	3.88%	3.02%	2.24%	2.26%	4.36%	2.76%	1.07%	3.27%	2.90%	2.70%	2.04%	3.29%	3.54%	3.48%	2.63%	1.96%	4.39%	2.86%	5.02%	1.85%	3.21%	2.79%	1.57%	3.69%	2.75%	3.34%	2.17%	2.58%	3.49%	3.30%	3.38%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4462	62	104	97	119	136	102	146	131	119	130	100	86	133	112	64	117	126	115	125	143	155	125	152	125	136	87	120	113	122	98	64	150	102	129	121	139	120	128	9									
		15.50%	16.85%	15.64%	13.40%	14.91%	17.46%	15.22%	19.78%	17.51%	13.84%	17.11%	12.55%	12.50%	14.10%	17.07%	13.06%	13.56%	16.22%	7.84%	15.23%	17.44%	18.59%	15.63%	18.60%	15.24%	14.41%	15.59%	17.09%	15.78%	17.02%	19.22%	15.76%	16.50%	16.22%	17.46%	13.55%	17.31%	17.22%	16.02%	14.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	108	5	2	3	5	2	1	2	2	5	3	3	2	4	1	2	3	4	11	2	4	1	4	2	5	4	3	2	1	1	0	2	3	3	2	2	2	0	4	1									
		0.38%	1.36%	0.30%	0.41%	0.63%	0.26%	0.15%	0.27%	0.27%	0.58%	0.39%	0.38%	0.29%	0.42%	0.15%	0.41%	0.35%	0.51%	0.75%	0.24%	0.49%	0.12%	0.50%	0.24%	0.61%	0.42%	0.54%	0.28%	0.14%	0.14%	0.00%	0.49%	0.33%	0.48%	0.27%	0.22%	0.25%	0.00%	0.50%	1.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2739	20	64	76	82	60	77	79	79	60	127	36	17	46	38	9	41	65	55	68	109	92	99	83	108	80	75	66	85	93	50	40	105	86	95	112	90	75	86	11									
		9.51%	5.43%	9.62%	10.50%	10.28%	7.70%	11.49%	10.70%	10.56%	6.98%	16.71%	4.52%	2.47%	4.88%	5.79%	1.84%	4.75%	8.37%	3.75%	8.28%	13.29%	11.03%	12.38%	10.16%	13.17%	8.47%	13.44%	9.40%	11.87%	12.97%	9.80%	9.85%	11.55%	13.67%	12.86%	12.54%	11.21%	10.76%	10.76%	17.19%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
