Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Рязанская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	495	15	10	5	5	20	8	5	10	5	5	2	5	15	2	15	10	5	10	25	5	5	5	5	5	5	7	1	25	15	5	5	15	5	9	10	31	5	25	25	10	14	5	5	10	20	16	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	388	13	6	2	5	19	7	5	10	3	5	1	2	15	0	15	1	0	8	24	5	2	2	0	1	5	3	0	25	13	5	1	11	5	6	7	26	4	25	23	7	11	5	1	9	19	15	6	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	405	3	14	2	7	6	6	4	11	10	1	1	4	6	6	29	7	3	4	71	1	3	31	3	5	6	11	5	5	2	2	2	19	17	15	7	1	3	6	6	9	7	2	5	2	21	5	2	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	107	2	4	3	0	1	1	0	0	2	0	1	3	0	2	0	9	5	2	1	0	3	3	5	4	0	4	1	0	2	0	4	4	0	3	3	5	1	0	2	3	3	0	4	1	1	1	4	6	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3189	124	68	7	30	161	24	64	76	25	47	11	48	75	19	109	57	49	39	124	35	26	51	7	11	43	61	29	92	49	41	29	92	67	76	108	147	48	190	175	29	149	27	38	24	153	64	67	59	45					
		14.68%	16.45%	16.46%	12.07%	13.16%	19.30%	8.54%	19.22%	17.55%	21.01%	12.27%	16.42%	13.68%	12.89%	15.70%	15.06%	14.29%	15.91%	16.46%	16.60%	14.64%	22.81%	16.04%	14.58%	12.94%	15.30%	16.35%	13.43%	10.79%	11.84%	15.41%	14.95%	11.50%	16.34%	14.59%	12.92%	14.53%	15.48%	15.77%	15.18%	9.63%	13.69%	15.61%	13.48%	13.79%	17.25%	14.95%	13.70%	10.75%	13.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3628	112	57	5	37	124	54	71	69	14	66	14	85	95	18	130	44	55	50	118	36	17	48	3	16	44	70	33	151	75	35	47	122	69	59	173	134	55	200	175	53	185	40	42	37	164	95	98	84	50					
		16.70%	14.85%	13.80%	8.62%	16.23%	14.87%	19.22%	21.32%	15.94%	11.76%	17.23%	20.90%	24.22%	16.32%	14.88%	17.96%	11.03%	17.86%	21.10%	15.80%	15.06%	14.91%	15.09%	6.25%	18.82%	15.66%	18.77%	15.28%	17.70%	18.12%	13.16%	24.23%	15.25%	16.83%	11.32%	20.69%	13.24%	17.74%	16.60%	15.18%	17.61%	17.00%	23.12%	14.89%	21.26%	18.49%	22.20%	20.04%	15.30%	15.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	282	4	6	0	0	14	3	4	2	2	11	1	5	10	0	10	8	4	2	6	5	1	3	0	1	4	2	4	11	5	6	2	11	1	5	15	12	9	23	16	1	13	0	5	1	9	9	5	6	5					
		1.30%	0.53%	1.45%	0.00%	0.00%	1.68%	1.07%	1.20%	0.46%	1.68%	2.87%	1.49%	1.42%	1.72%	0.00%	1.38%	2.01%	1.30%	0.84%	0.80%	2.09%	0.88%	0.94%	0.00%	1.18%	1.42%	0.54%	1.85%	1.29%	1.21%	2.26%	1.03%	1.38%	0.24%	0.96%	1.79%	1.19%	2.90%	1.91%	1.39%	0.33%	1.19%	0.00%	1.77%	0.57%	1.01%	2.10%	1.02%	1.09%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4722	189	108	20	39	196	40	59	76	27	93	12	40	74	31	146	92	60	41	178	42	22	77	8	19	89	69	61	192	99	58	46	194	77	82	238	309	58	328	265	38	210	32	46	30	208	79	78	100	47					
		21.74%	25.07%	26.15%	34.48%	17.11%	23.50%	14.23%	17.72%	17.55%	22.69%	24.28%	17.91%	11.40%	12.71%	25.62%	20.17%	23.06%	19.48%	17.30%	23.83%	17.57%	19.30%	24.21%	16.67%	22.35%	31.67%	18.50%	28.24%	22.51%	23.91%	21.80%	23.71%	24.25%	18.78%	15.74%	28.47%	30.53%	18.71%	27.22%	22.98%	12.62%	19.30%	18.50%	16.31%	17.24%	23.45%	18.46%	15.95%	18.21%	14.11%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	460	4	5	2	2	22	2	9	3	4	7	0	7	10	3	18	7	6	8	15	1	1	10	0	4	3	11	4	24	20	3	2	21	9	3	17	25	4	35	38	5	17	4	2	4	23	9	9	17	1					
		2.12%	0.53%	1.21%	3.45%	0.88%	2.64%	0.71%	2.70%	0.69%	3.36%	1.83%	0.00%	1.99%	1.72%	2.48%	2.49%	1.75%	1.95%	3.38%	2.01%	0.42%	0.88%	3.14%	0.00%	4.71%	1.07%	2.95%	1.85%	2.81%	4.83%	1.13%	1.03%	2.63%	2.20%	0.58%	2.03%	2.47%	1.29%	2.90%	3.30%	1.66%	1.56%	2.31%	0.71%	2.30%	2.59%	2.10%	1.84%	3.10%	0.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8993	300	165	23	117	294	152	118	198	45	156	27	158	307	48	297	182	129	94	290	117	45	117	29	30	96	155	83	363	151	117	67	340	176	282	268	365	131	407	460	171	491	69	145	73	311	166	218	272	178					
		41.40%	39.79%	39.95%	39.66%	51.32%	35.25%	54.09%	35.44%	45.73%	37.82%	40.73%	40.30%	45.01%	52.75%	39.67%	41.02%	45.61%	41.88%	39.66%	38.82%	48.95%	39.47%	36.79%	60.42%	35.29%	34.16%	41.55%	38.43%	42.56%	36.47%	43.98%	34.54%	42.50%	42.93%	54.13%	32.06%	36.07%	42.26%	33.78%	39.90%	56.81%	45.13%	39.88%	51.42%	41.95%	35.06%	38.79%	44.58%	49.54%	53.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	135	3	1	0	0	8	1	1	4	1	1	2	4	6	0	4	4	1	2	8	1	0	2	1	4	1	2	0	6	1	1	0	5	5	2	2	8	1	10	12	0	5	0	1	0	3	0	7	3	1					
		0.62%	0.40%	0.24%	0.00%	0.00%	0.96%	0.36%	0.30%	0.92%	0.84%	0.26%	2.99%	1.14%	1.03%	0.00%	0.55%	1.00%	0.32%	0.84%	1.07%	0.42%	0.00%	0.63%	2.08%	4.71%	0.36%	0.54%	0.00%	0.70%	0.24%	0.38%	0.00%	0.63%	1.22%	0.38%	0.24%	0.79%	0.32%	0.83%	1.04%	0.00%	0.46%	0.00%	0.35%	0.00%	0.34%	0.00%	1.43%	0.55%	0.30%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
