Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Рязанская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	430	15	10	5	5	20	5	5	10	5	5	5	10	10	5	10	10	5	5	15	5	5	5	5	5	5	10	5	20	10	5	5	15	10	5	10	20	5	20	20	5	20	5	5	5	10	5	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	187	5	4	0	3	13	4	2	6	1	0	0	7	7	0	5	1	5	2	5	0	0	1	0	0	3	0	2	11	3	3	1	11	7	4	10	9	1	13	10	1	5	0	2	2	8	4	5	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	317	9	3	0	4	6	4	2	16	1	7	1	1	2	5	0	2	2	3	16	6	2	21	2	3	8	10	6	9	6	24	1	26	12	5	10	8	9	4	5	5	7	5	0	3	12	9	6	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	243	10	6	5	2	7	1	3	4	4	5	5	3	3	5	5	9	0	3	10	5	5	4	5	5	2	10	3	9	7	2	4	4	3	1	0	11	4	7	10	4	15	5	3	3	2	1	5	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	707	14	9	4	7	45	10	20	9	5	27	2	6	8	1	19	11	12	5	22	8	4	5	1	3	13	10	6	16	6	7	16	10	7	15	26	49	6	31	23	3	33	5	6	3	33	12	26	81	7					
		3.09%	1.60%	2.09%	10.00%	2.57%	5.16%	3.22%	4.89%	1.80%	3.50%	7.05%	2.90%	2.01%	1.46%	0.76%	2.67%	2.73%	3.43%	1.90%	3.29%	3.20%	3.05%	1.83%	1.61%	4.23%	4.42%	2.53%	2.63%	1.72%	1.35%	2.29%	7.34%	1.16%	1.69%	3.09%	2.91%	4.22%	1.91%	2.30%	1.93%	1.09%	2.75%	2.48%	2.02%	1.37%	3.47%	2.60%	5.21%	15.76%	2.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	179	7	2	0	1	7	0	2	3	1	0	2	0	4	0	5	1	4	1	4	2	0	4	1	1	0	5	0	14	3	3	2	4	4	2	15	6	2	14	16	1	7	0	0	2	12	2	9	4	0					
		0.78%	0.80%	0.47%	0.00%	0.37%	0.80%	0.00%	0.49%	0.60%	0.70%	0.00%	2.90%	0.00%	0.73%	0.00%	0.70%	0.25%	1.14%	0.38%	0.60%	0.80%	0.00%	1.47%	1.61%	1.41%	0.00%	1.27%	0.00%	1.50%	0.67%	0.98%	0.92%	0.46%	0.97%	0.41%	1.68%	0.52%	0.64%	1.04%	1.34%	0.36%	0.58%	0.00%	0.00%	0.91%	1.26%	0.43%	1.80%	0.78%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	3	1	2	0	2	1	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	3	2	0	3	0	0	1	0	0	0	2	0	1	1	2					
		0.16%	0.34%	0.23%	5.00%	0.00%	0.23%	0.32%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.28%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.25%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.34%	0.17%	0.00%	0.22%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.21%	0.00%	0.20%	0.19%	0.58%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2820	109	70	9	28	123	31	49	53	28	55	4	19	33	12	72	53	30	35	102	30	10	42	6	14	45	36	38	127	52	52	37	104	40	35	119	229	44	219	149	22	127	8	27	22	125	50	31	51	14					
		12.31%	12.47%	16.28%	22.50%	10.29%	14.11%	9.97%	11.98%	10.60%	19.58%	14.36%	5.80%	6.35%	6.01%	9.16%	10.11%	13.15%	8.57%	13.31%	15.25%	12.00%	7.63%	15.38%	9.68%	19.72%	15.31%	9.11%	16.67%	13.64%	11.69%	16.99%	16.97%	12.02%	9.69%	7.22%	13.34%	19.72%	14.01%	16.28%	12.48%	7.97%	10.57%	3.96%	9.09%	10.05%	13.16%	10.82%	6.21%	9.92%	4.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	83	1	0	1	1	5	0	2	2	0	0	1	1	6	0	4	0	0	1	11	2	1	1	0	0	1	1	3	2	1	1	0	0	0	2	2	9	2	5	3	0	3	2	0	0	3	1	1	1	0					
		0.36%	0.11%	0.00%	2.50%	0.37%	0.57%	0.00%	0.49%	0.40%	0.00%	0.00%	1.45%	0.33%	1.09%	0.00%	0.56%	0.00%	0.00%	0.38%	1.64%	0.80%	0.76%	0.37%	0.00%	0.00%	0.34%	0.25%	1.32%	0.21%	0.22%	0.33%	0.00%	0.00%	0.00%	0.41%	0.22%	0.78%	0.64%	0.37%	0.25%	0.00%	0.25%	0.99%	0.00%	0.00%	0.32%	0.22%	0.20%	0.19%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	57	1	1	0	0	2	1	0	0	1	0	0	0	2	0	3	1	1	0	1	1	0	2	1	1	0	1	0	0	0	1	0	0	1	0	3	4	1	8	5	2	3	3	0	0	2	0	1	3	0					
		0.25%	0.11%	0.23%	0.00%	0.00%	0.23%	0.32%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.36%	0.00%	0.42%	0.25%	0.29%	0.00%	0.15%	0.40%	0.00%	0.73%	1.61%	1.41%	0.00%	0.25%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.24%	0.00%	0.34%	0.34%	0.32%	0.59%	0.42%	0.72%	0.25%	1.49%	0.00%	0.00%	0.21%	0.00%	0.20%	0.58%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2585	108	37	2	29	93	29	57	51	12	37	9	19	70	20	71	34	27	46	74	37	17	26	9	11	45	44	24	114	70	31	19	74	37	35	142	120	36	134	115	30	154	32	24	18	157	65	65	47	28					
		11.28%	12.36%	8.60%	5.00%	10.66%	10.67%	9.32%	13.94%	10.20%	8.39%	9.66%	13.04%	6.35%	12.75%	15.27%	9.97%	8.44%	7.71%	17.49%	11.06%	14.80%	12.98%	9.52%	14.52%	15.49%	15.31%	11.14%	10.53%	12.24%	15.73%	10.13%	8.72%	8.55%	8.96%	7.22%	15.92%	10.34%	11.46%	9.96%	9.63%	10.87%	12.82%	15.84%	8.08%	8.22%	16.53%	14.07%	13.03%	9.14%	8.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2024	100	29	9	23	103	26	34	41	12	48	9	22	65	13	35	24	19	35	59	35	15	33	1	15	36	25	18	66	31	32	18	72	33	23	108	75	32	189	122	18	90	17	10	32	60	23	25	29	35					
		8.83%	11.44%	6.74%	22.50%	8.46%	11.81%	8.36%	8.31%	8.20%	8.39%	12.53%	13.04%	7.36%	11.84%	9.92%	4.92%	5.96%	5.43%	13.31%	8.82%	14.00%	11.45%	12.09%	1.61%	21.13%	12.24%	6.33%	7.89%	7.09%	6.97%	10.46%	8.26%	8.32%	7.99%	4.74%	12.11%	6.46%	10.19%	14.05%	10.22%	6.52%	7.49%	8.42%	3.37%	14.61%	6.32%	4.98%	5.01%	5.64%	10.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	234	5	5	0	1	7	2	2	2	2	3	4	5	4	1	8	7	1	4	8	3	0	4	0	2	6	5	0	8	3	4	2	9	5	5	8	22	1	15	10	4	14	1	2	1	9	4	8	4	4					
		1.02%	0.57%	1.16%	0.00%	0.37%	0.80%	0.64%	0.49%	0.40%	1.40%	0.78%	5.80%	1.67%	0.73%	0.76%	1.12%	1.74%	0.29%	1.52%	1.20%	1.20%	0.00%	1.47%	0.00%	2.82%	2.04%	1.27%	0.00%	0.86%	0.67%	1.31%	0.92%	1.04%	1.21%	1.03%	0.90%	1.89%	0.32%	1.12%	0.84%	1.45%	1.17%	0.50%	0.67%	0.46%	0.95%	0.87%	1.60%	0.78%	1.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13698	516	268	13	173	463	209	234	320	80	206	38	220	340	79	479	266	250	124	378	125	81	149	42	22	143	255	135	562	266	170	120	572	279	350	445	611	189	699	731	196	745	130	223	138	527	286	324	279	248					
		59.77%	59.04%	62.33%	32.50%	63.60%	53.10%	67.20%	57.21%	64.00%	55.94%	53.79%	55.07%	73.58%	61.93%	60.31%	67.28%	66.00%	71.43%	47.15%	56.50%	50.00%	61.83%	54.58%	67.74%	30.99%	48.64%	64.56%	59.21%	60.37%	59.78%	55.56%	55.05%	66.13%	67.55%	72.16%	49.89%	52.63%	60.19%	51.97%	61.22%	71.01%	62.03%	64.36%	75.08%	63.01%	55.47%	61.90%	64.93%	54.28%	71.88%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	219	4	2	0	2	13	0	7	6	1	3	0	1	4	1	6	4	2	1	4	2	2	3	0	2	2	6	2	9	5	2	0	7	3	12	12	9	0	11	18	0	9	2	3	1	13	6	4	10	3					
		0.96%	0.46%	0.47%	0.00%	0.74%	1.49%	0.00%	1.71%	1.20%	0.70%	0.78%	0.00%	0.33%	0.73%	0.76%	0.84%	0.99%	0.57%	0.38%	0.60%	0.80%	1.53%	1.10%	0.00%	2.82%	0.68%	1.52%	0.88%	0.97%	1.12%	0.65%	0.00%	0.81%	0.73%	2.47%	1.35%	0.78%	0.00%	0.82%	1.51%	0.00%	0.75%	0.99%	1.01%	0.46%	1.37%	1.30%	0.80%	1.95%	0.87%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
