Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    район Выхино-Жулебино																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №3305					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2960	60	40	40	40	60	80	40	60	40	40	40	40	40	40	60	60	40	60	40	40	60	60	60	60	60	60	40	60	40	40	40	40	40	40	40	60	60	60	60	40	80	80	60	80	60	60	60	60	60	60	60	60	80	60	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2297	40	32	30	12	45	60	36	39	34	26	29	37	28	32	48	44	29	40	30	23	60	38	60	42	44	43	29	36	29	35	36	38	29	34	28	54	60	46	52	40	61	66	39	59	45	55	55	50	57	34	42	51	67	40	49	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1373	20	14	22	29	57	17	14	7	20	7	19	21	22	19	25	23	20	19	24	27	24	19	8	21	2	21	30	26	10	24	19	18	6	12	3	18	24	24	48	27	17	31	29	37	32	18	20	26	23	10	38	8	23	24	16	211					
14	Число погашенных неиспользованных открепительных удостоверений	663	20	8	10	28	15	20	4	21	6	14	11	3	12	8	12	16	11	20	10	17	0	22	0	18	16	17	11	24	11	5	4	2	11	6	12	6	0	14	8	0	19	14	21	21	15	5	5	10	3	26	18	9	13	20	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	149	2	0	2	1	1	1	0	3	2	3	4	0	1	2	1	5	3	5	2	4	4	1	3	6	1	3	1	3	1	3	1	4	1	6	2	3	1	4	1	2	7	6	3	3	6	5	4	9	4	1	0	3	2	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9759	70	183	367	106	208	202	126	184	158	209	212	211	224	159	207	71	184	194	175	223	198	228	209	134	163	197	200	103	169	132	54	115	102	129	133	102	184	211	228	152	173	191	233	227	200	188	114	213	210	156	205	153	220	131	165	164					
		11.74%	8.21%	14.18%	20.11%	9.58%	13.90%	11.50%	13.88%	13.75%	10.74%	13.62%	14.30%	13.07%	12.94%	12.16%	16.01%	4.92%	8.07%	9.51%	11.05%	16.33%	11.18%	16.88%	10.10%	11.50%	10.84%	16.42%	11.20%	5.57%	11.09%	10.27%	4.13%	8.64%	8.99%	7.57%	11.06%	7.26%	12.32%	16.34%	16.43%	8.97%	9.20%	12.17%	12.51%	13.78%	10.46%	11.99%	8.91%	17.30%	14.73%	13.14%	14.51%	13.67%	14.44%	9.02%	9.39%	14.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8276	136	108	123	107	179	183	60	138	127	113	46	82	77	84	134	167	146	110	335	189	179	187	174	131	180	159	182	249	99	116	97	120	114	138	149	165	207	213	197	9	90	158	199	114	206	183	120	166	230	191	230	139	196	113	140	92					
		9.95%	15.94%	8.37%	6.74%	9.67%	11.97%	10.42%	6.61%	10.31%	8.63%	7.36%	3.10%	5.08%	4.45%	6.42%	10.36%	11.57%	6.40%	5.39%	21.16%	13.84%	10.11%	13.84%	8.41%	11.24%	11.98%	13.25%	10.19%	13.46%	6.50%	9.03%	7.42%	9.02%	10.04%	8.09%	12.39%	11.74%	13.86%	16.50%	14.19%	0.53%	4.79%	10.07%	10.68%	6.92%	10.77%	11.68%	9.38%	13.48%	16.13%	16.09%	16.28%	12.42%	12.86%	7.78%	7.97%	8.01%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1095	18	9	23	4	22	32	14	21	15	11	20	13	14	18	29	28	7	5	4	22	35	24	2	48	36	23	8	5	36	19	19	13	17	12	31	22	23	31	23	1	10	30	26	11	13	15	34	33	21	30	20	20	32	10	19	14					
		1.32%	2.11%	0.70%	1.26%	0.36%	1.47%	1.82%	1.54%	1.57%	1.02%	0.72%	1.35%	0.81%	0.81%	1.38%	2.24%	1.94%	0.31%	0.25%	0.25%	1.61%	1.98%	1.78%	0.10%	4.12%	2.40%	1.92%	0.45%	0.27%	2.36%	1.48%	1.45%	0.98%	1.50%	0.70%	2.58%	1.57%	1.54%	2.40%	1.66%	0.06%	0.53%	1.91%	1.40%	0.67%	0.68%	0.96%	2.66%	2.68%	1.47%	2.53%	1.42%	1.79%	2.10%	0.69%	1.08%	1.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14421	225	245	272	156	388	230	125	296	242	149	288	215	272	282	332	155	215	246	135	316	299	319	223	147	202	290	138	398	195	228	141	155	159	154	156	310	221	318	335	321	333	254	329	341	332	280	234	319	308	291	218	319	462	297	302	309					
		17.34%	26.38%	18.98%	14.90%	14.09%	25.94%	13.09%	13.77%	22.12%	16.45%	9.71%	19.43%	13.32%	15.71%	21.56%	25.68%	10.73%	9.43%	12.06%	8.53%	23.13%	16.88%	23.61%	10.78%	12.62%	13.44%	24.17%	7.73%	21.51%	12.80%	17.74%	10.79%	11.65%	14.01%	9.03%	12.97%	22.06%	14.79%	24.63%	24.14%	18.94%	17.71%	16.19%	17.66%	20.70%	17.36%	17.87%	18.28%	25.91%	21.60%	24.52%	15.43%	28.51%	30.31%	20.44%	17.19%	26.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4377	137	142	145	73	177	170	7	143	15	73	80	71	139	56	128	113	3	6	79	65	70	113	12	54	72	125	2	2	18	13	21	67	11	14	12	41	32	165	217	2	14	78	167	38	28	74	20	169	248	146	55	132	148	57	80	38					
		5.26%	16.06%	10.99%	7.95%	6.59%	11.83%	9.68%	0.77%	10.69%	1.02%	4.76%	5.40%	4.40%	8.03%	4.28%	9.90%	7.83%	0.13%	0.29%	4.99%	4.76%	3.95%	8.36%	0.58%	4.64%	4.79%	10.42%	0.11%	0.11%	1.18%	1.01%	1.61%	5.03%	0.97%	0.82%	0.99%	2.92%	2.14%	12.78%	15.63%	0.12%	0.74%	4.97%	8.96%	2.31%	1.46%	4.72%	1.56%	13.73%	17.39%	12.30%	3.89%	11.80%	9.71%	3.92%	4.55%	3.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	42965	242	568	847	626	473	905	570	521	884	958	814	936	970	672	436	592	1703	1448	800	513	926	439	1444	619	815	383	1236	1086	988	758	801	824	704	1239	674	722	779	310	361	1210	1209	819	870	899	1128	807	722	296	359	330	650	321	438	808	1013	500					
		51.67%	28.37%	43.99%	46.41%	56.55%	31.62%	51.51%	62.78%	38.94%	60.10%	62.41%	54.93%	57.99%	56.04%	51.38%	33.72%	40.99%	74.66%	71.02%	50.54%	37.55%	52.29%	32.49%	69.79%	53.13%	54.22%	31.92%	69.20%	58.70%	64.83%	58.99%	61.29%	61.91%	62.03%	72.67%	56.03%	51.39%	52.14%	24.01%	26.01%	71.39%	64.31%	52.20%	46.70%	54.58%	58.99%	51.50%	56.41%	24.05%	25.18%	27.80%	46.00%	28.69%	28.74%	55.61%	57.66%	43.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	696	8	13	11	22	11	11	6	12	5	8	8	7	7	15	7	12	3	3	3	16	36	11	5	32	21	8	0	7	19	19	14	13	10	4	12	15	20	17	10	0	15	16	12	11	5	20	16	20	26	20	10	7	15	19	13	10					
		0.84%	0.94%	1.01%	0.60%	1.99%	0.74%	0.63%	0.66%	0.90%	0.34%	0.52%	0.54%	0.43%	0.40%	1.15%	0.54%	0.83%	0.13%	0.15%	0.19%	1.17%	2.03%	0.81%	0.24%	2.75%	1.40%	0.67%	0.00%	0.38%	1.25%	1.48%	1.07%	0.98%	0.88%	0.23%	0.99%	1.07%	1.34%	1.32%	0.72%	0.00%	0.80%	1.02%	0.64%	0.67%	0.26%	1.28%	1.25%	1.62%	1.82%	1.68%	0.71%	0.63%	0.98%	1.31%	0.74%	0.87%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
