Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    район Выхино-Жулебино																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №3212					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3466	66	92	54	40	77	72	63	70	73	52	120	76	65	53	55	44	56	75	39	56	45	59	80	47	44	70	46	65	29	57	62	54	48	40	36	77	79	63	93	68	70	53	49	105	57	27	61	56	85	61	110	74	29	52	88	29					
		3.99%	4.06%	8.17%	3.01%	5.38%	4.91%	5.21%	4.02%	5.05%	4.65%	4.94%	8.34%	6.13%	3.92%	3.22%	2.95%	2.51%	3.08%	3.74%	2.65%	3.77%	3.70%	4.47%	4.43%	3.57%	2.51%	5.65%	3.52%	4.07%	1.85%	3.46%	4.22%	3.61%	3.43%	2.77%	2.24%	4.44%	3.88%	3.95%	4.66%	3.88%	3.51%	3.90%	3.09%	4.98%	2.97%	1.73%	3.18%	4.42%	5.78%	4.33%	7.76%	6.61%	2.85%	2.69%	4.16%	2.54%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
