Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
"Наименование Избирательной комиссии:    Новокузнецк, Кузнецкая"																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	337	11	26	29	18	40	2	32	22	32	27	20	4	22	17	15	19	1					
		1.13%	0.59%	1.53%	1.73%	1.36%	1.95%	0.17%	1.87%	1.24%	2.45%	1.47%	0.87%	0.22%	1.15%	0.99%	0.67%	1.38%	0.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	343	3	19	76	24	26	8	18	16	14	22	37	2	27	15	9	18	9					
		1.15%	0.16%	1.12%	4.54%	1.82%	1.27%	0.68%	1.05%	0.90%	1.07%	1.20%	1.61%	0.11%	1.41%	0.87%	0.40%	1.30%	0.44%					
20	3.Политическая партия «Демократическая партия России»	43	0	1	12	3	4	1	0	2	3	1	4	1	4	0	2	2	3					
		0.14%	0.00%	0.06%	0.72%	0.23%	0.19%	0.08%	0.00%	0.11%	0.23%	0.05%	0.17%	0.05%	0.21%	0.00%	0.09%	0.14%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2044	49	155	123	107	143	8	127	98	115	172	134	135	137	114	56	94	277					
		6.85%	2.62%	9.11%	7.35%	8.11%	6.96%	0.68%	7.41%	5.52%	8.81%	9.39%	5.83%	7.39%	7.17%	6.64%	2.49%	6.81%	13.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	159	7	13	15	6	15	4	4	4	9	9	11	10	9	9	5	14	15					
		0.53%	0.37%	0.76%	0.90%	0.45%	0.73%	0.34%	0.23%	0.23%	0.69%	0.49%	0.48%	0.55%	0.47%	0.52%	0.22%	1.01%	0.73%					
23	6.Политическая партия «Партия социальной справедливости»	77	1	7	4	3	10	1	2	2	9	2	6	4	1	4	6	10	5					
		0.26%	0.05%	0.41%	0.24%	0.23%	0.49%	0.08%	0.12%	0.11%	0.69%	0.11%	0.26%	0.22%	0.05%	0.23%	0.27%	0.72%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	2217	144	156	102	185	107	111	109	185	71	130	119	20	170	206	196	109	97					
		7.43%	7.69%	9.17%	6.10%	14.02%	5.21%	9.41%	6.36%	10.42%	5.44%	7.10%	5.17%	1.09%	8.90%	11.99%	8.71%	7.90%	4.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	767	53	18	7	71	22	6	87	79	58	62	22	5	53	57	54	55	58					
		2.57%	2.83%	1.06%	0.42%	5.38%	1.07%	0.51%	5.08%	4.45%	4.44%	3.39%	0.96%	0.27%	2.77%	3.32%	2.40%	3.99%	2.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	178	3	14	11	1	26	11	5	5	6	16	15	4	10	19	10	10	12					
		0.60%	0.16%	0.82%	0.66%	0.08%	1.27%	0.93%	0.29%	0.28%	0.46%	0.87%	0.65%	0.22%	0.52%	1.11%	0.44%	0.72%	0.59%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23017	1580	1260	1250	867	1597	1019	1280	1317	968	1355	1849	1609	1445	1215	1872	1021	1513					
		77.09%	84.36%	74.07%	74.72%	65.68%	77.75%	86.43%	74.68%	74.16%	74.18%	74.00%	80.39%	88.07%	75.65%	70.76%	83.16%	73.99%	73.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	302	5	11	18	18	31	3	28	22	6	10	48	2	15	35	12	10	28					
		1.01%	0.27%	0.65%	1.08%	1.36%	1.51%	0.25%	1.63%	1.24%	0.46%	0.55%	2.09%	0.11%	0.79%	2.04%	0.53%	0.72%	1.37%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
