Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Лямбирская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №150	УИК №270	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №804									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	1	0	5	1	0	1	0	1	1	0	0	0	0	0	5	4	0	0	1	0	5	2	2	0	0	2	0	1	3	0	0	0	1	0	0	0	0									
		0.15%	0.51%	0.00%	0.46%	0.53%	0.00%	0.06%	0.00%	0.11%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.29%	0.00%	0.00%	0.25%	0.00%	0.42%	0.32%	0.13%	0.00%	0.00%	0.33%	0.00%	0.54%	0.47%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	127	1	0	9	0	0	5	0	3	2	6	0	0	2	0	17	6	0	0	2	5	9	1	3	0	0	0	0	1	5	40	0	0	2	0	8	0	0									
		0.54%	0.51%	0.00%	0.83%	0.00%	0.00%	0.32%	0.00%	0.34%	0.23%	2.80%	0.00%	0.00%	0.65%	0.00%	1.36%	0.43%	0.00%	0.00%	0.50%	0.67%	0.75%	0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.54%	0.78%	4.51%	0.00%	0.00%	1.04%	0.00%	1.81%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	80	0	0	3	0	0	2	0	3	2	0	0	0	0	0	21	12	0	1	4	1	7	4	1	0	6	2	2	0	5	0	0	0	0	0	0	4	0									
		0.34%	0.00%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.34%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.68%	0.86%	0.00%	0.20%	0.99%	0.13%	0.58%	0.65%	0.07%	0.00%	1.43%	0.33%	0.45%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21120	177	165	998	173	1136	1438	1290	781	779	183	147	286	280	120	1075	1216	288	459	366	677	1084	571	1355	730	377	531	409	176	587	812	323	645	175	269	417	560	65									
		90.54%	89.39%	93.75%	92.58%	91.05%	91.10%	91.42%	92.01%	87.56%	89.95%	85.51%	96.08%	91.96%	91.21%	90.91%	85.86%	87.23%	90.28%	90.89%	91.04%	91.24%	90.18%	92.10%	88.97%	88.06%	89.98%	88.21%	92.12%	95.14%	91.15%	91.54%	95.00%	90.97%	91.15%	97.46%	94.13%	94.28%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.25%	0.16%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.09%	0.00%	0.00%	0.06%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	686	5	7	16	6	37	57	10	36	29	6	0	14	10	10	63	58	15	23	11	20	27	6	70	17	12	15	9	2	21	8	2	22	6	4	18	14	0									
		2.94%	2.53%	3.98%	1.48%	3.16%	2.97%	3.62%	0.71%	4.04%	3.35%	2.80%	0.00%	4.50%	3.26%	7.58%	5.03%	4.16%	4.70%	4.55%	2.74%	2.70%	2.25%	0.97%	4.60%	2.05%	2.86%	2.49%	2.03%	1.08%	3.26%	0.90%	0.59%	3.10%	3.13%	1.45%	4.06%	2.36%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.07%	0.00%	0.00%	0.50%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	2	0	0	1	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.22%	0.12%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.14%	0.00%	0.00%	0.25%	0.00%	0.25%	0.16%	0.07%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	1	0	3	0	0	2	0	7	3	0	0	0	0	0	25	3	0	0	1	2	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0									
		0.24%	0.51%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.78%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.99%	0.22%	0.00%	0.00%	0.25%	0.27%	0.33%	0.16%	0.07%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	725	7	4	21	8	61	48	99	37	37	3	6	11	15	1	10	43	10	15	11	32	36	24	36	9	18	27	15	3	15	0	12	35	4	3	0	9	0									
		3.11%	3.54%	2.27%	1.95%	4.21%	4.89%	3.05%	7.06%	4.15%	4.27%	1.40%	3.92%	3.54%	4.89%	0.76%	0.80%	3.08%	3.13%	2.97%	2.74%	4.31%	2.99%	3.87%	2.36%	1.09%	4.30%	4.49%	3.38%	1.62%	2.33%	0.00%	3.53%	4.94%	2.08%	1.09%	0.00%	1.52%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	0	0	0	1	0	1	3	0	0	0	0	0	5	4	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.11%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.29%	0.00%	0.00%	0.25%	0.27%	0.08%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	335	2	0	13	2	13	9	0	12	8	4	0	0	0	0	20	40	6	7	3	3	21	4	47	73	4	9	4	2	6	6	3	7	3	0	0	4	0									
		1.44%	1.01%	0.00%	1.21%	1.05%	1.04%	0.57%	0.00%	1.35%	0.92%	1.87%	0.00%	0.00%	0.00%	0.00%	1.60%	2.87%	1.88%	1.39%	0.75%	0.40%	1.75%	0.65%	3.09%	8.81%	0.95%	1.50%	0.90%	1.08%	0.93%	0.68%	0.88%	0.99%	1.56%	0.00%	0.00%	0.67%	0.00%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
