Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Николаевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	3	1	1	1	1	4	1	0	1	4	0	0	2	0	0	1	0	0	0	1	1	2	4	0	0	1	0	1	0	0	0	0	2	0	0	0									
		0.19%	0.38%	0.19%	0.15%	0.38%	0.13%	0.91%	0.09%	0.00%	0.16%	0.71%	0.00%	0.00%	0.75%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.63%	0.55%	0.13%	0.64%	0.00%	0.00%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	3	0	1	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.38%	0.15%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.32%	0.00%	0.00%	0.71%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1532	152	111	96	44	105	73	111	28	46	85	8	5	36	34	17	9	8	22	26	16	30	106	62	19	16	44	9	1	20	22	14	24	97	7	10	19									
		9.12%	19.00%	20.83%	14.33%	16.79%	14.00%	16.63%	9.45%	10.33%	7.54%	15.18%	11.43%	6.49%	13.58%	10.09%	6.49%	11.84%	12.31%	10.05%	7.12%	10.13%	16.39%	6.80%	9.97%	1.04%	6.69%	10.48%	6.62%	0.21%	2.22%	13.10%	8.24%	7.77%	10.10%	2.56%	2.65%	8.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	4	1	0	0	3	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	1	4	1	0	0									
		0.15%	0.13%	0.75%	0.15%	0.00%	0.00%	0.68%	0.00%	0.00%	0.33%	0.36%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.16%	0.00%	0.00%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.32%	0.42%	0.37%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	1	0	4	1	2	5	0	0	2	0	0	0	1	0	0	0	0	1	2	0	2	9	1	0	0	3	0	0	0	1	0	0	3	0	0	0									
		0.23%	0.13%	0.00%	0.60%	0.38%	0.27%	1.14%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.46%	0.55%	0.00%	1.09%	0.58%	0.16%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1									
		0.07%	0.00%	0.00%	0.15%	0.00%	0.13%	0.00%	0.00%	0.00%	0.16%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	3	8	12	1	4	1	0	3	4	3	0	0	2	0	0	0	0	0	2	1	6	3	4	0	1	2	0	2	0	1	0	2	1	0	0	1									
		0.40%	0.38%	1.50%	1.79%	0.38%	0.53%	0.23%	0.00%	1.11%	0.66%	0.54%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.63%	3.28%	0.19%	0.64%	0.00%	0.42%	0.48%	0.00%	0.42%	0.00%	0.60%	0.00%	0.65%	0.10%	0.00%	0.00%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1470	80	81	104	36	69	104	84	24	50	62	0	4	27	26	21	4	4	7	42	10	17	101	76	47	28	45	6	13	90	30	13	24	72	30	38	1									
		8.75%	10.00%	15.20%	15.52%	13.74%	9.20%	23.69%	7.16%	8.86%	8.20%	11.07%	0.00%	5.19%	10.19%	7.72%	8.02%	5.26%	6.15%	3.20%	11.51%	6.33%	9.29%	6.48%	12.22%	2.58%	11.72%	10.71%	4.41%	2.73%	10.00%	17.86%	7.65%	7.77%	7.50%	10.99%	10.05%	0.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	4	1	3	0	1	2	2	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1									
		0.15%	0.50%	0.19%	0.45%	0.00%	0.13%	0.46%	0.17%	0.00%	0.49%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.16%	0.00%	0.42%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.32%	0.10%	0.00%	0.00%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	194	22	14	10	0	14	11	11	2	5	7	0	0	6	6	3	0	1	3	2	1	5	7	11	14	0	8	1	1	0	6	0	3	7	5	7	1									
		1.15%	2.75%	2.63%	1.49%	0.00%	1.87%	2.51%	0.94%	0.74%	0.82%	1.25%	0.00%	0.00%	2.26%	1.78%	1.15%	0.00%	1.54%	1.37%	0.55%	0.63%	2.73%	0.45%	1.77%	0.77%	0.00%	1.90%	0.74%	0.21%	0.00%	3.57%	0.00%	0.97%	0.73%	1.83%	1.85%	0.45%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
