Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Саяногорская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115									
		2.23%	1.78%	2.68%	2.75%	1.89%	2.43%	2.79%	1.98%	2.65%	2.63%	2.36%	1.14%	2.35%	2.62%	3.14%	2.44%	3.51%	2.43%	2.53%	1.89%	1.72%	1.79%	1.59%	1.60%	2.21%	1.31%	2.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7045	273	263	170	290	264	300	259	264	265	261	415	365	303	264	250	248	272	273	383	236	297	34	373	340	338	45									
		33.22%	32.42%	33.55%	31.14%	34.20%	33.80%	31.02%	32.09%	34.97%	34.87%	32.42%	33.85%	35.71%	31.69%	30.70%	30.56%	30.02%	36.71%	31.42%	34.50%	29.03%	33.30%	53.97%	37.41%	34.14%	34.14%	33.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	243	7	8	1	8	6	12	7	4	7	6	22	8	9	12	6	13	6	15	19	8	11	0	22	15	10	1									
		1.15%	0.83%	1.02%	0.18%	0.94%	0.77%	1.24%	0.87%	0.53%	0.92%	0.75%	1.79%	0.78%	0.94%	1.40%	0.73%	1.57%	0.81%	1.73%	1.71%	0.98%	1.23%	0.00%	2.21%	1.51%	1.01%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	3	1	0	1	0	4	1	1	5	2	1	1	0	0	1	1	2	2	4	3	3	0	1	1	2	0									
		0.19%	0.36%	0.13%	0.00%	0.12%	0.00%	0.41%	0.12%	0.13%	0.66%	0.25%	0.08%	0.10%	0.00%	0.00%	0.12%	0.12%	0.27%	0.23%	0.36%	0.37%	0.34%	0.00%	0.10%	0.10%	0.20%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4658	240	203	138	233	171	226	153	169	139	174	262	195	226	179	196	194	156	172	257	190	196	15	172	194	172	36									
		21.96%	28.50%	25.89%	25.27%	27.48%	21.90%	23.37%	18.96%	22.38%	18.29%	21.61%	21.37%	19.08%	23.64%	20.81%	23.96%	23.49%	21.05%	19.79%	23.15%	23.37%	21.97%	23.81%	17.25%	19.48%	17.37%	26.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	120	4	9	2	5	4	6	3	4	4	4	8	5	5	3	0	5	1	6	5	10	5	0	6	9	7	0									
		0.57%	0.48%	1.15%	0.37%	0.59%	0.51%	0.62%	0.37%	0.53%	0.53%	0.50%	0.65%	0.49%	0.52%	0.35%	0.00%	0.61%	0.13%	0.69%	0.45%	1.23%	0.56%	0.00%	0.60%	0.90%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	224	8	4	5	3	10	10	14	10	3	6	13	15	6	5	3	5	8	13	24	10	9	0	16	11	13	0									
		1.06%	0.95%	0.51%	0.92%	0.35%	1.28%	1.03%	1.73%	1.32%	0.39%	0.75%	1.06%	1.47%	0.63%	0.58%	0.37%	0.61%	1.08%	1.50%	2.16%	1.23%	1.01%	0.00%	1.60%	1.10%	1.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	1	1	1	3	3	2	1	1	1	2	1	1	0	4	2	4	1	0	0	2	0	2	3	1	0									
		0.17%	0.00%	0.13%	0.18%	0.12%	0.38%	0.31%	0.25%	0.13%	0.13%	0.12%	0.16%	0.10%	0.10%	0.00%	0.49%	0.24%	0.54%	0.12%	0.00%	0.00%	0.22%	0.00%	0.20%	0.30%	0.10%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	281	8	8	3	8	12	10	16	3	7	6	25	19	25	16	8	8	6	7	14	12	13	1	18	17	9	2									
		1.32%	0.95%	1.02%	0.55%	0.94%	1.54%	1.03%	1.98%	0.40%	0.92%	0.75%	2.04%	1.86%	2.62%	1.86%	0.98%	0.97%	0.81%	0.81%	1.26%	1.48%	1.46%	1.59%	1.81%	1.71%	0.91%	1.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4578	166	144	116	153	168	231	203	133	183	176	233	219	186	189	196	185	149	246	226	216	215	5	193	201	223	23									
		21.59%	19.71%	18.37%	21.25%	18.04%	21.51%	23.89%	25.15%	17.62%	24.08%	21.86%	19.00%	21.43%	19.46%	21.98%	23.96%	22.40%	20.11%	28.31%	20.36%	26.57%	24.10%	7.94%	19.36%	20.18%	22.53%	17.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	153	6	2	3	7	5	7	5	9	6	4	16	15	11	9	2	3	2	3	6	8	9	0	5	6	3	1									
		0.72%	0.71%	0.26%	0.55%	0.83%	0.64%	0.72%	0.62%	1.19%	0.79%	0.50%	1.31%	1.47%	1.15%	1.05%	0.24%	0.36%	0.27%	0.35%	0.54%	0.98%	1.01%	0.00%	0.50%	0.60%	0.30%	0.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1816	60	65	46	73	63	85	65	74	70	82	94	88	95	106	70	67	76	45	55	58	59	2	90	95	123	10									
		8.56%	7.13%	8.29%	8.42%	8.61%	8.07%	8.79%	8.05%	9.80%	9.21%	10.19%	7.67%	8.61%	9.94%	12.33%	8.56%	8.11%	10.26%	5.18%	4.95%	7.13%	6.61%	3.17%	9.03%	9.54%	12.42%	7.46%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
