Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Борская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	4	1	7	5	8	4	5	1	0	0	1	4	1	3	1	1	4	3	2	0	5	2	4	11	0	0	2	1	0	8	0	3									
		0.79%	2.38%	1.25%	0.81%	0.60%	0.71%	0.43%	0.62%	0.30%	0.00%	0.00%	0.70%	1.35%	0.78%	0.95%	0.30%	0.61%	0.77%	0.52%	0.28%	0.00%	0.85%	1.69%	1.04%	3.03%	0.00%	0.00%	0.94%	0.75%	0.00%	5.59%	0.00%	1.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	398	4	1	28	26	36	43	45	12	0	1	2	5	4	20	13	3	17	11	14	5	27	6	40	0	1	5	6	6	3	3	4	7									
		3.44%	2.38%	1.25%	3.26%	3.13%	3.22%	4.67%	5.62%	3.65%	0.00%	0.81%	1.40%	1.69%	3.13%	6.35%	3.93%	1.84%	3.26%	1.91%	1.95%	1.78%	4.57%	5.08%	10.39%	0.00%	0.58%	3.36%	2.82%	4.48%	4.17%	2.10%	2.76%	2.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	5	4	7	9	11	12	12	2	0	0	0	6	2	3	2	1	12	6	12	4	6	2	10	1	0	2	4	2	0	0	1	1									
		1.20%	2.98%	5.00%	0.81%	1.08%	0.98%	1.30%	1.50%	0.61%	0.00%	0.00%	0.00%	2.03%	1.56%	0.95%	0.60%	0.61%	2.30%	1.04%	1.67%	1.42%	1.02%	1.69%	2.60%	0.28%	0.00%	1.34%	1.88%	1.49%	0.00%	0.00%	0.69%	0.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6215	84	47	459	413	560	443	368	206	71	98	82	157	52	169	153	120	282	294	431	151	321	62	205	240	92	79	108	68	47	79	100	174									
		53.64%	50.00%	58.75%	53.37%	49.64%	50.04%	48.15%	45.94%	62.61%	61.21%	79.67%	57.34%	53.04%	40.63%	53.65%	46.22%	73.62%	54.13%	51.13%	60.11%	53.74%	54.31%	52.54%	53.25%	66.12%	53.49%	53.02%	50.70%	50.75%	65.28%	55.24%	68.97%	61.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	1	2	4	1	6	2	3	2	2	0	1	0	1	3	2	0	1	5	3	1	1	2	0	1	0	0	2	1	0	0	0	0									
		0.41%	0.60%	2.50%	0.47%	0.12%	0.54%	0.22%	0.37%	0.61%	1.72%	0.00%	0.70%	0.00%	0.78%	0.95%	0.60%	0.00%	0.19%	0.87%	0.42%	0.36%	0.17%	1.69%	0.00%	0.28%	0.00%	0.00%	0.94%	0.75%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	466	4	0	22	15	26	25	35	4	5	2	10	17	3	7	7	1	15	118	29	7	25	7	18	30	5	4	5	9	0	1	1	9									
		4.02%	2.38%	0.00%	2.56%	1.80%	2.32%	2.72%	4.37%	1.22%	4.31%	1.63%	6.99%	5.74%	2.34%	2.22%	2.11%	0.61%	2.88%	20.52%	4.04%	2.49%	4.23%	5.93%	4.68%	8.26%	2.91%	2.68%	2.35%	6.72%	0.00%	0.70%	0.69%	3.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1603	19	6	131	112	144	142	105	34	16	6	14	49	35	52	52	12	66	38	118	47	94	18	77	44	34	17	35	14	11	22	7	32									
		13.84%	11.31%	7.50%	15.23%	13.46%	12.87%	15.43%	13.11%	10.33%	13.79%	4.88%	9.79%	16.55%	27.34%	16.51%	15.71%	7.36%	12.67%	6.61%	16.46%	16.73%	15.91%	15.25%	20.00%	12.12%	19.77%	11.41%	16.43%	10.45%	15.28%	15.38%	4.83%	11.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	0	0	2	5	3	4	2	2	0	1	0	2	2	0	0	1	0	1	2	1	7	0	2	0	2	0	0	1	0	0	0	2									
		0.36%	0.00%	0.00%	0.23%	0.60%	0.27%	0.43%	0.25%	0.61%	0.00%	0.81%	0.00%	0.68%	1.56%	0.00%	0.00%	0.61%	0.00%	0.17%	0.28%	0.36%	1.18%	0.00%	0.52%	0.00%	1.16%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	0	1	6	8	8	8	8	2	0	1	0	0	1	1	2	1	2	0	3	2	1	0	0	0	1	1	1	0	1	0	0	5									
		0.55%	0.00%	1.25%	0.70%	0.96%	0.71%	0.87%	0.99%	0.61%	0.00%	0.81%	0.00%	0.00%	0.78%	0.32%	0.60%	0.61%	0.38%	0.00%	0.42%	0.71%	0.17%	0.00%	0.00%	0.00%	0.58%	0.67%	0.47%	0.00%	1.39%	0.00%	0.00%	1.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	1	2	0	11	1	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.21%	0.00%	1.25%	0.23%	0.00%	0.98%	0.11%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	0	1	6	9	10	6	4	0	1	1	0	2	2	2	2	1	4	2	3	0	2	1	4	0	1	1	7	1	0	1	0	0									
		0.64%	0.00%	1.25%	0.70%	1.08%	0.89%	0.65%	0.50%	0.00%	0.86%	0.81%	0.00%	0.68%	1.56%	0.63%	0.60%	0.61%	0.77%	0.35%	0.42%	0.00%	0.34%	0.85%	1.04%	0.00%	0.58%	0.67%	3.29%	0.75%	0.00%	0.70%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1884	34	13	151	177	278	185	166	51	14	10	27	45	17	44	74	20	100	51	83	43	70	10	0	28	22	27	25	24	7	22	28	38									
		16.26%	20.24%	16.25%	17.56%	21.27%	24.84%	20.11%	20.72%	15.50%	12.07%	8.13%	18.88%	15.20%	13.28%	13.97%	22.36%	12.27%	19.19%	8.87%	11.58%	15.30%	11.84%	8.47%	0.00%	7.71%	12.79%	18.12%	11.74%	17.91%	9.72%	15.38%	19.31%	13.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	1	0	1	3	2	1	0	0	2	0	0	1	0	2	0	0	1	6	1	0	2	0	0	0	3	0	2	0	0	1	1	0									
		0.26%	0.60%	0.00%	0.12%	0.36%	0.18%	0.11%	0.00%	0.00%	1.72%	0.00%	0.00%	0.34%	0.00%	0.63%	0.00%	0.00%	0.19%	1.04%	0.14%	0.00%	0.34%	0.00%	0.00%	0.00%	1.74%	0.00%	0.94%	0.00%	0.00%	0.70%	0.69%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	238	4	2	18	27	16	24	26	4	1	2	2	1	3	7	9	2	4	12	16	9	13	0	9	0	4	8	2	3	2	2	3	3									
		2.05%	2.38%	2.50%	2.09%	3.25%	1.43%	2.61%	3.25%	1.22%	0.86%	1.63%	1.40%	0.34%	2.34%	2.22%	2.72%	1.23%	0.77%	2.09%	2.23%	3.20%	2.20%	0.00%	2.34%	0.00%	2.33%	5.37%	0.94%	2.24%	2.78%	1.40%	2.07%	1.06%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
