Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Яковлевская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	69	15	2	3	4	0	0	0	3	1	0	0	0	0	0	5	3	0	1	3	8	6	0	14	1									
		1.41%	2.05%	0.87%	1.12%	1.63%	0.00%	0.00%	0.00%	2.19%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	1.14%	0.00%	0.32%	2.07%	1.12%	5.77%	0.00%	3.02%	1.01%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	233	46	13	13	6	0	5	6	12	1	2	5	7	0	3	23	7	6	13	9	31	4	5	14	2									
		4.76%	6.29%	5.65%	4.87%	2.45%	0.00%	3.36%	5.31%	8.76%	1.92%	3.39%	3.60%	14.89%	0.00%	10.34%	6.67%	2.65%	6.59%	4.13%	6.21%	4.35%	3.85%	6.10%	3.02%	2.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	245	40	8	10	4	3	12	1	7	0	5	10	2	2	0	25	10	7	21	6	42	7	4	13	6									
		5.00%	5.47%	3.48%	3.75%	1.63%	8.11%	8.05%	0.88%	5.11%	0.00%	8.47%	7.19%	4.26%	4.88%	0.00%	7.25%	3.79%	7.69%	6.67%	4.14%	5.89%	6.73%	4.88%	2.80%	6.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1902	267	86	110	96	29	70	43	59	20	21	62	13	21	11	109	109	33	110	56	249	37	35	204	52									
		38.83%	36.53%	37.39%	41.20%	39.18%	78.38%	46.98%	38.05%	43.07%	38.46%	35.59%	44.60%	27.66%	51.22%	37.93%	31.59%	41.29%	36.26%	34.92%	38.62%	34.92%	35.58%	42.68%	43.97%	52.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	6	1	3	3	0	0	0	2	0	1	1	1	0	0	1	3	0	3	3	6	1	0	7	2									
		0.90%	0.82%	0.43%	1.12%	1.22%	0.00%	0.00%	0.00%	1.46%	0.00%	1.69%	0.72%	2.13%	0.00%	0.00%	0.29%	1.14%	0.00%	0.95%	2.07%	0.84%	0.96%	0.00%	1.51%	2.02%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	2	0	0	3	0									
		0.35%	0.27%	0.43%	0.37%	0.00%	0.00%	0.67%	0.00%	0.00%	1.92%	0.00%	0.00%	2.13%	2.44%	0.00%	0.29%	0.00%	0.00%	0.95%	0.00%	0.28%	0.00%	0.00%	0.65%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1070	123	52	59	68	4	22	32	17	11	12	19	8	8	3	66	58	20	83	26	191	29	23	110	26									
		21.85%	16.83%	22.61%	22.10%	27.76%	10.81%	14.77%	28.32%	12.41%	21.15%	20.34%	13.67%	17.02%	19.51%	10.34%	19.13%	21.97%	21.98%	26.35%	17.93%	26.79%	27.88%	28.05%	23.71%	26.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	1	8	0									
		0.41%	0.27%	0.00%	0.37%	0.82%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.63%	0.00%	0.14%	0.00%	1.22%	1.72%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	9	0	1	6	0	0	0	2	0	0	0	0	0	1	1	0	2	3	1	6	1	0	3	0									
		0.73%	1.23%	0.00%	0.37%	2.45%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.29%	0.00%	2.20%	0.95%	0.69%	0.84%	0.96%	0.00%	0.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	4	1									
		0.24%	0.00%	1.30%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.14%	0.96%	0.00%	0.86%	1.01%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	11	3	4	5	0	1	0	1	0	0	2	0	0	1	3	1	0	1	1	5	1	2	9	0									
		1.04%	1.50%	1.30%	1.50%	2.04%	0.00%	0.67%	0.00%	0.73%	0.00%	0.00%	1.44%	0.00%	0.00%	3.45%	0.87%	0.38%	0.00%	0.32%	0.69%	0.70%	0.96%	2.44%	1.94%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	858	145	46	44	29	1	29	26	25	13	18	34	12	5	7	75	52	19	60	33	116	16	9	37	7									
		17.52%	19.84%	20.00%	16.48%	11.84%	2.70%	19.46%	23.01%	18.25%	25.00%	30.51%	24.46%	25.53%	12.20%	24.14%	21.74%	19.70%	20.88%	19.05%	22.76%	16.27%	15.38%	10.98%	7.97%	7.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	9	1	0	2	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	3	0	0	4	0									
		0.59%	1.23%	0.43%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	2.65%	0.00%	0.32%	0.00%	0.42%	0.00%	0.00%	0.86%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	163	30	8	10	11	0	1	4	0	3	0	3	2	0	2	15	6	3	9	4	24	1	3	24	0									
		3.33%	4.10%	3.48%	3.75%	4.49%	0.00%	0.67%	3.54%	0.00%	5.77%	0.00%	2.16%	4.26%	0.00%	6.90%	4.35%	2.27%	3.30%	2.86%	2.76%	3.37%	0.96%	3.66%	5.17%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
