Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
"Наименование Избирательной комиссии:    Чита, Ингодинская"																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	920	50	60	50	30	30	40	40	40	40	40	40	40	30	30	40	30	40	30	40	40	40	20	10	30	10	0	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	11	14	21	13	7	26	12	20	12	13	27	9	14	8	19	20	13	13	14	17	16	11	0	12	3	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	339	14	5	7	3	0	10	10	19	11	9	23	22	15	12	26	23	10	11	12	6	14	8	1	7	11	45	5									
14	Число погашенных неиспользованных открепительных удостоверений	573	39	46	29	17	23	14	28	20	28	27	13	31	16	22	21	10	27	17	26	23	24	9	10	18	7	0	28									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	1	4	2	2	0	3	0	1	2	1	2	3	5	2	1	3	6	1	3	4	7	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	302	14	26	18	9	5	19	17	23	11	7	11	10	7	7	19	14	11	11	8	13	12	4	4	9	1	10	2									
		1.51%	1.04%	1.52%	1.30%	1.13%	1.45%	1.62%	1.90%	2.93%	1.38%	1.57%	1.35%	1.30%	0.92%	1.81%	2.24%	1.29%	2.06%	2.25%	1.21%	1.52%	1.23%	0.81%	3.05%	1.02%	0.72%	2.42%	2.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	648	35	41	43	22	14	45	40	24	17	15	26	31	37	14	30	33	16	25	18	21	37	12	3	32	2	12	3									
		3.24%	2.61%	2.40%	3.10%	2.76%	4.07%	3.83%	4.47%	3.05%	2.14%	3.36%	3.20%	4.04%	4.86%	3.63%	3.53%	3.04%	2.99%	5.12%	2.72%	2.46%	3.78%	2.43%	2.29%	3.62%	1.45%	2.90%	3.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	445	18	19	17	20	6	20	16	21	25	10	25	21	11	17	27	35	14	12	22	22	21	9	4	17	5	9	2									
		2.22%	1.34%	1.11%	1.23%	2.51%	1.74%	1.70%	1.79%	2.67%	3.14%	2.24%	3.08%	2.73%	1.44%	4.40%	3.18%	3.23%	2.62%	2.46%	3.32%	2.58%	2.15%	1.83%	3.05%	1.92%	3.62%	2.17%	2.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7061	740	961	746	218	86	328	244	208	250	158	251	216	295	117	246	311	163	133	203	262	259	132	48	262	42	159	23									
		35.29%	55.18%	56.23%	53.79%	27.39%	25.00%	27.91%	27.29%	26.46%	31.45%	35.35%	30.91%	28.13%	38.71%	30.31%	28.98%	28.66%	30.52%	27.25%	30.66%	30.72%	26.46%	26.77%	36.64%	29.64%	30.43%	38.41%	23.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	281	7	17	15	12	2	16	6	12	13	7	17	17	11	14	12	27	5	5	9	15	14	5	3	8	3	7	2									
		1.40%	0.52%	0.99%	1.08%	1.51%	0.58%	1.36%	0.67%	1.53%	1.64%	1.57%	2.09%	2.21%	1.44%	3.63%	1.41%	2.49%	0.94%	1.02%	1.36%	1.76%	1.43%	1.01%	2.29%	0.90%	2.17%	1.69%	2.06%									
24	"6. Политическая партия ""Гражданская Платформа"""	82	3	11	6	2	0	4	3	4	1	0	1	1	5	0	2	6	3	2	5	1	5	5	0	6	1	5	0									
		0.41%	0.22%	0.64%	0.43%	0.25%	0.00%	0.34%	0.34%	0.51%	0.13%	0.00%	0.12%	0.13%	0.66%	0.00%	0.24%	0.55%	0.56%	0.41%	0.76%	0.12%	0.51%	1.01%	0.00%	0.68%	0.72%	1.21%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5216	322	431	301	282	124	328	238	188	164	130	176	169	180	91	181	222	167	148	169	217	263	147	44	314	53	128	39									
		26.07%	24.01%	25.22%	21.70%	35.43%	36.05%	27.91%	26.62%	23.92%	20.63%	29.08%	21.67%	22.01%	23.62%	23.58%	21.32%	20.46%	31.27%	30.33%	25.53%	25.44%	26.86%	29.82%	33.59%	35.52%	38.41%	30.92%	40.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	159	6	8	11	3	2	8	8	6	6	4	3	6	4	10	15	15	3	2	6	12	8	6	0	5	0	2	0									
		0.79%	0.45%	0.47%	0.79%	0.38%	0.58%	0.68%	0.89%	0.76%	0.75%	0.89%	0.37%	0.78%	0.52%	2.59%	1.77%	1.38%	0.56%	0.41%	0.91%	1.41%	0.82%	1.22%	0.00%	0.57%	0.00%	0.48%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	216	4	9	10	5	5	16	11	3	16	0	8	8	8	4	21	24	4	3	9	15	17	4	0	5	2	1	4									
		1.08%	0.30%	0.53%	0.72%	0.63%	1.45%	1.36%	1.23%	0.38%	2.01%	0.00%	0.99%	1.04%	1.05%	1.04%	2.47%	2.21%	0.75%	0.61%	1.36%	1.76%	1.74%	0.81%	0.00%	0.57%	1.45%	0.24%	4.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	2	7	2	1	0	2	1	0	0	1	1	3	2	0	0	1	0	1	1	3	2	0	1	3	0	1	0									
		0.17%	0.15%	0.41%	0.14%	0.13%	0.00%	0.17%	0.11%	0.00%	0.00%	0.22%	0.12%	0.39%	0.26%	0.00%	0.00%	0.09%	0.00%	0.20%	0.15%	0.35%	0.20%	0.00%	0.76%	0.34%	0.00%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	239	10	6	15	6	0	16	9	15	16	9	11	16	10	4	9	29	3	3	11	16	5	4	0	10	1	2	3									
		1.19%	0.75%	0.35%	1.08%	0.75%	0.00%	1.36%	1.01%	1.91%	2.01%	2.01%	1.35%	2.08%	1.31%	1.04%	1.06%	2.67%	0.56%	0.61%	1.66%	1.88%	0.51%	0.81%	0.00%	1.13%	0.72%	0.48%	3.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3356	99	85	102	149	70	242	172	174	193	66	186	182	122	85	217	240	80	95	138	148	206	114	10	137	11	20	13									
		16.77%	7.38%	4.97%	7.35%	18.72%	20.35%	20.60%	19.24%	22.14%	24.28%	14.77%	22.91%	23.70%	16.01%	22.02%	25.56%	22.12%	14.98%	19.47%	20.85%	17.35%	21.04%	23.12%	7.63%	15.50%	7.97%	4.83%	13.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	237	7	12	25	11	5	12	12	8	11	11	12	5	10	1	9	12	7	7	5	18	17	4	2	10	1	2	1									
		1.18%	0.52%	0.70%	1.80%	1.38%	1.45%	1.02%	1.34%	1.02%	1.38%	2.46%	1.48%	0.65%	1.31%	0.26%	1.06%	1.11%	1.31%	1.43%	0.76%	2.11%	1.74%	0.81%	1.53%	1.13%	0.72%	0.48%	1.03%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1211	41	32	39	37	18	102	97	72	58	20	62	70	44	12	49	91	32	26	43	70	92	33	8	37	10	12	4									
		6.05%	3.06%	1.87%	2.81%	4.65%	5.23%	8.68%	10.85%	9.16%	7.30%	4.47%	7.64%	9.11%	5.77%	3.11%	5.77%	8.39%	5.99%	5.33%	6.50%	8.21%	9.40%	6.69%	6.11%	4.19%	7.25%	2.90%	4.12%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
