Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Волховская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120					
		1.31%	1.34%	1.58%	1.74%	0.88%	1.38%	1.67%	1.58%	1.03%	1.47%	3.48%	1.15%	0.76%	0.88%	0.89%	0.50%	2.18%	1.93%	1.67%	1.03%	1.02%	1.00%	0.98%	1.91%	1.82%	1.09%	1.92%	0.80%	1.12%	1.32%	0.36%	0.00%	0.98%	1.89%	2.22%	0.67%	1.16%	2.18%	1.31%	0.88%	0.49%	0.74%	0.93%	2.10%	0.98%	1.84%	0.80%	0.00%	2.06%	1.62%	0.00%	0.41%	1.74%	0.97%	1.01%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6006	157	165	99	185	211	189	191	175	212	53	17	196	199	91	114	148	147	156	192	199	105	156	205	208	129	98	36	104	93	48	9	20	78	22	117	32	99	123	72	92	69	114	51	112	120	135	105	131	118	7	40	8	24	30					
		16.26%	19.19%	14.46%	14.37%	16.26%	17.13%	15.82%	15.88%	16.46%	15.54%	10.86%	9.77%	14.98%	15.87%	11.61%	14.30%	13.47%	15.79%	13.74%	14.16%	14.46%	21.04%	19.12%	18.67%	19.96%	28.04%	26.85%	28.80%	29.05%	24.60%	17.52%	11.25%	19.61%	13.40%	16.30%	13.10%	18.50%	18.00%	17.96%	15.82%	22.33%	12.73%	15.12%	15.32%	15.75%	15.75%	15.39%	17.50%	20.76%	19.12%	17.07%	16.60%	2.79%	11.65%	10.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1112	12	45	21	39	31	35	39	27	36	12	3	51	41	35	28	48	28	29	50	54	21	36	49	38	3	10	3	8	5	4	1	0	8	5	20	3	10	10	4	5	9	27	18	16	18	34	16	20	19	1	9	8	3	7					
		3.01%	1.47%	3.94%	3.05%	3.43%	2.52%	2.93%	3.24%	2.54%	2.64%	2.46%	1.72%	3.90%	3.27%	4.46%	3.51%	4.37%	3.01%	2.56%	3.69%	3.92%	4.21%	4.41%	4.46%	3.65%	0.65%	2.74%	2.40%	2.23%	1.32%	1.46%	1.25%	0.00%	1.37%	3.70%	2.24%	1.73%	1.82%	1.46%	0.88%	1.21%	1.66%	3.58%	5.41%	2.25%	2.36%	3.88%	2.67%	3.17%	3.08%	2.44%	3.73%	2.79%	1.46%	2.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12777	342	462	249	342	405	387	438	335	477	198	76	449	429	288	307	411	352	425	475	464	129	222	291	227	134	105	32	101	104	111	22	57	213	40	378	84	189	274	210	143	211	247	110	239	245	299	193	194	197	13	90	171	64	127					
		34.60%	41.81%	40.49%	36.14%	30.05%	32.87%	32.38%	36.41%	31.51%	34.97%	40.57%	43.68%	34.33%	34.21%	36.73%	38.52%	37.40%	37.81%	37.44%	35.03%	33.72%	25.85%	27.21%	26.50%	21.79%	29.13%	28.77%	25.60%	28.21%	27.51%	40.51%	27.50%	55.88%	36.60%	29.63%	42.33%	48.55%	34.36%	40.00%	46.15%	34.71%	38.93%	32.76%	33.03%	33.61%	32.15%	34.09%	32.17%	30.74%	31.93%	31.71%	37.34%	59.58%	31.07%	42.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	207	3	5	6	7	7	8	7	4	6	5	1	7	7	0	5	8	8	5	9	5	4	7	8	7	5	1	2	3	1	1	3	0	4	0	4	0	4	1	2	1	2	3	0	5	10	5	0	1	4	0	1	4	0	1					
		0.56%	0.37%	0.44%	0.87%	0.62%	0.57%	0.67%	0.58%	0.38%	0.44%	1.02%	0.57%	0.54%	0.56%	0.00%	0.63%	0.73%	0.86%	0.44%	0.66%	0.36%	0.80%	0.86%	0.73%	0.67%	1.09%	0.27%	1.60%	0.84%	0.26%	0.36%	3.75%	0.00%	0.69%	0.00%	0.45%	0.00%	0.73%	0.15%	0.44%	0.24%	0.37%	0.40%	0.00%	0.70%	1.31%	0.57%	0.00%	0.16%	0.65%	0.00%	0.41%	1.39%	0.00%	0.34%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
