Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Волховская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130					
19	2.Всероссийская политическая партия «Гражданская Сила»	375	4	13	3	11	14	14	20	11	15	2	2	12	18	10	6	10	17	5	16	12	1	6	10	19	17	2	0	0	4	0	0	1	7	4	2	10	1	3	1	5	2	5	9	0	11	5	10	3	11	2	1	0	3	4	1	0	0					
		0.90%	0.46%	0.97%	0.39%	0.91%	1.07%	1.14%	1.46%	0.98%	1.03%	0.39%	1.01%	0.85%	1.24%	1.06%	0.68%	0.81%	1.60%	0.37%	1.02%	0.80%	1.06%	1.10%	1.07%	1.52%	1.38%	0.52%	0.00%	0.00%	0.75%	0.00%	0.00%	0.74%	1.84%	0.50%	1.48%	0.88%	0.39%	0.46%	0.12%	0.86%	0.40%	0.79%	1.13%	0.00%	1.48%	0.61%	1.28%	0.47%	1.34%	0.44%	0.52%	0.00%	1.23%	1.40%	0.39%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	20	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	2	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0					
		0.05%	0.11%	0.00%	0.13%	0.00%	0.08%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.07%	0.06%	0.00%	0.00%	0.18%	0.21%	0.08%	0.00%	0.26%	0.00%	0.70%	0.00%	0.00%	0.28%	0.00%	0.26%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.44%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3426	90	91	27	95	132	87	113	80	112	20	8	115	135	73	66	99	95	102	131	110	1	55	79	145	137	52	37	13	63	4	27	8	56	36	8	55	14	38	44	30	77	42	83	22	66	71	77	69	81	43	11	7	25	7	17	27	18					
		8.18%	10.29%	6.78%	3.48%	7.87%	10.10%	7.11%	8.27%	7.15%	7.66%	3.93%	4.04%	8.19%	9.28%	7.76%	7.48%	8.01%	8.95%	7.58%	8.39%	7.29%	1.06%	10.05%	8.46%	11.59%	11.11%	13.40%	8.56%	9.15%	11.75%	3.51%	7.61%	5.93%	14.74%	4.47%	5.93%	4.87%	5.49%	5.85%	5.46%	5.15%	15.37%	6.61%	10.39%	6.98%	8.86%	8.61%	9.82%	10.70%	9.84%	9.51%	5.73%	10.14%	10.25%	2.46%	6.59%	10.23%	5.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	400	7	12	11	9	8	13	5	7	12	3	0	7	14	6	9	14	11	12	15	16	0	7	18	26	15	0	2	1	7	0	3	0	4	1	3	6	0	9	5	4	1	1	12	4	11	15	12	11	8	2	5	0	2	6	1	2	5					
		0.96%	0.80%	0.89%	1.42%	0.75%	0.61%	1.06%	0.37%	0.63%	0.82%	0.59%	0.00%	0.50%	0.96%	0.64%	1.02%	1.13%	1.04%	0.89%	0.96%	1.06%	0.00%	1.28%	1.93%	2.08%	1.22%	0.00%	0.46%	0.70%	1.31%	0.00%	0.85%	0.00%	1.05%	0.12%	2.22%	0.53%	0.00%	1.38%	0.62%	0.69%	0.20%	0.16%	1.50%	1.27%	1.48%	1.82%	1.53%	1.71%	0.97%	0.44%	2.60%	0.00%	0.82%	2.11%	0.39%	0.76%	1.39%					
23	6.Политическая партия «Партия социальной справедливости»	69	4	2	1	1	3	3	1	0	3	2	1	3	2	0	1	0	0	4	6	2	0	0	4	1	1	3	1	0	1	0	3	0	0	1	0	3	0	0	1	0	0	1	0	0	2	2	2	0	1	1	0	0	0	0	1	0	1					
		0.16%	0.46%	0.15%	0.13%	0.08%	0.23%	0.25%	0.07%	0.00%	0.21%	0.39%	0.51%	0.21%	0.14%	0.00%	0.11%	0.00%	0.00%	0.30%	0.38%	0.13%	0.00%	0.00%	0.43%	0.08%	0.08%	0.77%	0.23%	0.00%	0.19%	0.00%	0.85%	0.00%	0.00%	0.12%	0.00%	0.27%	0.00%	0.00%	0.12%	0.00%	0.00%	0.16%	0.00%	0.00%	0.27%	0.24%	0.26%	0.00%	0.12%	0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.28%					
24	7.Политическая партия «Либерально-демократическая партия России»	3613	61	101	41	109	106	119	131	115	136	36	18	112	104	81	70	86	75	126	113	125	9	52	100	124	132	40	37	12	59	10	41	6	36	82	13	74	10	59	53	39	92	65	64	26	49	69	60	57	69	55	20	7	13	24	22	32	36					
		8.63%	6.97%	7.52%	5.29%	9.03%	8.11%	9.72%	9.58%	10.28%	9.30%	7.07%	9.09%	7.98%	7.15%	8.61%	7.94%	6.96%	7.07%	9.36%	7.23%	8.29%	9.57%	9.51%	10.71%	9.91%	10.71%	10.31%	8.56%	8.45%	11.01%	8.77%	11.55%	4.44%	9.47%	10.19%	9.63%	6.55%	3.92%	9.08%	6.58%	6.69%	18.36%	10.24%	8.01%	8.25%	6.58%	8.36%	7.65%	8.84%	8.38%	12.17%	10.42%	10.14%	5.33%	8.42%	8.53%	12.12%	10.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5692	138	197	82	149	207	172	169	156	219	44	19	175	198	171	110	173	125	199	222	208	15	93	143	188	194	42	53	24	77	30	27	16	52	74	18	143	20	81	62	71	55	57	126	28	123	150	110	91	123	62	32	8	30	9	59	32	41					
		13.59%	15.77%	14.67%	10.58%	12.34%	15.84%	14.05%	12.36%	13.94%	14.98%	8.64%	9.60%	12.46%	13.62%	18.17%	12.47%	13.99%	11.78%	14.78%	14.21%	13.79%	15.96%	17.00%	15.31%	15.03%	15.73%	10.82%	12.27%	16.90%	14.37%	26.32%	7.61%	11.85%	13.68%	9.19%	13.33%	12.65%	7.84%	12.46%	7.69%	12.18%	10.98%	8.98%	15.77%	8.89%	16.51%	18.18%	14.03%	14.11%	14.95%	13.72%	16.67%	11.59%	12.30%	3.16%	22.87%	12.12%	11.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	319	4	10	5	8	9	10	10	10	11	4	0	12	13	7	10	8	10	14	13	12	0	3	7	7	4	2	6	2	6	1	2	0	1	5	0	16	3	4	5	3	1	2	3	5	3	6	8	3	6	1	3	2	4	6	2	5	2					
		0.76%	0.46%	0.74%	0.65%	0.66%	0.69%	0.82%	0.73%	0.89%	0.75%	0.79%	0.00%	0.85%	0.89%	0.74%	1.13%	0.65%	0.94%	1.04%	0.83%	0.80%	0.00%	0.55%	0.75%	0.56%	0.32%	0.52%	1.39%	1.41%	1.12%	0.88%	0.56%	0.00%	0.26%	0.62%	0.00%	1.42%	1.18%	0.62%	0.62%	0.51%	0.20%	0.31%	0.38%	1.59%	0.40%	0.73%	1.02%	0.47%	0.73%	0.22%	1.56%	2.90%	1.64%	2.11%	0.78%	1.89%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26369	536	863	579	775	780	756	867	696	916	382	148	901	910	546	581	807	676	843	977	967	66	318	537	695	696	231	279	84	302	66	243	100	213	562	88	776	193	414	589	412	262	444	467	221	455	476	479	387	493	254	113	41	157	198	148	155	249					
		62.96%	61.26%	64.26%	74.71%	64.21%	59.68%	61.76%	63.42%	62.20%	62.65%	75.05%	74.75%	64.17%	62.59%	58.02%	65.87%	65.29%	63.71%	62.63%	62.55%	64.12%	70.21%	58.14%	57.49%	55.56%	56.45%	59.54%	64.58%	59.15%	56.34%	57.89%	68.45%	74.07%	56.05%	69.81%	65.19%	68.67%	75.69%	63.69%	73.08%	70.67%	52.30%	69.92%	58.45%	70.16%	61.07%	57.70%	61.10%	60.00%	59.90%	56.19%	58.85%	59.42%	64.34%	69.47%	57.36%	58.71%	69.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	344	6	6	3	9	13	15	7	7	12	3	0	25	19	7	7	13	13	8	19	11	1	3	9	12	5	6	1	2	4	0	0	1	2	11	2	12	2	4	5	1	1	0	6	3	4	3	9	4	7	9	0	2	3	3	1	2	1					
		0.82%	0.69%	0.45%	0.39%	0.75%	0.99%	1.23%	0.51%	0.63%	0.82%	0.59%	0.00%	1.78%	1.31%	0.74%	0.79%	1.05%	1.23%	0.59%	1.22%	0.73%	1.06%	0.55%	0.96%	0.96%	0.41%	1.55%	0.23%	1.41%	0.75%	0.00%	0.00%	0.74%	0.53%	1.37%	1.48%	1.06%	0.78%	0.62%	0.62%	0.17%	0.20%	0.00%	0.75%	0.95%	0.54%	0.36%	1.15%	0.62%	0.85%	1.99%	0.00%	2.90%	1.23%	1.05%	0.39%	0.76%	0.28%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
