Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																												
Дата голосования: 02.12.2007																																																																												
																																																																												
Наименование Избирательной комиссии:    Валуйская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388					
		0.29%	0.00%	0.27%	0.49%	0.72%	0.40%	0.00%	0.57%	0.43%	0.15%	0.48%	0.95%	0.70%	0.49%	0.13%	0.40%	0.39%	0.17%	0.00%	0.42%	0.27%	0.00%	0.38%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.19%	0.23%	0.00%	0.00%	0.30%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.42%	0.51%	0.00%	0.30%	0.00%	0.00%	0.29%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.33%	0.66%	0.30%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.17%	0.43%	0.00%	0.29%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	0	1	0	3	3	1	1	0	1	1	1	0	0	1	1	3	1	2	1	3	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0					
		0.09%	0.00%	0.07%	0.00%	0.24%	0.17%	0.36%	0.09%	0.00%	0.15%	0.12%	0.11%	0.00%	0.00%	0.04%	0.06%	0.19%	0.09%	0.22%	0.08%	0.27%	0.00%	0.13%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.10%	0.00%	0.00%	0.30%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4970	17	212	111	222	277	20	169	211	83	120	148	115	205	282	245	178	132	91	134	143	48	56	23	5	35	41	28	34	15	54	130	22	25	70	17	19	7	36	10	42	27	59	28	29	15	62	107	4	29	35	7	24	136	44	12	34	3	19	47	6	46	37	154	48	20	40	9	24	33					
		12.21%	5.56%	14.09%	13.60%	17.79%	15.88%	7.22%	15.97%	18.10%	12.61%	14.25%	15.68%	13.48%	14.46%	12.27%	14.05%	11.48%	11.37%	10.00%	11.14%	13.00%	14.72%	7.00%	10.09%	2.44%	16.51%	9.26%	11.97%	8.19%	8.47%	10.34%	15.12%	8.46%	8.47%	10.46%	14.05%	12.50%	14.00%	24.00%	7.25%	13.77%	11.39%	9.93%	12.02%	8.71%	9.93%	8.31%	10.25%	7.41%	6.79%	5.29%	12.73%	9.60%	13.92%	14.57%	7.89%	10.27%	3.41%	19.39%	13.24%	3.90%	9.83%	13.96%	8.91%	10.28%	8.33%	11.66%	6.25%	9.13%	20.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	125	1	6	4	7	9	1	3	6	5	8	2	0	6	4	10	10	1	0	1	3	2	1	0	1	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	3	1	1	1	0	1	1	2	0	2	0	0	0	2	0	0	1	0	0	1	0	1	2	1	0	3	0	1	0	4					
		0.31%	0.33%	0.40%	0.49%	0.56%	0.52%	0.36%	0.28%	0.51%	0.76%	0.95%	0.21%	0.00%	0.42%	0.17%	0.57%	0.64%	0.09%	0.00%	0.08%	0.27%	0.61%	0.13%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.38%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.42%	0.17%	0.43%	0.00%	0.66%	0.13%	0.19%	0.00%	0.47%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.30%	0.00%	0.00%	0.28%	0.00%	0.21%	0.75%	0.06%	0.00%	1.25%	0.00%	0.69%	0.00%	2.45%					
23	6.Политическая партия «Партия социальной справедливости»	44	0	3	1	1	2	0	2	3	0	0	1	0	0	2	0	1	0	3	1	2	0	3	0	0	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	3	0	1	1	0	2	0	0	0					
		0.11%	0.00%	0.20%	0.12%	0.08%	0.11%	0.00%	0.19%	0.26%	0.00%	0.00%	0.11%	0.00%	0.00%	0.09%	0.00%	0.06%	0.00%	0.33%	0.08%	0.18%	0.00%	0.38%	0.00%	0.00%	0.00%	0.23%	0.85%	0.00%	0.00%	0.19%	0.00%	0.38%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.13%	0.10%	0.00%	0.00%	0.15%	0.00%	0.40%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.06%	0.21%	0.00%	0.58%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2733	27	122	69	104	100	15	75	95	37	58	103	46	82	122	162	107	70	54	65	56	27	58	22	13	15	22	12	19	7	43	56	26	29	51	2	7	1	3	5	8	11	61	13	22	9	51	86	3	45	34	1	9	71	20	7	17	2	2	18	17	20	15	100	28	24	25	10	9	8					
		6.72%	8.82%	8.11%	8.46%	8.33%	5.73%	5.42%	7.09%	8.15%	5.62%	6.89%	10.91%	5.39%	5.78%	5.31%	9.29%	6.90%	6.03%	5.93%	5.40%	5.09%	8.28%	7.25%	9.65%	6.34%	7.08%	4.97%	5.13%	4.58%	3.95%	8.24%	6.51%	10.00%	9.83%	7.62%	1.65%	4.61%	2.00%	2.00%	3.62%	2.62%	4.64%	10.27%	5.58%	6.61%	5.96%	6.84%	8.24%	5.56%	10.54%	5.14%	1.82%	3.60%	7.27%	6.62%	4.61%	5.14%	2.27%	2.04%	5.07%	11.04%	4.27%	5.66%	5.78%	5.99%	10.00%	7.29%	6.94%	3.42%	4.91%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2633	23	101	65	113	129	10	89	79	50	69	91	71	91	167	142	133	94	51	67	61	6	43	9	10	9	27	24	18	4	36	56	4	10	44	8	1	4	4	12	24	6	18	10	11	7	48	63	6	13	42	2	12	59	25	2	16	12	7	22	5	25	7	69	24	22	12	3	24	12					
		6.47%	7.52%	6.71%	7.97%	9.05%	7.40%	3.61%	8.41%	6.78%	7.60%	8.19%	9.64%	8.32%	6.42%	7.27%	8.14%	8.58%	8.10%	5.60%	5.57%	5.55%	1.84%	5.38%	3.95%	4.88%	4.25%	6.09%	10.26%	4.34%	2.26%	6.90%	6.51%	1.54%	3.39%	6.58%	6.61%	0.66%	8.00%	2.67%	8.70%	7.87%	2.53%	3.03%	4.29%	3.30%	4.64%	6.43%	6.03%	11.11%	3.04%	6.34%	3.64%	4.80%	6.04%	8.28%	1.32%	4.83%	13.64%	7.14%	6.20%	3.25%	5.34%	2.64%	3.99%	5.14%	9.17%	3.50%	2.08%	9.13%	7.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	264	1	14	8	12	12	1	8	6	3	4	9	4	10	20	13	10	8	0	7	6	0	1	1	2	0	1	6	3	0	3	3	3	1	10	0	0	0	1	1	2	0	2	5	4	2	3	3	0	3	5	0	4	9	2	0	0	1	0	3	5	1	3	9	2	0	1	0	2	1					
		0.65%	0.33%	0.93%	0.98%	0.96%	0.69%	0.36%	0.76%	0.51%	0.46%	0.48%	0.95%	0.47%	0.71%	0.87%	0.75%	0.64%	0.69%	0.00%	0.58%	0.55%	0.00%	0.13%	0.44%	0.98%	0.00%	0.23%	2.56%	0.72%	0.00%	0.57%	0.35%	1.15%	0.34%	1.49%	0.00%	0.00%	0.00%	0.67%	0.72%	0.66%	0.00%	0.34%	2.15%	1.20%	1.32%	0.40%	0.29%	0.00%	0.70%	0.76%	0.00%	1.60%	0.92%	0.66%	0.00%	0.00%	1.14%	0.00%	0.85%	3.25%	0.21%	1.13%	0.52%	0.43%	0.00%	0.29%	0.00%	0.76%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28050	230	977	523	722	1128	223	643	721	461	542	541	578	977	1543	1094	1061	806	667	893	779	237	608	159	171	140	324	154	330	144	343	579	192	221	456	93	118	37	98	104	208	177	440	162	254	112	549	738	39	316	471	44	189	683	195	116	250	62	67	240	112	342	188	1340	348	134	240	116	201	100					
		68.94%	75.16%	64.92%	64.09%	57.85%	64.68%	80.51%	60.78%	61.84%	70.06%	64.37%	57.31%	67.76%	68.90%	67.15%	62.73%	68.41%	69.42%	73.30%	74.23%	70.82%	72.70%	76.00%	69.74%	83.41%	66.04%	73.14%	65.81%	79.52%	81.36%	65.71%	67.33%	73.85%	74.92%	68.16%	76.86%	77.63%	74.00%	65.33%	75.36%	68.20%	74.68%	74.07%	69.53%	76.28%	74.17%	73.59%	70.69%	72.22%	74.00%	71.15%	80.00%	75.60%	69.91%	64.57%	76.32%	75.53%	70.45%	68.37%	67.61%	72.73%	73.08%	70.94%	77.50%	74.52%	55.83%	69.97%	80.56%	76.43%	61.35%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	219	3	12	6	16	12	0	20	6	5	8	3	6	10	10	7	5	16	3	4	7	0	1	0	0	0	1	0	0	0	1	3	1	1	2	0	2	0	1	0	0	2	2	0	2	0	5	8	0	1	3	0	2	2	1	1	1	0	0	5	1	1	1	0	2	0	4	0	0	3					
		0.54%	0.98%	0.80%	0.74%	1.28%	0.69%	0.00%	1.89%	0.51%	0.76%	0.95%	0.32%	0.70%	0.71%	0.44%	0.40%	0.32%	1.38%	0.33%	0.33%	0.64%	0.00%	0.13%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.19%	0.35%	0.38%	0.34%	0.30%	0.00%	1.32%	0.00%	0.67%	0.00%	0.00%	0.84%	0.34%	0.00%	0.60%	0.00%	0.67%	0.77%	0.00%	0.23%	0.45%	0.00%	0.80%	0.20%	0.33%	0.66%	0.30%	0.00%	0.00%	1.41%	0.65%	0.21%	0.38%	0.00%	0.43%	0.00%	1.17%	0.00%	0.00%	1.84%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
