Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																															
Дата голосования: 04.12.2011																																																																															
																																																																															
Наименование Избирательной комиссии:    Валуйская																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4385	45	112	95	107	194	195	19	189	133	78	103	118	106	110	86	207	149	103	182	125	69	106	101	21	88	25	23	19	46	20	33	26	50	81	22	19	96	8	2	7	12	11	32	19	58	25	29	17	84	105	3	32	47	4	23	97	38	11	27	9	8	20	15	49	17	117	47	16	37	16	23	19					
		10.60%	13.35%	12.98%	12.20%	12.31%	14.06%	10.08%	10.44%	15.79%	9.19%	9.95%	11.37%	13.58%	13.66%	12.73%	11.65%	10.83%	13.16%	8.79%	10.70%	11.94%	9.50%	11.43%	9.24%	6.69%	13.44%	11.63%	12.23%	8.33%	9.52%	8.00%	9.32%	16.25%	9.49%	8.42%	8.76%	7.09%	15.58%	7.41%	1.52%	15.91%	8.76%	7.69%	9.91%	8.84%	10.27%	10.42%	8.43%	11.64%	11.29%	9.62%	6.25%	7.44%	6.10%	7.14%	8.01%	8.47%	11.31%	7.01%	7.74%	11.84%	9.88%	4.88%	9.38%	9.23%	6.61%	9.25%	8.72%	7.73%	10.76%	10.74%	8.13%	12.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4928	55	73	91	90	166	183	31	133	177	73	116	139	99	120	87	228	179	100	173	138	102	129	125	59	129	22	32	36	50	27	48	14	105	115	38	50	78	2	18	9	12	14	40	16	85	29	36	20	109	126	10	49	84	5	26	125	46	25	31	2	3	25	11	14	16	144	39	32	43	10	40	22					
		11.91%	16.32%	8.46%	11.68%	10.36%	12.03%	9.46%	17.03%	11.11%	12.23%	9.31%	12.80%	15.99%	12.76%	13.89%	11.79%	11.92%	15.81%	8.53%	10.17%	13.18%	14.05%	13.92%	11.44%	18.79%	19.69%	10.23%	17.02%	15.79%	10.35%	10.80%	13.56%	8.75%	19.92%	11.95%	15.14%	18.66%	12.66%	1.85%	13.64%	20.45%	8.76%	9.79%	12.38%	7.44%	15.04%	12.08%	10.47%	13.70%	14.65%	11.55%	20.83%	11.40%	10.89%	8.93%	9.06%	10.92%	13.69%	15.92%	8.88%	2.63%	3.70%	6.10%	6.88%	2.64%	6.23%	11.38%	7.24%	15.46%	12.50%	6.71%	14.13%	14.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	398	5	6	13	9	12	27	1	23	16	11	9	10	3	4	14	16	24	13	11	14	10	8	13	3	4	4	2	0	1	1	2	0	4	9	1	1	7	0	1	3	0	0	2	0	8	1	1	1	5	9	0	4	6	0	1	11	1	1	1	0	0	1	1	0	0	11	2	0	9	3	3	1					
		0.96%	1.48%	0.70%	1.67%	1.04%	0.87%	1.40%	0.55%	1.92%	1.11%	1.40%	0.99%	1.15%	0.39%	0.46%	1.90%	0.84%	2.12%	1.11%	0.65%	1.34%	1.38%	0.86%	1.19%	0.96%	0.61%	1.86%	1.06%	0.00%	0.21%	0.40%	0.56%	0.00%	0.76%	0.94%	0.40%	0.37%	1.14%	0.00%	0.76%	6.82%	0.00%	0.00%	0.62%	0.00%	1.42%	0.42%	0.29%	0.68%	0.67%	0.82%	0.00%	0.93%	0.78%	0.00%	0.35%	0.96%	0.30%	0.64%	0.29%	0.00%	0.00%	0.24%	0.63%	0.00%	0.00%	0.87%	0.37%	0.00%	2.62%	2.01%	1.06%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9682	67	265	205	222	406	493	38	303	362	178	245	242	212	197	176	498	277	199	387	275	162	271	250	78	126	28	31	49	120	42	97	33	113	256	67	60	147	8	40	11	44	30	86	68	107	48	51	34	116	244	5	85	118	10	45	250	73	28	75	20	21	70	10	90	47	311	136	26	52	20	64	62					
		23.40%	19.88%	30.71%	26.32%	25.55%	29.42%	25.48%	20.88%	25.31%	25.02%	22.70%	27.04%	27.85%	27.32%	22.80%	23.85%	26.05%	24.47%	16.98%	22.75%	26.27%	22.31%	29.23%	22.87%	24.84%	19.24%	13.02%	16.49%	21.49%	24.84%	16.80%	27.40%	20.63%	21.44%	26.61%	26.69%	22.39%	23.86%	7.41%	30.30%	25.00%	32.12%	20.98%	26.63%	31.63%	18.94%	20.00%	14.83%	23.29%	15.59%	22.36%	10.42%	19.77%	15.30%	17.86%	15.68%	21.83%	21.73%	17.83%	21.49%	26.32%	25.93%	17.07%	6.25%	16.95%	18.29%	24.58%	25.23%	12.56%	15.12%	13.42%	22.61%	40.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	509	4	14	21	29	26	33	2	41	27	9	18	9	11	4	6	27	36	6	19	12	6	10	17	1	3	1	0	2	4	1	1	0	0	12	1	5	8	0	0	0	2	0	1	0	3	4	1	1	5	5	0	4	7	0	0	3	3	1	0	0	1	4	1	1	0	13	12	0	5	2	3	1					
		1.23%	1.19%	1.62%	2.70%	3.34%	1.88%	1.71%	1.10%	3.43%	1.87%	1.15%	1.99%	1.04%	1.42%	0.46%	0.81%	1.41%	3.18%	0.51%	1.12%	1.15%	0.83%	1.08%	1.56%	0.32%	0.46%	0.47%	0.00%	0.88%	0.83%	0.40%	0.28%	0.00%	0.00%	1.25%	0.40%	1.87%	1.30%	0.00%	0.00%	0.00%	1.46%	0.00%	0.31%	0.00%	0.53%	1.67%	0.29%	0.68%	0.67%	0.46%	0.00%	0.93%	0.91%	0.00%	0.00%	0.26%	0.89%	0.64%	0.00%	0.00%	1.23%	0.98%	0.63%	0.19%	0.00%	1.03%	2.23%	0.00%	1.45%	1.34%	1.06%	0.65%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20450	154	369	330	385	533	952	79	478	704	421	382	331	334	413	355	883	434	739	896	449	356	382	563	145	293	132	99	121	248	154	169	82	238	475	118	122	261	90	70	14	65	88	154	108	292	132	219	72	410	581	29	244	477	36	182	627	166	86	212	45	48	257	117	324	175	655	293	129	181	98	148	47					
		49.43%	45.70%	42.76%	42.36%	44.30%	38.62%	49.20%	43.41%	39.93%	48.65%	53.70%	42.16%	38.09%	43.04%	47.80%	48.10%	46.18%	38.34%	63.05%	52.67%	42.88%	49.04%	41.21%	51.51%	46.18%	44.73%	61.40%	52.66%	53.07%	51.35%	61.60%	47.74%	51.25%	45.16%	49.38%	47.01%	45.52%	42.37%	83.33%	53.03%	31.82%	47.45%	61.54%	47.68%	50.23%	51.68%	55.00%	63.66%	49.32%	55.11%	53.25%	60.42%	56.74%	61.87%	64.29%	63.41%	54.76%	49.40%	54.78%	60.74%	59.21%	59.26%	62.68%	73.13%	61.02%	68.09%	51.78%	54.36%	62.32%	52.62%	65.77%	52.30%	30.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	165	4	7	3	8	9	8	1	7	6	1	7	4	3	1	1	8	8	3	4	5	4	2	2	4	2	0	0	0	0	1	1	0	3	3	1	0	6	0	0	0	0	0	2	0	0	1	4	1	1	5	1	2	1	0	1	2	2	1	0	0	0	1	0	1	0	3	3	2	3	0	1	0					
		0.40%	1.19%	0.81%	0.39%	0.92%	0.65%	0.41%	0.55%	0.58%	0.41%	0.13%	0.77%	0.46%	0.39%	0.12%	0.14%	0.42%	0.71%	0.26%	0.24%	0.48%	0.55%	0.22%	0.18%	1.27%	0.31%	0.00%	0.00%	0.00%	0.00%	0.40%	0.28%	0.00%	0.57%	0.31%	0.40%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.42%	1.16%	0.68%	0.13%	0.46%	2.08%	0.47%	0.13%	0.00%	0.35%	0.17%	0.60%	0.64%	0.00%	0.00%	0.00%	0.24%	0.00%	0.19%	0.00%	0.24%	0.56%	0.97%	0.87%	0.00%	0.35%	0.00%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
