Выборы Президента Российской Федерации																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Борская																																																																																		
																																																																																		
Итоги голосования 																																																																																		
																																																																																		
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
		3.31%	4.43%	3.32%	3.32%	2.72%	3.38%	3.26%	4.62%	4.28%	3.73%	3.71%	4.12%	3.10%	1.81%	4.95%	4.61%	4.73%	3.99%	3.67%	5.34%	2.15%	3.38%	3.77%	3.78%	4.49%	3.62%	2.95%	3.96%	2.97%	3.90%	3.45%	1.21%	2.63%	1.65%	3.66%	1.60%	2.35%	1.58%	1.50%	0.92%	1.80%	2.31%	0.29%	2.54%	4.31%	4.05%	3.54%	2.74%	1.34%	4.20%	2.84%	0.52%	2.35%	2.36%	4.21%	2.14%	2.35%	1.81%	16.28%	2.97%	1.54%	4.11%	2.60%	2.48%	0.86%	3.86%	2.44%	2.62%	1.15%	3.60%	0.68%	2.88%	1.65%	2.26%	2.08%	0.00%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
