Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Пугачевская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2086	79	65	46	48	71	45	56	24	18	57	77	35	42	79	65	77	33	74	34	60	49	49	61	42	45	30	6	14	33	103	4	59	39	22	27	12	54	17	19	5	33	45	80	33	17	13	29	36	14	11					
		8.13%	8.77%	8.52%	6.30%	9.80%	10.25%	7.76%	11.07%	11.88%	5.29%	12.95%	9.20%	8.37%	5.87%	7.71%	10.89%	10.94%	8.09%	8.43%	5.89%	7.38%	8.88%	6.63%	12.73%	9.23%	11.69%	4.50%	3.80%	2.59%	7.86%	8.97%	0.89%	10.09%	8.82%	5.25%	7.07%	7.02%	10.91%	4.86%	5.85%	4.27%	8.35%	9.55%	16.56%	7.52%	4.08%	2.90%	4.81%	10.29%	17.95%	12.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	122	5	0	1	6	0	5	4	2	2	0	6	0	3	3	1	4	3	6	6	3	3	10	8	6	3	2	0	1	1	0	2	1	2	0	1	1	0	2	0	1	0	2	4	1	2	5	2	2	0	0					
		0.48%	0.55%	0.00%	0.14%	1.22%	0.00%	0.86%	0.79%	0.99%	0.59%	0.00%	0.72%	0.00%	0.42%	0.29%	0.17%	0.57%	0.74%	0.68%	1.04%	0.37%	0.54%	1.35%	1.67%	1.32%	0.78%	0.30%	0.00%	0.19%	0.24%	0.00%	0.45%	0.17%	0.45%	0.00%	0.26%	0.58%	0.00%	0.57%	0.00%	0.85%	0.00%	0.42%	0.83%	0.23%	0.48%	1.11%	0.33%	0.57%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18986	682	560	543	329	526	427	373	140	276	326	608	307	560	726	395	487	268	617	390	605	372	574	313	309	254	507	118	462	317	865	304	450	325	302	322	136	374	266	261	91	305	349	329	340	339	372	495	269	54	67					
		73.97%	75.69%	73.39%	74.38%	67.14%	75.90%	73.62%	73.72%	69.31%	81.18%	74.09%	72.64%	73.44%	78.32%	70.83%	66.16%	69.18%	65.69%	70.27%	67.59%	74.42%	67.39%	77.67%	65.34%	67.91%	65.97%	76.01%	74.68%	85.56%	75.48%	75.35%	67.86%	76.92%	73.53%	72.08%	84.29%	79.53%	75.56%	76.00%	80.31%	77.78%	77.22%	74.10%	68.12%	77.45%	81.29%	82.85%	82.09%	76.86%	69.23%	77.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	97	2	4	3	2	1	3	3	1	2	0	1	2	0	7	8	5	0	7	2	4	6	4	1	1	1	5	1	0	4	5	0	2	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	3	0	0					
		0.38%	0.22%	0.52%	0.41%	0.41%	0.14%	0.52%	0.59%	0.50%	0.59%	0.00%	0.12%	0.48%	0.00%	0.68%	1.34%	0.71%	0.00%	0.80%	0.35%	0.49%	1.09%	0.54%	0.21%	0.22%	0.26%	0.75%	0.63%	0.00%	0.95%	0.44%	0.00%	0.34%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.25%	0.21%	0.21%	0.00%	0.00%	0.22%	0.17%	0.86%	0.00%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
