Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Краснознаменская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	157	37	23	13	18	3	8	9	2	15	8	5	10	6									
		3.53%	3.97%	4.53%	3.61%	5.83%	2.05%	4.00%	4.17%	1.16%	2.98%	2.48%	2.04%	3.28%	2.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	98	27	15	3	3	3	5	12	2	10	8	0	6	4									
		2.20%	2.90%	2.95%	0.83%	0.97%	2.05%	2.50%	5.56%	1.16%	1.99%	2.48%	0.00%	1.97%	1.69%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2073	381	149	258	194	58	71	92	74	237	128	122	172	137									
		46.55%	40.92%	29.33%	71.67%	62.78%	39.73%	35.50%	42.59%	43.02%	47.12%	39.75%	49.80%	56.39%	58.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	6	1	1	1	0	3	0	1	5	1	2	1	2									
		0.54%	0.64%	0.20%	0.28%	0.32%	0.00%	1.50%	0.00%	0.58%	0.99%	0.31%	0.82%	0.33%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	3	1	0	0	0	0	0	0	1	1	0	1	1									
		0.18%	0.32%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.31%	0.00%	0.33%	0.42%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	890	222	98	42	69	34	23	43	47	104	63	44	63	38									
		19.99%	23.85%	19.29%	11.67%	22.33%	23.29%	11.50%	19.91%	27.33%	20.68%	19.57%	17.96%	20.66%	16.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	8	10	1	1	0	1	0	0	0	3	5	1	1									
		0.70%	0.86%	1.97%	0.28%	0.32%	0.00%	0.50%	0.00%	0.00%	0.00%	0.93%	2.04%	0.33%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	12	12	2	0	0	1	3	0	4	4	0	2	0									
		0.90%	1.29%	2.36%	0.56%	0.00%	0.00%	0.50%	1.39%	0.00%	0.80%	1.24%	0.00%	0.66%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	2	0	4	1	0	0	0	0	1	0									
		0.18%	0.00%	0.00%	0.00%	0.65%	0.00%	2.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	6	8	3	1	0	2	0	2	3	2	2	5	0									
		0.76%	0.64%	1.57%	0.83%	0.32%	0.00%	1.00%	0.00%	1.16%	0.60%	0.62%	0.82%	1.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	564	125	86	26	7	29	21	28	21	65	64	33	31	28									
		12.67%	13.43%	16.93%	7.22%	2.27%	19.86%	10.50%	12.96%	12.21%	12.92%	19.88%	13.47%	10.16%	11.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	9	11	1	3	2	2	2	0	4	0	4	1	1									
		0.90%	0.97%	2.17%	0.28%	0.97%	1.37%	1.00%	0.93%	0.00%	0.80%	0.00%	1.63%	0.33%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	225	47	40	4	4	9	41	5	12	27	9	16	4	7									
		5.05%	5.05%	7.87%	1.11%	1.29%	6.16%	20.50%	2.31%	6.98%	5.37%	2.80%	6.53%	1.31%	2.97%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
