Выборы Президента Российской Федерации																																																														
																																																														
Наименование Избирательной комиссии:    Саткинская																																																														
																																																														
Итоги голосования 																																																														
																																																														
		Сумма	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217					
11	Число полученных открепительных  удостоверений	747	24	24	22	2	14	20	21	10	18	13	7	5	21	17	15	13	13	4	8	16	18	30	23	6	3	10	25	5	10	3	8	2	11	7	2	2	7	4	2	2	60	40	13	43	20	5	7	16	30	12	12	2	5	10	5					
12	Число выданных открепительных удостоверений	744	24	24	22	2	14	20	21	10	18	12	7	5	21	17	15	13	13	4	8	16	18	30	23	6	3	10	25	5	10	3	8	2	10	7	2	2	7	4	2	2	60	40	13	43	20	5	7	16	30	12	12	1	5	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	527	36	27	16	1	27	11	13	10	11	7	17	7	25	14	24	7	9	11	7	17	27	20	20	7	1	9	7	4	7	1	5	4	4	9	1	3	11	5	0	2	11	3	4	12	11	9	7	3	9	1	1	1	5	0	6					
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	51	5	6	0	1	0	1	1	0	1	0	1	2	0	2	2	1	0	2	0	5	0	5	1	2	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	. Глазьев Сергей Юрьевич	1569	69	33	35	3	61	57	69	47	31	50	26	19	23	37	33	21	26	9	33	49	50	57	69	56	36	62	62	28	29	29	28	18	8	12	1	0	43	8	16	5	18	25	19	90	15	5	3	17	12	1	1	1	2	7	5					
		3.16%	4.30%	2.43%	2.88%	1.54%	3.62%	3.18%	3.53%	4.25%	2.93%	4.91%	2.73%	2.41%	2.41%	3.29%	3.13%	3.23%	2.52%	2.34%	4.25%	4.32%	2.86%	3.10%	3.38%	3.29%	2.91%	3.51%	4.13%	2.99%	2.82%	3.43%	4.25%	4.62%	1.57%	7.02%	0.85%	0.00%	2.65%	1.18%	1.78%	1.61%	1.39%	4.60%	3.24%	4.69%	2.11%	1.37%	1.67%	3.00%	2.41%	0.64%	0.65%	1.10%	0.68%	5.04%	2.89%					
19	. Малышкин Олег Александрович	1413	47	56	35	4	40	32	65	28	17	22	12	19	23	19	34	18	36	8	19	30	53	41	59	68	40	69	66	28	47	14	31	23	25	4	3	1	34	23	12	13	10	7	10	73	24	4	10	13	14	5	2	1	12	4	6					
		2.85%	2.93%	4.12%	2.88%	2.05%	2.37%	1.78%	3.33%	2.53%	1.61%	2.16%	1.26%	2.41%	2.41%	1.69%	3.23%	2.76%	3.49%	2.08%	2.45%	2.65%	3.03%	2.23%	2.89%	4.00%	3.24%	3.91%	4.39%	2.99%	4.58%	1.65%	4.70%	5.90%	4.91%	2.34%	2.54%	1.03%	2.10%	3.40%	1.33%	4.19%	0.77%	1.29%	1.70%	3.81%	3.38%	1.09%	5.56%	2.30%	2.81%	3.18%	1.31%	1.10%	4.08%	2.88%	3.47%					
20	. Миронов Сергей Михайлович	429	13	6	9	2	14	14	17	10	12	9	7	5	14	19	5	6	10	3	6	7	12	8	15	15	17	8	11	8	7	13	6	0	5	2	1	0	15	12	9	6	6	4	8	22	9	6	0	7	5	0	1	0	2	0	1					
		0.87%	0.81%	0.44%	0.74%	1.03%	0.83%	0.78%	0.87%	0.90%	1.14%	0.88%	0.74%	0.63%	1.47%	1.69%	0.47%	0.92%	0.97%	0.78%	0.77%	0.62%	0.69%	0.44%	0.74%	0.88%	1.38%	0.45%	0.73%	0.85%	0.68%	1.54%	0.91%	0.00%	0.98%	1.17%	0.85%	0.00%	0.93%	1.78%	1.00%	1.94%	0.46%	0.74%	1.36%	1.15%	1.27%	1.64%	0.00%	1.24%	1.00%	0.00%	0.65%	0.00%	0.68%	0.00%	0.58%					
21	. Путин Владимир Владимирович	33061	1074	871	868	145	1085	1164	1194	730	702	686	658	508	641	723	703	418	727	255	515	747	1199	1231	1394	1072	776	1093	910	565	617	537	426	269	348	116	88	84	1218	523	733	246	937	369	377	1128	451	290	134	406	394	133	104	70	201	91	117					
		66.66%	66.96%	64.14%	71.32%	74.36%	64.35%	64.85%	61.14%	65.94%	66.41%	67.39%	69.19%	64.39%	67.26%	64.38%	66.76%	64.21%	70.51%	66.23%	66.37%	65.93%	68.59%	66.97%	68.37%	62.98%	62.83%	61.93%	60.55%	60.23%	60.08%	63.48%	64.64%	68.97%	68.37%	67.84%	74.58%	86.60%	75.19%	77.37%	81.44%	79.35%	72.41%	67.96%	64.22%	58.84%	63.43%	79.23%	74.44%	71.73%	79.12%	84.71%	67.97%	76.92%	68.37%	65.47%	67.63%					
22	. Хакамада Ирина Муцуовна	1568	45	43	36	6	70	77	55	35	36	25	20	25	43	55	56	36	36	11	25	47	70	80	85	37	30	47	45	19	22	30	11	9	8	3	6	2	40	17	15	8	25	10	18	74	31	4	3	13	5	0	2	2	4	2	9					
		3.16%	2.81%	3.17%	2.96%	3.08%	4.15%	4.29%	2.82%	3.16%	3.41%	2.46%	2.10%	3.17%	4.51%	4.90%	5.32%	5.53%	3.49%	2.86%	3.22%	4.15%	4.00%	4.35%	4.17%	2.17%	2.43%	2.66%	2.99%	2.03%	2.14%	3.55%	1.67%	2.31%	1.57%	1.75%	5.08%	2.06%	2.47%	2.51%	1.67%	2.58%	1.93%	1.84%	3.07%	3.86%	4.36%	1.09%	1.67%	2.30%	1.00%	0.00%	1.31%	2.20%	1.36%	1.44%	5.20%					
23	. Харитонов Николай Михайлович	8708	252	257	167	24	314	309	411	186	184	173	172	166	159	197	154	105	137	79	121	188	265	272	246	360	266	401	319	208	254	179	113	47	98	29	18	5	210	61	78	23	267	120	140	396	140	50	28	105	62	14	42	15	61	29	32					
		17.56%	15.71%	18.92%	13.72%	12.31%	18.62%	17.21%	21.04%	16.80%	17.41%	16.99%	18.09%	21.04%	16.68%	17.54%	14.62%	16.13%	13.29%	20.52%	15.59%	16.59%	15.16%	14.80%	12.06%	21.15%	21.54%	22.72%	21.22%	22.17%	24.73%	21.16%	17.15%	12.05%	19.25%	16.96%	15.25%	5.15%	12.96%	9.02%	8.67%	7.42%	20.63%	22.10%	23.85%	20.66%	19.69%	13.66%	15.56%	18.55%	12.45%	8.92%	27.45%	16.48%	20.75%	20.86%	18.50%					
																																																														
24	Против всех	2165	76	63	57	6	89	101	101	57	56	42	35	34	42	55	51	37	46	11	35	46	76	126	145	72	55	64	67	66	43	30	30	24	13	0	0	5	47	22	30	9	23	5	12	98	31	4	0	5	5	3	0	0	10	2	3					
		4.37%	4.74%	4.64%	4.68%	3.08%	5.28%	5.63%	5.17%	5.15%	5.30%	4.13%	3.68%	4.31%	4.41%	4.90%	4.84%	5.68%	4.46%	2.86%	4.51%	4.06%	4.35%	6.86%	7.11%	4.23%	4.45%	3.63%	4.46%	7.04%	4.19%	3.55%	4.55%	6.15%	2.55%	0.00%	0.00%	5.15%	2.90%	3.25%	3.33%	2.90%	1.78%	0.92%	2.04%	5.11%	4.36%	1.09%	0.00%	0.88%	1.00%	1.91%	0.00%	0.00%	3.40%	1.44%	1.73%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
