Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Волгодонская городская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1279	20	14	12	26	19	19	15	22	7	11	27	20	15	16	28	28	12	16	2	15	12	33	30	24	41	29	31	43	25	33	28	23	29	33	10	16	43	29	42	31	35	42	32	18	23	25	21	22	34	26	17	25	30									
		2.44%	2.17%	1.34%	0.95%	2.30%	2.01%	2.13%	1.65%	2.07%	0.54%	1.56%	3.79%	2.07%	1.46%	1.82%	3.04%	2.68%	1.63%	1.64%	0.46%	1.92%	1.81%	2.94%	3.06%	2.09%	3.13%	2.83%	3.06%	3.79%	2.28%	2.91%	2.56%	2.38%	2.94%	3.69%	0.80%	2.14%	3.52%	2.65%	3.46%	2.76%	2.93%	3.67%	3.09%	1.80%	2.12%	2.46%	2.61%	2.69%	4.14%	3.09%	2.40%	2.12%	3.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1228	33	9	27	23	26	28	11	34	12	17	19	17	29	16	22	26	18	28	10	25	16	32	27	30	31	27	26	21	25	30	31	28	19	15	18	26	26	29	16	36	21	39	33	25	34	17	18	13	10	22	16	21	20									
		2.34%	3.58%	0.86%	2.14%	2.04%	2.75%	3.15%	1.21%	3.19%	0.93%	2.41%	2.66%	1.76%	2.83%	1.82%	2.39%	2.49%	2.45%	2.87%	2.29%	3.21%	2.41%	2.85%	2.76%	2.61%	2.37%	2.63%	2.56%	1.85%	2.28%	2.64%	2.84%	2.89%	1.93%	1.68%	1.44%	3.47%	2.13%	2.65%	1.32%	3.21%	1.76%	3.41%	3.19%	2.50%	3.13%	1.67%	2.24%	1.59%	1.22%	2.61%	2.26%	1.78%	2.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1111	24	6	18	22	20	15	1	17	10	18	14	24	14	22	21	14	14	20	11	10	5	19	26	38	27	24	31	24	23	19	36	18	37	17	5	19	29	31	35	24	43	29	27	24	21	35	20	14	20	21	14	25	16									
		2.12%	2.60%	0.58%	1.43%	1.95%	2.11%	1.69%	0.11%	1.60%	0.78%	2.56%	1.96%	2.48%	1.37%	2.50%	2.28%	1.34%	1.90%	2.05%	2.52%	1.28%	0.75%	1.69%	2.65%	3.30%	2.06%	2.34%	3.06%	2.11%	2.10%	1.67%	3.30%	1.86%	3.76%	1.90%	0.40%	2.54%	2.37%	2.83%	2.88%	2.14%	3.60%	2.54%	2.61%	2.40%	1.93%	3.45%	2.49%	1.71%	2.43%	2.49%	1.98%	2.12%	1.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19015	345	571	603	526	305	288	352	339	620	254	232	485	468	301	260	339	220	322	144	275	357	446	308	388	510	324	364	384	457	398	398	307	306	320	617	223	431	332	423	381	430	365	358	323	351	298	255	299	281	253	198	367	314									
		36.31%	37.38%	54.85%	47.86%	46.59%	32.24%	32.36%	38.68%	31.83%	48.14%	36.08%	32.54%	50.10%	45.66%	34.20%	28.20%	32.47%	29.89%	32.96%	33.03%	35.26%	53.85%	39.72%	31.43%	33.74%	38.99%	31.61%	35.90%	33.80%	41.74%	35.07%	36.45%	31.71%	31.07%	35.75%	49.36%	29.77%	35.24%	30.32%	34.81%	33.96%	36.04%	31.93%	34.56%	32.33%	32.32%	29.36%	31.72%	36.51%	34.18%	30.05%	28.01%	31.08%	36.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	519	11	4	10	7	9	9	0	12	4	9	9	10	4	9	8	5	4	9	4	5	5	10	13	10	13	18	13	7	14	6	8	8	12	14	2	6	13	14	18	10	13	16	18	9	16	14	9	6	5	18	7	22	10									
		0.99%	1.19%	0.38%	0.79%	0.62%	0.95%	1.01%	0.00%	1.13%	0.31%	1.28%	1.26%	1.03%	0.39%	1.02%	0.87%	0.48%	0.54%	0.92%	0.92%	0.64%	0.75%	0.89%	1.33%	0.87%	0.99%	1.76%	1.28%	0.62%	1.28%	0.53%	0.73%	0.83%	1.22%	1.56%	0.16%	0.80%	1.06%	1.28%	1.48%	0.89%	1.09%	1.40%	1.74%	0.90%	1.47%	1.38%	1.12%	0.73%	0.61%	2.14%	0.99%	1.86%	1.16%									
24	"6. Политическая партия ""Гражданская Платформа"""	99	2	0	3	2	2	2	1	1	0	1	1	0	3	0	2	1	1	1	0	1	2	2	4	2	3	6	0	3	0	4	4	2	2	0	0	0	6	4	1	2	0	2	1	3	1	2	1	2	1	2	1	8	4									
		0.19%	0.22%	0.00%	0.24%	0.18%	0.21%	0.22%	0.11%	0.09%	0.00%	0.14%	0.14%	0.00%	0.29%	0.00%	0.22%	0.10%	0.14%	0.10%	0.00%	0.13%	0.30%	0.18%	0.41%	0.17%	0.23%	0.59%	0.00%	0.26%	0.00%	0.35%	0.37%	0.21%	0.20%	0.00%	0.00%	0.00%	0.49%	0.37%	0.08%	0.18%	0.00%	0.17%	0.10%	0.30%	0.09%	0.20%	0.12%	0.24%	0.12%	0.24%	0.14%	0.68%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	9366	160	143	166	146	163	147	134	184	180	145	146	165	98	165	184	165	144	180	89	166	98	181	191	196	227	195	184	208	179	208	218	198	183	176	173	163	197	211	194	241	210	219	183	191	197	212	155	165	171	184	150	236	202									
		17.89%	17.33%	13.74%	13.17%	12.93%	17.23%	16.52%	14.73%	17.28%	13.98%	20.60%	20.48%	17.05%	9.56%	18.75%	19.96%	15.80%	19.57%	18.42%	20.41%	21.28%	14.78%	16.12%	19.49%	17.04%	17.35%	19.02%	18.15%	18.31%	16.35%	18.33%	19.96%	20.45%	18.58%	19.66%	13.84%	21.76%	16.11%	19.27%	15.97%	21.48%	17.60%	19.16%	17.66%	19.12%	18.14%	20.89%	19.28%	20.15%	20.80%	21.85%	21.22%	19.98%	23.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	341	8	7	10	2	3	5	2	6	14	4	6	4	3	5	5	4	4	9	2	5	0	8	11	4	14	5	10	14	8	10	12	6	2	4	0	3	9	15	15	8	4	5	8	7	8	6	4	5	5	3	10	7	3									
		0.65%	0.87%	0.67%	0.79%	0.18%	0.32%	0.56%	0.22%	0.56%	1.09%	0.57%	0.84%	0.41%	0.29%	0.57%	0.54%	0.38%	0.54%	0.92%	0.46%	0.64%	0.00%	0.71%	1.12%	0.35%	1.07%	0.49%	0.99%	1.23%	0.73%	0.88%	1.10%	0.62%	0.20%	0.45%	0.00%	0.40%	0.74%	1.37%	1.23%	0.71%	0.34%	0.44%	0.77%	0.70%	0.74%	0.59%	0.50%	0.61%	0.61%	0.36%	1.41%	0.59%	0.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	638	5	10	11	10	9	10	8	9	11	11	5	7	3	14	13	8	6	12	6	10	4	24	10	22	16	14	29	29	12	12	10	11	11	29	8	11	13	16	21	6	24	16	12	16	8	16	10	7	10	7	9	13	4									
		1.22%	0.54%	0.96%	0.87%	0.89%	0.95%	1.12%	0.88%	0.85%	0.85%	1.56%	0.70%	0.72%	0.29%	1.59%	1.41%	0.77%	0.82%	1.23%	1.38%	1.28%	0.60%	2.14%	1.02%	1.91%	1.22%	1.37%	2.86%	2.55%	1.10%	1.06%	0.92%	1.14%	1.12%	3.24%	0.64%	1.47%	1.06%	1.46%	1.73%	0.53%	2.01%	1.40%	1.16%	1.60%	0.74%	1.58%	1.24%	0.85%	1.22%	0.83%	1.27%	1.10%	0.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	56	0	0	2	3	0	1	1	0	0	0	0	1	3	1	1	2	0	0	1	2	1	1	0	0	2	2	0	2	1	1	0	0	2	1	0	2	0	1	2	1	1	2	2	2	2	1	2	0	2	1	1	2	1									
		0.11%	0.00%	0.00%	0.16%	0.27%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.10%	0.29%	0.11%	0.11%	0.19%	0.00%	0.00%	0.23%	0.26%	0.15%	0.09%	0.00%	0.00%	0.15%	0.20%	0.00%	0.18%	0.09%	0.09%	0.00%	0.00%	0.20%	0.11%	0.00%	0.27%	0.00%	0.09%	0.16%	0.09%	0.08%	0.17%	0.19%	0.20%	0.18%	0.10%	0.25%	0.00%	0.24%	0.12%	0.14%	0.17%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	628	6	9	12	7	6	4	7	24	7	7	4	18	6	8	12	16	11	7	6	6	4	27	16	19	17	20	8	14	11	11	12	6	12	21	14	13	15	16	8	16	21	22	9	13	16	17	3	11	7	3	21	18	4									
		1.20%	0.65%	0.86%	0.95%	0.62%	0.63%	0.45%	0.77%	2.25%	0.54%	0.99%	0.56%	1.86%	0.59%	0.91%	1.30%	1.53%	1.49%	0.72%	1.38%	0.77%	0.60%	2.40%	1.63%	1.65%	1.30%	1.95%	0.79%	1.23%	1.00%	0.97%	1.10%	0.62%	1.22%	2.35%	1.12%	1.74%	1.23%	1.46%	0.66%	1.43%	1.76%	1.92%	0.87%	1.30%	1.47%	1.67%	0.37%	1.34%	0.85%	0.36%	2.97%	1.52%	0.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7225	143	121	140	137	183	160	145	190	189	92	88	114	96	127	130	145	106	108	59	126	98	152	125	138	178	153	128	143	155	162	139	137	110	130	170	85	167	159	179	151	169	167	144	163	179	143	133	111	99	101	100	173	85									
		13.80%	15.49%	11.62%	11.11%	12.13%	19.34%	17.98%	15.93%	17.84%	14.67%	13.07%	12.34%	11.78%	9.37%	14.43%	14.10%	13.89%	14.40%	11.05%	13.53%	16.15%	14.78%	13.54%	12.76%	12.00%	13.61%	14.93%	12.62%	12.59%	14.16%	14.27%	12.73%	14.15%	11.17%	14.53%	13.60%	11.35%	13.65%	14.52%	14.73%	13.46%	14.17%	14.61%	13.90%	16.32%	16.48%	14.09%	16.54%	13.55%	12.04%	11.99%	14.14%	14.65%	9.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	186	2	0	4	4	1	3	3	3	3	3	4	1	5	7	2	2	3	10	2	4	2	6	6	3	3	4	3	6	3	3	3	3	3	2	1	6	4	4	4	7	4	5	3	7	7	1	1	3	1	2	1	7	2									
		0.36%	0.22%	0.00%	0.32%	0.35%	0.11%	0.34%	0.33%	0.28%	0.23%	0.43%	0.56%	0.10%	0.49%	0.80%	0.22%	0.19%	0.41%	1.02%	0.46%	0.51%	0.30%	0.53%	0.61%	0.26%	0.23%	0.39%	0.30%	0.53%	0.27%	0.26%	0.27%	0.31%	0.30%	0.22%	0.08%	0.80%	0.33%	0.37%	0.33%	0.62%	0.34%	0.44%	0.29%	0.70%	0.64%	0.10%	0.12%	0.37%	0.12%	0.24%	0.14%	0.59%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9432	136	131	215	186	177	164	220	191	209	111	137	102	274	164	213	248	174	231	90	117	54	150	178	245	213	179	160	203	172	203	175	192	229	125	225	148	233	210	221	189	188	188	180	175	199	199	150	146	141	182	138	220	132									
		18.01%	14.73%	12.58%	17.06%	16.47%	18.71%	18.43%	24.18%	17.93%	16.23%	15.77%	19.21%	10.54%	26.73%	18.64%	23.10%	23.75%	23.64%	23.64%	20.64%	15.00%	8.14%	13.36%	18.16%	21.30%	16.28%	17.46%	15.78%	17.87%	15.71%	17.89%	16.03%	19.83%	23.25%	13.97%	18.00%	19.76%	19.05%	19.18%	18.19%	16.84%	15.76%	16.45%	17.37%	17.52%	18.32%	19.61%	18.66%	17.83%	17.15%	21.62%	19.52%	18.63%	15.35%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
