Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Кунгурская городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	344	16	11	7	2	6	20	5	11	10	20	18	15	11	7	8	12	10	14	9	10	9	12	10	5	4	10	12	10	9	3	3	11	20	4									
		1.86%	2.36%	1.91%	1.38%	1.92%	0.99%	2.27%	1.31%	2.27%	1.87%	1.73%	2.18%	2.29%	1.75%	1.39%	1.65%	2.58%	2.07%	2.56%	1.32%	1.97%	1.78%	2.09%	1.53%	1.44%	0.99%	2.09%	2.41%	1.67%	2.31%	0.72%	1.12%	2.08%	2.11%	2.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6688	218	259	172	40	230	342	153	184	203	410	306	203	224	166	173	158	158	213	231	193	206	192	278	135	129	154	163	220	145	164	94	216	299	57									
		36.23%	32.15%	45.04%	33.86%	38.46%	37.77%	38.82%	40.16%	38.02%	38.01%	35.44%	37.09%	30.95%	35.61%	32.87%	35.74%	33.98%	32.71%	38.94%	33.92%	37.99%	40.63%	33.39%	42.57%	38.90%	32.17%	32.15%	32.73%	36.67%	37.18%	39.14%	35.21%	40.83%	31.47%	38.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	94	6	1	3	0	0	0	0	2	3	8	7	2	0	4	2	3	3	1	1	7	8	1	2	5	6	0	1	3	1	1	2	1	10	0									
		0.51%	0.88%	0.17%	0.59%	0.00%	0.00%	0.00%	0.00%	0.41%	0.56%	0.69%	0.85%	0.30%	0.00%	0.79%	0.41%	0.65%	0.62%	0.18%	0.15%	1.38%	1.58%	0.17%	0.31%	1.44%	1.50%	0.00%	0.20%	0.50%	0.26%	0.24%	0.75%	0.19%	1.05%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	0	0	1	0	1	6	1	0	1	1	0	2	0	1	0	0	2	0	1	0	0	2	0	0	2	0	0	1	2	1	0	0	5	0									
		0.16%	0.00%	0.00%	0.20%	0.00%	0.16%	0.68%	0.26%	0.00%	0.19%	0.09%	0.00%	0.30%	0.00%	0.20%	0.00%	0.00%	0.41%	0.00%	0.15%	0.00%	0.00%	0.35%	0.00%	0.00%	0.50%	0.00%	0.00%	0.17%	0.51%	0.24%	0.00%	0.00%	0.53%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4454	146	115	116	31	152	190	106	151	149	239	186	203	162	132	125	85	129	110	136	99	124	127	136	78	106	123	139	152	75	105	80	131	277	39									
		24.13%	21.53%	20.00%	22.83%	29.81%	24.96%	21.57%	27.82%	31.20%	27.90%	20.66%	22.55%	30.95%	25.76%	26.14%	25.83%	18.28%	26.71%	20.11%	19.97%	19.49%	24.46%	22.09%	20.83%	22.48%	26.43%	25.68%	27.91%	25.33%	19.23%	25.06%	29.96%	24.76%	29.16%	26.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	88	5	0	2	0	4	2	2	2	4	8	5	3	3	0	2	6	6	3	2	2	1	2	1	0	5	3	2	4	1	1	2	2	3	0									
		0.48%	0.74%	0.00%	0.39%	0.00%	0.66%	0.23%	0.52%	0.41%	0.75%	0.69%	0.61%	0.46%	0.48%	0.00%	0.41%	1.29%	1.24%	0.55%	0.29%	0.39%	0.20%	0.35%	0.15%	0.00%	1.25%	0.63%	0.40%	0.67%	0.26%	0.24%	0.75%	0.38%	0.32%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	200	5	9	8	1	4	17	2	7	7	15	12	4	11	7	1	7	2	5	5	7	6	9	4	2	8	3	7	6	4	1	4	4	6	0									
		1.08%	0.74%	1.57%	1.57%	0.96%	0.66%	1.93%	0.52%	1.45%	1.31%	1.30%	1.45%	0.61%	1.75%	1.39%	0.21%	1.51%	0.41%	0.91%	0.73%	1.38%	1.18%	1.57%	0.61%	0.58%	1.99%	0.63%	1.41%	1.00%	1.03%	0.24%	1.50%	0.76%	0.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	0	0	0	0	3	0	0	1	1	2	0	1	2	2	1	0	0	0	0	0	1	1	3	0	1	0	0	1	0	0	2	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.09%	0.12%	0.30%	0.00%	0.20%	0.41%	0.43%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.29%	0.75%	0.00%	0.20%	0.00%	0.00%	0.24%	0.00%	0.00%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	287	14	13	8	1	4	17	2	7	3	20	14	15	8	12	7	5	9	12	10	7	4	8	15	2	8	5	8	5	6	5	4	18	9	2									
		1.55%	2.06%	2.26%	1.57%	0.96%	0.66%	1.93%	0.52%	1.45%	0.56%	1.73%	1.70%	2.29%	1.27%	2.38%	1.45%	1.08%	1.86%	2.19%	1.47%	1.38%	0.79%	1.39%	2.30%	0.58%	1.99%	1.04%	1.61%	0.83%	1.54%	1.19%	1.50%	3.40%	0.95%	1.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2099	65	57	48	5	63	111	34	33	57	165	89	71	81	65	51	83	52	67	98	49	38	87	79	40	54	56	45	89	41	38	22	55	99	12									
		11.37%	9.59%	9.91%	9.45%	4.81%	10.34%	12.60%	8.92%	6.82%	10.67%	14.26%	10.79%	10.82%	12.88%	12.87%	10.54%	17.85%	10.77%	12.25%	14.39%	9.65%	7.50%	15.13%	12.10%	11.53%	13.47%	11.69%	9.04%	14.83%	10.51%	9.07%	8.24%	10.40%	10.42%	8.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	2	1	4	1	3	0	2	0	4	1	1	2	4	0	1	3	2	2	0	5	0	4	2	0	0	2	2	0	0	1	1	0	2	1									
		0.29%	0.29%	0.17%	0.79%	0.96%	0.49%	0.00%	0.52%	0.00%	0.75%	0.09%	0.12%	0.30%	0.64%	0.00%	0.21%	0.65%	0.41%	0.37%	0.00%	0.98%	0.00%	0.70%	0.31%	0.00%	0.00%	0.42%	0.40%	0.00%	0.00%	0.24%	0.37%	0.00%	0.21%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2608	115	69	85	11	88	101	42	57	57	194	108	84	77	74	79	74	53	88	114	87	78	78	88	48	48	85	71	69	69	63	40	56	138	20									
		14.13%	16.96%	12.00%	16.73%	10.58%	14.45%	11.46%	11.02%	11.78%	10.67%	16.77%	13.09%	12.80%	12.24%	14.65%	16.32%	15.91%	10.97%	16.09%	16.74%	17.13%	15.38%	13.57%	13.48%	13.83%	11.97%	17.75%	14.26%	11.50%	17.69%	15.04%	14.98%	10.59%	14.53%	13.42%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
