Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Вяземская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №801	УИК №802	УИК №803	УИК №804									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	250	2	7	11	2	3	5	4	12	15	2	10	3	2	10	6	4	5	3	19	13	13	4	12	8	7	6	14	20	1	8	8	11									
		3.35%	2.33%	6.09%	4.35%	2.78%	2.70%	2.78%	3.45%	3.97%	4.90%	1.09%	4.35%	1.62%	1.98%	2.15%	2.63%	11.43%	3.82%	2.16%	4.21%	5.39%	4.13%	1.66%	3.33%	3.21%	4.83%	5.04%	3.30%	3.11%	0.95%	3.04%	2.04%	4.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	222	2	3	2	2	2	3	2	8	5	2	10	6	1	13	6	0	2	5	14	12	11	10	12	7	3	2	20	27	4	8	12	6									
		2.98%	2.33%	2.61%	0.79%	2.78%	1.80%	1.67%	1.72%	2.65%	1.63%	1.09%	4.35%	3.24%	0.99%	2.79%	2.63%	0.00%	1.53%	3.60%	3.10%	4.98%	3.49%	4.15%	3.33%	2.81%	2.07%	1.68%	4.72%	4.19%	3.81%	3.04%	3.05%	2.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3001	53	65	123	28	48	72	59	126	109	92	95	76	55	184	137	10	67	61	168	77	109	89	126	84	46	48	177	221	38	83	160	115									
		40.22%	61.63%	56.52%	48.62%	38.89%	43.24%	40.00%	50.86%	41.72%	35.62%	50.27%	41.30%	41.08%	54.46%	39.48%	60.09%	28.57%	51.15%	43.88%	37.25%	31.95%	34.60%	36.93%	35.00%	33.73%	31.72%	40.34%	41.75%	34.32%	36.19%	31.56%	40.71%	42.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	1	0	2	0	1	1	0	2	2	0	3	0	1	5	0	0	1	0	0	6	5	1	2	1	2	0	3	11	2	2	5	2									
		0.82%	1.16%	0.00%	0.79%	0.00%	0.90%	0.56%	0.00%	0.66%	0.65%	0.00%	1.30%	0.00%	0.99%	1.07%	0.00%	0.00%	0.76%	0.00%	0.00%	2.49%	1.59%	0.41%	0.56%	0.40%	1.38%	0.00%	0.71%	1.71%	1.90%	0.76%	1.27%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	2	1	0	0	2	1	1	1	1	0	1	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.33%	0.33%	0.00%	0.43%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.22%	0.83%	0.32%	0.00%	0.00%	0.80%	0.69%	0.84%	0.24%	0.16%	0.00%	0.38%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2093	14	19	65	13	39	61	31	63	88	63	64	63	22	162	60	11	39	40	132	72	96	75	99	82	45	27	89	170	30	76	111	72									
		28.05%	16.28%	16.52%	25.69%	18.06%	35.14%	33.89%	26.72%	20.86%	28.76%	34.43%	27.83%	34.05%	21.78%	34.76%	26.32%	31.43%	29.77%	28.78%	29.27%	29.88%	30.48%	31.12%	27.50%	32.93%	31.03%	22.69%	20.99%	26.40%	28.57%	28.90%	28.24%	26.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	0	0	1	0	1	1	1	3	0	1	0	1	1	0	0	0	2	2	0	2	0	1	0	2	2	6	1	1	0	3	0									
		0.43%	0.00%	0.00%	0.00%	1.39%	0.00%	0.56%	0.86%	0.33%	0.98%	0.00%	0.43%	0.00%	0.99%	0.21%	0.00%	0.00%	0.00%	1.44%	0.44%	0.00%	0.63%	0.00%	0.28%	0.00%	1.38%	1.68%	1.42%	0.16%	0.95%	0.00%	0.76%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	0	0	2	1	0	2	0	2	5	0	1	1	1	1	1	1	1	1	2	1	5	1	4	2	2	2	8	3	0	2	2	0									
		0.72%	0.00%	0.00%	0.79%	1.39%	0.00%	1.11%	0.00%	0.66%	1.63%	0.00%	0.43%	0.54%	0.99%	0.21%	0.44%	2.86%	0.76%	0.72%	0.44%	0.41%	1.59%	0.41%	1.11%	0.80%	1.38%	1.68%	1.89%	0.47%	0.00%	0.76%	0.51%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	1	2	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.54%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.69%	0.84%	0.24%	0.31%	0.00%	0.38%	0.51%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	1	0	0	0	6	2	0	6	2	0	0	3	0	3	0	0	1	3	3	3	2	1	5	1	2	1	8	8	0	5	2	1									
		0.92%	1.16%	0.00%	0.00%	0.00%	5.41%	1.11%	0.00%	1.99%	0.65%	0.00%	0.00%	1.62%	0.00%	0.64%	0.00%	0.00%	0.76%	2.16%	0.67%	1.24%	0.63%	0.41%	1.39%	0.40%	1.38%	0.84%	1.89%	1.24%	0.00%	1.90%	0.51%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1112	9	16	34	21	7	24	14	63	44	16	27	22	11	49	11	7	5	14	67	41	49	47	64	35	26	27	67	124	23	60	55	33									
		14.90%	10.47%	13.91%	13.44%	29.17%	6.31%	13.33%	12.07%	20.86%	14.38%	8.74%	11.74%	11.89%	10.89%	10.52%	4.82%	20.00%	3.82%	10.07%	14.86%	17.01%	15.56%	19.50%	17.78%	14.06%	17.93%	22.69%	15.80%	19.25%	21.90%	22.81%	13.99%	12.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	0	1	0	0	0	0	1	0	1	1	0	1	1	2	1	0	0	1	0	3	0	1	0	0	0	4	1	2	0	0	2									
		0.31%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.55%	0.43%	0.00%	0.99%	0.21%	0.88%	2.86%	0.00%	0.00%	0.22%	0.00%	0.95%	0.00%	0.28%	0.00%	0.00%	0.00%	0.94%	0.16%	1.90%	0.00%	0.00%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	237	1	2	9	2	1	4	2	10	9	1	8	6	2	16	1	0	8	2	23	4	11	10	21	10	5	0	10	25	0	8	15	11									
		3.18%	1.16%	1.74%	3.56%	2.78%	0.90%	2.22%	1.72%	3.31%	2.94%	0.55%	3.48%	3.24%	1.98%	3.43%	0.44%	0.00%	6.11%	1.44%	5.10%	1.66%	3.49%	4.15%	5.83%	4.02%	3.45%	0.00%	2.36%	3.88%	0.00%	3.04%	3.82%	4.03%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
