Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Новоалтайская городская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №1876					
21	. Путин Владимир Владимирович	23881	773	858	1008	1113	985	1046	961	443	360	932	741	1212	944	647	1216	1012	1019	939	1218	1199	504	773	603	865	498	1051	411	550					
		71.29%	70.46%	71.86%	76.65%	69.09%	69.76%	65.46%	68.69%	72.98%	67.42%	73.50%	73.15%	72.49%	68.85%	68.90%	76.05%	67.87%	72.17%	76.84%	71.19%	69.51%	77.78%	72.65%	70.61%	71.72%	74.11%	70.63%	70.62%	69.10%					
22	. Хакамада Ирина Муцуовна	1012	35	32	32	55	31	63	51	10	9	43	37	65	48	19	56	51	59	29	60	39	15	24	18	29	16	25	27	34					
		3.02%	3.19%	2.68%	2.43%	3.41%	2.20%	3.94%	3.65%	1.65%	1.69%	3.39%	3.65%	3.89%	3.50%	2.02%	3.50%	3.42%	4.18%	2.37%	3.51%	2.26%	2.31%	2.26%	2.11%	2.40%	2.38%	1.68%	4.64%	4.27%					
23	. Харитонов Николай Михайлович	4853	161	189	152	254	264	286	225	80	96	168	122	213	226	148	170	283	165	127	253	301	55	137	137	156	88	201	72	124					
		14.49%	14.68%	15.83%	11.56%	15.77%	18.70%	17.90%	16.08%	13.18%	17.98%	13.25%	12.04%	12.74%	16.48%	15.76%	10.63%	18.98%	11.69%	10.39%	14.79%	17.45%	8.49%	12.88%	16.04%	12.94%	13.10%	13.51%	12.37%	15.58%					
																																			
24	Против всех	804	16	29	38	33	23	54	32	18	16	30	25	47	32	19	35	36	33	42	47	40	16	30	11	28	11	34	12	17					
		2.40%	1.46%	2.43%	2.89%	2.05%	1.63%	3.38%	2.29%	2.97%	3.00%	2.37%	2.47%	2.81%	2.33%	2.02%	2.19%	2.41%	2.34%	3.44%	2.75%	2.32%	2.47%	2.82%	1.29%	2.32%	1.64%	2.28%	2.06%	2.14%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
