Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Ленинградская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	342	17	12	11	21	23	10	11	10	17	4	23	13	18	15	11	11	9	1	2	2	16	3	9	1	3	2	12	3	12	11	0	7	3	10	9									
		1.33%	1.93%	1.53%	1.64%	1.48%	1.79%	0.99%	1.76%	1.82%	1.49%	0.70%	2.58%	2.10%	1.94%	1.40%	1.09%	1.00%	2.20%	0.56%	1.13%	0.39%	1.08%	0.52%	1.68%	0.39%	0.42%	0.34%	1.46%	0.50%	1.69%	1.79%	0.00%	0.83%	0.39%	1.26%	1.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	780	32	39	28	23	30	22	23	20	38	9	19	17	43	32	22	15	26	5	1	10	45	20	22	7	29	29	39	26	21	22	2	11	12	24	17									
		3.02%	3.64%	4.99%	4.19%	1.62%	2.33%	2.18%	3.67%	3.65%	3.34%	1.57%	2.13%	2.74%	4.64%	2.99%	2.18%	1.37%	6.36%	2.81%	0.56%	1.97%	3.03%	3.44%	4.10%	2.71%	4.10%	4.89%	4.73%	4.31%	2.97%	3.59%	2.20%	1.30%	1.57%	3.02%	2.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	489	12	17	10	21	38	24	7	17	35	5	23	14	20	12	23	19	21	3	1	6	17	6	9	2	9	16	21	8	12	17	3	6	7	19	9									
		1.89%	1.37%	2.17%	1.49%	1.48%	2.95%	2.38%	1.12%	3.10%	3.08%	0.87%	2.58%	2.26%	2.16%	1.12%	2.28%	1.74%	5.13%	1.69%	0.56%	1.18%	1.15%	1.03%	1.68%	0.78%	1.27%	2.70%	2.55%	1.33%	1.69%	2.77%	3.30%	0.71%	0.92%	2.39%	1.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13708	541	300	299	905	657	538	319	239	635	295	422	253	393	620	525	589	200	106	101	349	854	356	285	179	354	262	418	366	342	294	41	520	446	367	338									
		53.11%	61.55%	38.36%	44.69%	63.69%	51.09%	53.37%	50.96%	43.61%	55.80%	51.48%	47.36%	40.81%	42.39%	57.84%	52.08%	53.79%	48.90%	59.55%	57.06%	68.70%	57.59%	61.17%	53.07%	69.38%	50.00%	44.18%	50.73%	60.70%	48.31%	47.96%	45.05%	61.39%	58.45%	46.16%	57.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	165	6	10	4	3	9	11	5	4	7	1	7	4	9	10	10	5	4	0	1	17	6	5	2	0	1	3	3	1	7	5	1	2	1	0	1									
		0.64%	0.68%	1.28%	0.60%	0.21%	0.70%	1.09%	0.80%	0.73%	0.62%	0.17%	0.79%	0.65%	0.97%	0.93%	0.99%	0.46%	0.98%	0.00%	0.56%	3.35%	0.40%	0.86%	0.37%	0.00%	0.14%	0.51%	0.36%	0.17%	0.99%	0.82%	1.10%	0.24%	0.13%	0.00%	0.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	0	4	1	0	1	0	2	1	1	1	1	0	0	1	1	3	1	4	0	0	2	0	0	1	1	0	1	0	3	0	1	0	1	2									
		0.13%	0.00%	0.00%	0.60%	0.07%	0.00%	0.10%	0.00%	0.36%	0.09%	0.17%	0.11%	0.16%	0.00%	0.00%	0.10%	0.09%	0.73%	0.56%	2.26%	0.00%	0.00%	0.34%	0.00%	0.00%	0.14%	0.17%	0.00%	0.17%	0.00%	0.49%	0.00%	0.12%	0.00%	0.13%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4209	73	155	127	189	204	178	118	102	173	76	147	117	188	169	182	182	59	30	44	43	170	90	81	37	163	123	167	109	141	109	13	39	140	146	125									
		16.31%	8.30%	19.82%	18.98%	13.30%	15.86%	17.66%	18.85%	18.61%	15.20%	13.26%	16.50%	18.87%	20.28%	15.76%	18.06%	16.62%	14.43%	16.85%	24.86%	8.46%	11.46%	15.46%	15.08%	14.34%	23.02%	20.74%	20.27%	18.08%	19.92%	17.78%	14.29%	4.60%	18.35%	18.36%	21.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	3	7	4	2	10	1	3	3	4	4	1	7	6	7	2	5	1	0	0	1	9	0	3	0	3	5	1	0	1	1	0	0	1	0	2									
		0.38%	0.34%	0.90%	0.60%	0.14%	0.78%	0.10%	0.48%	0.55%	0.35%	0.70%	0.11%	1.13%	0.65%	0.65%	0.20%	0.46%	0.24%	0.00%	0.00%	0.20%	0.61%	0.00%	0.56%	0.00%	0.42%	0.84%	0.12%	0.00%	0.14%	0.16%	0.00%	0.00%	0.13%	0.00%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	188	6	9	14	4	8	4	7	5	7	8	11	6	8	8	8	9	2	3	1	2	4	6	1	0	6	7	8	1	5	5	1	5	5	3	1									
		0.73%	0.68%	1.15%	2.09%	0.28%	0.62%	0.40%	1.12%	0.91%	0.62%	1.40%	1.23%	0.97%	0.86%	0.75%	0.79%	0.82%	0.49%	1.69%	0.56%	0.39%	0.27%	1.03%	0.19%	0.00%	0.85%	1.18%	0.97%	0.17%	0.71%	0.82%	1.10%	0.59%	0.66%	0.38%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	1	1	2	0	1	5	1	0	1	0	1	1	5	0	2	0	4	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	3	0									
		0.14%	0.11%	0.13%	0.30%	0.00%	0.08%	0.50%	0.16%	0.00%	0.09%	0.00%	0.11%	0.16%	0.54%	0.00%	0.20%	0.00%	0.98%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.39%	0.14%	0.17%	0.12%	0.00%	0.14%	0.00%	0.00%	0.12%	0.00%	0.38%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	171	0	13	1	8	12	6	4	5	7	7	14	2	12	10	5	12	2	0	0	0	13	3	1	0	4	3	5	1	4	6	0	4	2	2	3									
		0.66%	0.00%	1.66%	0.15%	0.56%	0.93%	0.60%	0.64%	0.91%	0.62%	1.22%	1.57%	0.32%	1.29%	0.93%	0.50%	1.10%	0.49%	0.00%	0.00%	0.00%	0.88%	0.52%	0.19%	0.00%	0.56%	0.51%	0.61%	0.17%	0.56%	0.98%	0.00%	0.47%	0.26%	0.25%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4211	147	165	128	187	215	154	102	105	161	123	145	142	149	140	162	178	64	21	9	53	272	58	108	26	98	111	107	67	116	122	27	194	114	183	58									
		16.32%	16.72%	21.10%	19.13%	13.16%	16.72%	15.28%	16.29%	19.16%	14.15%	21.47%	16.27%	22.90%	16.07%	13.06%	16.07%	16.26%	15.65%	11.80%	5.08%	10.43%	18.34%	9.97%	20.11%	10.08%	13.84%	18.72%	12.99%	11.11%	16.38%	19.90%	29.67%	22.90%	14.94%	23.02%	9.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	79	6	2	3	3	7	4	2	3	5	2	1	4	5	2	4	1	3	0	1	1	4	0	0	0	1	3	3	1	2	3	0	0	0	2	1									
		0.31%	0.68%	0.26%	0.45%	0.21%	0.54%	0.40%	0.32%	0.55%	0.44%	0.35%	0.11%	0.65%	0.54%	0.19%	0.40%	0.09%	0.73%	0.00%	0.56%	0.20%	0.27%	0.00%	0.00%	0.00%	0.14%	0.51%	0.36%	0.17%	0.28%	0.49%	0.00%	0.00%	0.00%	0.25%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	880	18	41	22	40	44	25	24	24	32	34	58	27	37	29	36	53	3	6	10	10	35	18	9	2	27	18	26	9	34	6	3	54	30	22	14									
		3.41%	2.05%	5.24%	3.29%	2.81%	3.42%	2.48%	3.83%	4.38%	2.81%	5.93%	6.51%	4.35%	3.99%	2.71%	3.57%	4.84%	0.73%	3.37%	5.65%	1.97%	2.36%	3.09%	1.68%	0.78%	3.81%	3.04%	3.16%	1.49%	4.80%	0.98%	3.30%	6.38%	3.93%	2.77%	2.38%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
