Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Алапаевская городская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098									
		0.43%	0.00%	0.41%	0.18%	0.89%	0.17%	0.48%	1.57%	0.00%	0.85%	0.00%	0.41%	0.54%	0.00%	0.40%	0.00%	0.62%	0.17%	0.39%	1.12%	0.00%	0.00%	0.00%	0.19%	0.56%	0.79%	1.10%	0.00%	0.00%	0.97%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3084	37	178	137	109	135	124	58	121	151	104	176	102	187	61	96	112	134	96	190	52	53	95	136	89	101	79	16	80	75									
		21.39%	28.03%	24.05%	24.08%	24.22%	23.04%	19.65%	18.18%	16.42%	18.26%	15.36%	24.11%	13.73%	28.38%	24.50%	18.75%	23.28%	22.11%	18.75%	19.41%	21.58%	25.48%	21.94%	26.25%	24.79%	26.72%	21.64%	16.67%	21.51%	24.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	76	3	5	2	2	7	4	1	4	4	1	3	7	5	0	0	5	0	1	5	1	2	2	4	4	0	1	0	3	0									
		0.53%	2.27%	0.68%	0.35%	0.44%	1.19%	0.63%	0.31%	0.54%	0.48%	0.15%	0.41%	0.94%	0.76%	0.00%	0.00%	1.04%	0.00%	0.20%	0.51%	0.41%	0.96%	0.46%	0.77%	1.11%	0.00%	0.27%	0.00%	0.81%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	149	0	12	9	9	7	5	5	13	14	3	8	8	4	0	8	5	3	4	7	0	5	3	5	0	4	4	0	2	2									
		1.03%	0.00%	1.62%	1.58%	2.00%	1.19%	0.79%	1.57%	1.76%	1.69%	0.44%	1.10%	1.08%	0.61%	0.00%	1.56%	1.04%	0.50%	0.78%	0.72%	0.00%	2.40%	0.69%	0.97%	0.00%	1.06%	1.10%	0.00%	0.54%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	5	0	0	1	1	1	1	2	0	0	0									
		0.12%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.13%	0.15%	0.00%	0.00%	0.00%	0.17%	0.00%	0.51%	0.00%	0.00%	0.23%	0.19%	0.28%	0.26%	0.55%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	123	1	3	11	1	6	10	4	8	6	5	5	6	5	6	3	1	1	4	24	1	2	1	0	1	3	1	0	3	1									
		0.85%	0.76%	0.41%	1.93%	0.22%	1.02%	1.58%	1.25%	1.09%	0.73%	0.74%	0.68%	0.81%	0.76%	2.41%	0.59%	0.21%	0.17%	0.78%	2.45%	0.41%	0.96%	0.23%	0.00%	0.28%	0.79%	0.27%	0.00%	0.81%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1936	14	97	59	57	81	93	46	126	118	120	109	125	85	35	75	68	93	56	115	32	26	58	47	39	62	22	5	49	24									
		13.43%	10.61%	13.11%	10.37%	12.67%	13.82%	14.74%	14.42%	17.10%	14.27%	17.73%	14.93%	16.82%	12.90%	14.06%	14.65%	14.14%	15.35%	10.94%	11.75%	13.28%	12.50%	13.39%	9.07%	10.86%	16.40%	6.03%	5.21%	13.17%	7.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	1	3	1	3	2	1	1	0	2	2	5	2	2	1	2	2	2	3	0	0	0	2	0	0	2	0	7	0									
		0.32%	0.00%	0.14%	0.53%	0.22%	0.51%	0.32%	0.31%	0.14%	0.00%	0.30%	0.27%	0.67%	0.30%	0.80%	0.20%	0.42%	0.33%	0.39%	0.31%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.55%	0.00%	1.88%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2320	24	105	90	55	97	139	56	134	165	149	129	132	103	34	88	65	97	100	196	36	24	66	69	39	38	41	7	18	24									
		16.09%	18.18%	14.19%	15.82%	12.22%	16.55%	22.03%	17.55%	18.18%	19.95%	22.01%	17.67%	17.77%	15.63%	13.65%	17.19%	13.51%	16.01%	19.53%	20.02%	14.94%	11.54%	15.24%	13.32%	10.86%	10.05%	11.23%	7.29%	4.84%	7.74%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
