Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Тепло-Огаревская 																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  993	УИК  994	УИК  995	УИК  996	УИК  997	УИК  998	УИК  999	УИК  1000	УИК  1001	УИК  1002	УИК  1003	УИК  1004	УИК  1005	УИК  1006	УИК  1007	УИК  1008	УИК  1009	УИК  1010	УИК  1011	УИК  1012	УИК  1013	УИК  1014	УИК  1015	УИК  1016	УИК  1017					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	132	11	0	4	4	9	4	4	6	0	1	2	4	6	12	3	8	3	3	0	13	2	9	13	2	9					
		2.05%	3.74%	0.0%	1.47%	2.72%	3.44%	2.58%	2.72%	2.04%	0.0%	1.16%	3.27%	2.15%	2.29%	3.26%	1.85%	3.46%	1.65%	2.30%	0.0%	3.72%	1.27%	2.22%	2.74%	0.40%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	129	6	1	9	4	3	2	2	4	3	2	0	3	2	5	1	3	12	1	1	2	1	6	17	8	31					
		2.00%	2.04%	0.48%	3.32%	2.72%	1.14%	1.29%	1.36%	1.36%	1.68%	2.32%	0.0%	1.61%	0.76%	1.35%	0.61%	1.29%	6.62%	0.76%	0.83%	0.57%	0.63%	1.48%	3.59%	1.62%	3.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	154	1	8	2	7	4	4	3	10	4	5	3	6	5	6	0	9	7	1	10	9	8	7	11	9	15					
		2.39%	0.34%	3.84%	0.73%	4.76%	1.53%	2.58%	2.04%	3.41%	2.24%	5.81%	4.91%	3.22%	1.91%	1.63%	0.0%	3.89%	3.86%	0.76%	8.33%	2.57%	5.09%	1.72%	2.32%	1.82%	1.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	110	2	2	0	2	4	11	4	3	2	0	1	6	3	4	2	5	2	0	1	5	2	8	8	9	24					
		1.71%	0.68%	0.96%	0.0%	1.36%	1.53%	7.09%	2.72%	1.02%	1.12%	0.0%	1.63%	3.22%	1.14%	1.08%	1.23%	2.16%	1.10%	0.0%	0.83%	1.43%	1.27%	1.97%	1.69%	1.82%	2.95%					
22	"5. ""За Русь Святую"""	63	0	1	1	1	2	1	3	4	1	1	0	1	2	2	1	4	1	2	1	4	6	1	5	5	13					
		0.98%	0.0%	0.48%	0.36%	0.68%	0.76%	0.64%	2.04%	1.36%	0.56%	1.16%	0.0%	0.53%	0.76%	0.54%	0.61%	1.73%	0.55%	1.53%	0.83%	1.14%	3.82%	0.24%	1.05%	1.01%	1.60%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	1	0	1	0	1	1	3	3	0	1	1	1	1	0	0	1	0	3	0	1	0	1	1	2					
		0.35%	0.0%	0.48%	0.0%	0.68%	0.0%	0.64%	0.68%	1.02%	1.68%	0.0%	1.63%	0.53%	0.38%	0.27%	0.0%	0.0%	0.55%	0.0%	2.5%	0.0%	0.63%	0.0%	0.21%	0.20%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	0	2	0	0	3	0	0	0	1	1	0	1	3	1	0	2	1	1	0	3	1	1	6	3	4					
		0.52%	0.0%	0.96%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.56%	1.16%	0.0%	0.53%	1.14%	0.27%	0.0%	0.86%	0.55%	0.76%	0.0%	0.85%	0.63%	0.24%	1.26%	0.60%	0.49%					
25	"8. ""Народно-республиканская партия России"""	28	1	1	3	0	1	1	0	2	0	1	0	2	3	2	2	0	0	2	0	2	1	0	2	2	0					
		0.43%	0.34%	0.48%	1.10%	0.0%	0.38%	0.64%	0.0%	0.68%	0.0%	1.16%	0.0%	1.07%	1.14%	0.54%	1.23%	0.0%	0.0%	1.53%	0.0%	0.57%	0.63%	0.0%	0.42%	0.40%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	2	3					
		0.17%	0.0%	0.48%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.43%	0.0%	0.76%	0.0%	0.0%	0.63%	0.0%	0.0%	0.40%	0.36%					
27	"10. ""Аграрная партия России"""	519	10	26	14	19	30	8	6	19	7	23	2	5	14	26	40	35	12	17	17	42	4	24	41	26	52					
		8.07%	3.40%	12.5%	5.16%	12.92%	11.49%	5.16%	4.08%	6.48%	3.93%	26.74%	3.27%	2.68%	5.36%	7.06%	24.69%	15.15%	6.62%	13.07%	14.16%	12.03%	2.54%	5.92%	8.66%	5.27%	6.41%					
28	"11. ""Истинные патриоты России"""	10	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	1	0	1					
		0.15%	0.68%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.57%	0.0%	0.0%	0.21%	0.0%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	119	7	2	10	2	5	0	1	6	2	2	3	3	9	7	5	1	2	1	0	6	4	6	4	9	22					
		1.85%	2.38%	0.96%	3.69%	1.36%	1.91%	0.0%	0.68%	2.04%	1.12%	2.32%	4.91%	1.61%	3.44%	1.90%	3.08%	0.43%	1.10%	0.76%	0.0%	1.71%	2.54%	1.48%	0.84%	1.82%	2.71%					
30	"13. ""Демократическая партия России"""	15	2	1	1	0	0	0	2	1	0	0	0	1	2	0	1	0	0	0	0	0	1	2	1	0	0					
		0.23%	0.68%	0.48%	0.36%	0.0%	0.0%	0.0%	1.36%	0.34%	0.0%	0.0%	0.0%	0.53%	0.76%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.49%	0.21%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2					
		0.09%	0.0%	0.0%	0.0%	0.68%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.24%					
32	"15. ""Партия СЛОН"""	12	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2					
		0.18%	0.0%	0.48%	0.0%	0.0%	0.76%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.24%	0.0%	0.40%	0.24%					
33	"16. ""Родина"" (народно-патриотический союз)"""	472	21	12	16	6	21	8	2	13	8	3	1	15	26	15	7	17	2	6	6	39	19	35	40	51	83					
		7.34%	7.14%	5.76%	5.90%	4.08%	8.04%	5.16%	1.36%	4.43%	4.49%	3.48%	1.63%	8.06%	9.96%	4.07%	4.32%	7.35%	1.10%	4.61%	5.0%	11.17%	12.10%	8.64%	8.45%	10.34%	10.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	0	1	2	1	2	0	1	2	2	0	1	2	1	1	1	0	0	0	0	1	2	0	1	0	6					
		0.42%	0.0%	0.48%	0.73%	0.68%	0.76%	0.0%	0.68%	0.68%	1.12%	0.0%	1.63%	1.07%	0.38%	0.27%	0.61%	0.0%	0.0%	0.0%	0.0%	0.28%	1.27%	0.0%	0.21%	0.0%	0.73%					
35	"18. ""ЛДПР"""	760	41	13	24	10	26	15	19	26	38	11	13	21	39	67	18	16	29	15	14	39	36	55	44	54	77					
		11.82%	13.94%	6.25%	8.85%	6.80%	9.96%	9.67%	12.92%	8.87%	21.34%	12.79%	21.31%	11.29%	14.94%	18.20%	11.11%	6.92%	16.02%	11.53%	11.66%	11.17%	22.92%	13.58%	9.30%	10.95%	9.49%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	125	12	1	3	2	5	5	3	3	2	0	2	7	2	8	4	6	5	2	1	6	0	4	8	9	25					
		1.94%	4.08%	0.48%	1.10%	1.36%	1.91%	3.22%	2.04%	1.02%	1.12%	0.0%	3.27%	3.76%	0.76%	2.17%	2.46%	2.59%	2.76%	1.53%	0.83%	1.71%	0.0%	0.98%	1.69%	1.82%	3.08%					
37	"20. ""Политическая партия ""Единая Россия"""	1905	116	72	97	55	68	63	78	87	66	20	18	56	73	133	39	79	48	47	41	49	33	111	141	132	183					
		29.63%	39.45%	34.61%	35.79%	37.41%	26.05%	40.64%	53.06%	29.69%	37.07%	23.25%	29.50%	30.10%	27.96%	36.14%	24.07%	34.19%	26.51%	36.15%	34.16%	14.04%	21.01%	27.40%	29.80%	26.77%	22.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	1	0	4	1	0	2	1	0	0	0	0	0	1	3	0	1	1	0	1	0	0	0	1	1	0					
		0.28%	0.34%	0.0%	1.47%	0.68%	0.0%	1.29%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.81%	0.0%	0.43%	0.55%	0.0%	0.83%	0.0%	0.0%	0.0%	0.21%	0.20%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1					
		0.18%	0.68%	0.0%	0.36%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.63%	0.40%	0.12%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1131	52	51	56	22	49	11	10	64	22	12	12	31	46	42	17	20	51	14	8	97	18	94	76	102	154					
		17.59%	17.68%	24.51%	20.66%	14.96%	18.77%	7.09%	6.80%	21.84%	12.35%	13.95%	19.67%	16.66%	17.62%	11.41%	10.49%	8.65%	28.17%	10.76%	6.66%	27.79%	11.46%	23.20%	16.06%	20.68%	18.98%					
																																
41	Против всех	493	5	10	20	4	24	15	3	31	12	4	1	14	14	27	9	21	4	17	14	18	13	36	38	57	82					
		7.66%	1.70%	4.80%	7.38%	2.72%	9.19%	9.67%	2.04%	10.58%	6.74%	4.65%	1.63%	7.52%	5.36%	7.33%	5.55%	9.09%	2.20%	13.07%	11.66%	5.15%	8.28%	8.88%	8.03%	11.56%	10.11%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
