Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Зеленчукская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	65	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.64%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1693	38	70	815	58	13	79	83	6	7	1	0	0	2	0	7	8	0	5	20	59	32	16	0	10	79	28	0	3	1	0	11	14	36	48	140	4	0	0									
		5.21%	15.90%	8.52%	59.49%	4.50%	0.83%	3.86%	5.92%	0.71%	0.67%	0.07%	0.00%	0.00%	0.15%	0.00%	0.83%	0.83%	0.00%	0.48%	2.36%	6.06%	3.47%	1.54%	0.00%	1.73%	7.62%	4.14%	0.00%	0.29%	0.47%	0.00%	2.91%	3.41%	3.24%	4.73%	11.59%	1.08%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	36	0	0	0	3	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.14%	0.00%	0.10%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24757	164	645	350	1013	1339	1607	1089	674	681	1150	20	271	1010	541	614	788	180	848	679	762	715	843	85	480	745	537	110	605	139	171	283	274	1018	803	928	286	1741	569									
		76.23%	68.62%	78.47%	25.55%	78.53%	85.34%	78.58%	77.62%	80.05%	64.92%	78.23%	55.56%	76.77%	74.16%	79.33%	72.84%	81.66%	62.50%	81.85%	79.98%	78.23%	77.63%	81.29%	68.00%	83.19%	71.84%	79.44%	52.38%	57.73%	65.57%	71.85%	74.87%	66.67%	91.71%	79.11%	76.82%	76.88%	95.98%	94.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	0	0	0	9	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.70%	0.00%	0.05%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.31%	0.33%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	5	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0									
		0.10%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.51%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	211	0	0	0	39	0	59	0	0	0	4	0	0	0	2	3	0	0	0	0	10	10	37	0	0	29	0	4	0	0	0	0	6	0	0	0	0	8	0									
		0.65%	0.00%	0.00%	0.00%	3.02%	0.00%	2.89%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.29%	0.36%	0.00%	0.00%	0.00%	0.00%	1.03%	1.09%	3.57%	0.00%	0.00%	2.80%	0.00%	1.90%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	0	0	0	0	30	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	1.91%	1.42%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	0	0	30	0	0	0	0	0	2	4	0	4	0	6	2	0	0	3	0	0	0	0	0	16	28	19	5	2	1	0	0	5	0	0	0	0	0	3									
		0.40%	0.00%	0.00%	2.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.00%	1.13%	0.00%	0.88%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	2.77%	2.70%	2.81%	2.38%	0.19%	0.47%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4860	16	96	120	140	182	210	168	160	349	301	16	76	348	130	215	168	105	179	127	130	119	134	30	68	124	81	90	429	68	66	78	56	25	75	39	80	34	28									
		14.96%	6.69%	11.68%	8.76%	10.85%	11.60%	10.27%	11.97%	19.00%	33.27%	20.48%	44.44%	21.53%	25.55%	19.06%	25.50%	17.41%	36.46%	17.28%	14.96%	13.35%	12.92%	12.92%	24.00%	11.79%	11.96%	11.98%	42.86%	40.94%	32.08%	27.73%	20.63%	13.63%	2.25%	7.39%	3.23%	21.51%	1.87%	4.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	211	0	8	24	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	3	1	0	0	1	19	67	60	0	16	0									
		0.65%	0.00%	0.97%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.47%	0.00%	0.00%	0.24%	1.71%	6.60%	4.97%	0.00%	0.88%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	292	20	0	31	20	0	58	21	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	23	10	0	4	1	0	0	3	10	21	32	0	13	2									
		0.90%	8.37%	0.00%	2.26%	1.55%	0.00%	2.84%	1.50%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	7.20%	0.00%	2.22%	1.48%	0.00%	0.38%	0.47%	0.00%	0.00%	0.73%	0.90%	2.07%	2.65%	0.00%	0.72%	0.33%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
