Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Кемская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235									
		0.18%	0.32%	0.00%	0.00%	0.14%	0.17%	0.00%	0.00%	0.22%	0.00%	0.42%	0.00%	0.29%	0.00%	0.47%	0.46%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1238	165	41	110	140	115	71	14	126	27	58	137	93	32	62	47									
		22.40%	17.67%	21.58%	17.63%	19.31%	19.66%	30.74%	21.88%	28.06%	32.14%	24.47%	26.81%	27.11%	27.12%	28.97%	21.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	3	4	1	4	4	2	0	0	0	0	1	2	0	0	2									
		0.42%	0.32%	2.11%	0.16%	0.55%	0.68%	0.87%	0.00%	0.00%	0.00%	0.00%	0.20%	0.58%	0.00%	0.00%	0.92%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	13	7	7	2	6	0	0	4	0	3	5	0	0	0	4									
		0.92%	1.39%	3.68%	1.12%	0.28%	1.03%	0.00%	0.00%	0.89%	0.00%	1.27%	0.98%	0.00%	0.00%	0.00%	1.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.11%	0.00%	0.16%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	150	19	3	30	28	24	3	3	12	0	6	10	7	0	1	4									
		2.71%	2.03%	1.58%	4.81%	3.86%	4.10%	1.30%	4.69%	2.67%	0.00%	2.53%	1.96%	2.04%	0.00%	0.47%	1.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	675	136	19	79	86	88	29	5	44	4	30	57	44	13	22	19									
		12.21%	14.56%	10.00%	12.66%	11.86%	15.04%	12.55%	7.81%	9.80%	4.76%	12.66%	11.15%	12.83%	11.02%	10.28%	8.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	32	4	13	14	15	2	2	6	1	6	5	6	4	1	1									
		2.03%	3.43%	2.11%	2.08%	1.93%	2.56%	0.87%	3.13%	1.34%	1.19%	2.53%	0.98%	1.75%	3.39%	0.47%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	510	96	10	83	91	55	27	7	39	2	17	19	38	3	5	18									
		9.23%	10.28%	5.26%	13.30%	12.55%	9.40%	11.69%	10.94%	8.69%	2.38%	7.17%	3.72%	11.08%	2.54%	2.34%	8.26%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
