Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Алтайская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195									
		3.05%	2.40%	3.35%	2.57%	2.13%	1.87%	3.39%	4.22%	2.66%	2.92%	4.49%	3.28%	3.24%	1.89%	5.33%	2.52%	0.95%	4.44%	1.96%	1.49%	5.31%	2.57%	4.98%	3.97%	3.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	158	16	9	3	6	7	10	16	8	19	9	0	5	4	2	7	1	1	1	0	2	8	6	10	8									
		1.91%	2.74%	1.58%	1.10%	1.42%	1.31%	2.26%	2.50%	1.64%	2.77%	2.02%	0.00%	1.25%	1.52%	2.67%	1.76%	0.95%	2.22%	0.65%	0.00%	1.77%	1.87%	1.99%	3.61%	2.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3685	207	225	161	170	207	176	261	200	246	171	92	213	158	34	201	70	21	106	76	56	234	128	103	169									
		44.46%	35.45%	39.61%	59.19%	40.19%	38.69%	39.82%	40.78%	40.98%	35.86%	38.43%	75.41%	53.12%	59.85%	45.33%	50.63%	66.67%	46.67%	69.28%	56.72%	49.56%	54.67%	42.52%	37.18%	43.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	6	9	2	3	6	3	4	8	4	4	2	4	1	0	1	0	0	0	1	0	7	1	0	4									
		0.84%	1.03%	1.58%	0.74%	0.71%	1.12%	0.68%	0.63%	1.64%	0.58%	0.90%	1.64%	0.99%	0.38%	0.00%	0.25%	0.00%	0.00%	0.00%	0.75%	0.00%	1.64%	0.33%	0.00%	1.02%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	1	0	2	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0									
		0.13%	0.17%	0.18%	0.00%	0.47%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.82%	0.25%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1506	137	111	50	87	117	104	83	95	141	79	6	30	26	4	63	10	6	26	25	20	83	57	68	78									
		18.17%	23.46%	19.54%	18.38%	20.57%	21.87%	23.53%	12.97%	19.47%	20.55%	17.75%	4.92%	7.48%	9.85%	5.33%	15.87%	9.52%	13.33%	16.99%	18.66%	17.70%	19.39%	18.94%	24.55%	19.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	3	1	1	0	1	1	1	3	5	2	0	1	0	0	2	0	0	2	0	0	1	1	3	1									
		0.35%	0.51%	0.18%	0.37%	0.00%	0.19%	0.23%	0.16%	0.61%	0.73%	0.45%	0.00%	0.25%	0.00%	0.00%	0.50%	0.00%	0.00%	1.31%	0.00%	0.00%	0.23%	0.33%	1.08%	0.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	4	7	1	0	6	1	3	3	5	2	0	0	0	0	4	0	0	0	0	0	0	2	2	2									
		0.51%	0.68%	1.23%	0.37%	0.00%	1.12%	0.23%	0.47%	0.61%	0.73%	0.45%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.72%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2									
		0.12%	0.00%	0.35%	0.37%	0.00%	0.00%	0.23%	0.00%	0.20%	0.15%	0.22%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	8	4	1	3	4	2	5	10	11	6	0	3	0	0	6	0	0	0	0	0	2	0	0	10									
		0.90%	1.37%	0.70%	0.37%	0.71%	0.75%	0.45%	0.78%	2.05%	1.60%	1.35%	0.00%	0.75%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	2.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1789	123	116	26	89	137	95	171	109	183	99	15	118	52	27	77	12	14	12	26	20	47	75	60	86									
		21.58%	21.06%	20.42%	9.56%	21.04%	25.61%	21.49%	26.72%	22.34%	26.68%	22.25%	12.30%	29.43%	19.70%	36.00%	19.40%	11.43%	31.11%	7.84%	19.40%	17.70%	10.98%	24.92%	21.66%	21.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	4	6	0	4	2	5	3	5	4	3	1	0	1	0	3	0	1	0	1	0	1	1	2	1									
		0.58%	0.68%	1.06%	0.00%	0.95%	0.37%	1.13%	0.47%	1.02%	0.58%	0.67%	0.82%	0.00%	0.38%	0.00%	0.76%	0.00%	2.22%	0.00%	0.75%	0.00%	0.23%	0.33%	0.72%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	308	28	22	8	33	27	13	38	17	25	35	0	11	6	0	10	0	0	1	2	2	15	3	5	7									
		3.72%	4.79%	3.87%	2.94%	7.80%	5.05%	2.94%	5.94%	3.48%	3.64%	7.87%	0.00%	2.74%	2.27%	0.00%	2.52%	0.00%	0.00%	0.65%	1.49%	1.77%	3.50%	0.99%	1.81%	1.79%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
