Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Урванская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299									
		0.46%	0.31%	0.38%	0.00%	0.56%	0.37%	0.39%	0.44%	0.61%	0.43%	0.44%	0.41%	0.63%	0.72%	0.21%	0.25%	0.51%	0.55%	0.55%	0.44%	0.59%	0.57%	0.63%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	59	0	9	0	0	0	0	0	0	4	0	0	0	0	6	0	4	7	2	2	6	6	7	6									
		0.15%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.20%	0.35%	0.14%	0.11%	0.35%	0.29%	0.31%	0.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	0	0	2	4	5	0	12	9	0	0	3	4	0	8	0	0	7	4	0	6	3	0	4									
		0.18%	0.00%	0.00%	0.30%	0.56%	0.31%	0.00%	0.48%	0.61%	0.00%	0.00%	0.15%	0.42%	0.00%	0.43%	0.00%	0.00%	0.35%	0.27%	0.00%	0.35%	0.14%	0.00%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	8004	630	345	215	131	372	356	503	280	341	550	396	190	204	391	486	324	396	267	274	240	353	377	383									
		19.75%	24.71%	21.97%	31.99%	18.32%	22.82%	23.42%	20.20%	18.92%	21.11%	21.83%	20.20%	19.96%	21.03%	20.99%	20.25%	16.53%	19.97%	18.26%	15.05%	14.12%	16.89%	16.87%	16.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	0	12	5	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	1.79%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	828	71	38	10	14	24	20	48	28	30	44	28	18	26	31	40	38	41	30	42	34	50	60	63									
		2.04%	2.78%	2.42%	1.49%	1.96%	1.47%	1.32%	1.93%	1.89%	1.86%	1.75%	1.43%	1.89%	2.68%	1.66%	1.67%	1.94%	2.07%	2.05%	2.31%	2.00%	2.39%	2.68%	2.66%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
