Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Волгоград, Советская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9261	262	236	250	252	285	92	305	224	273	162	100	140	33	230	196	275	174	93	379	303	66	275	277	323	276	268	155	201	341	184	373	269	254	232	222	281	265	95	310	41	121	39	46	26	57					
		22.51%	19.89%	20.33%	21.46%	21.93%	22.04%	24.73%	22.28%	17.69%	21.99%	20.98%	13.18%	14.97%	8.25%	22.89%	26.52%	24.71%	25.29%	31.21%	30.08%	29.19%	20.75%	26.04%	23.88%	27.68%	27.71%	25.07%	22.24%	20.68%	23.48%	19.91%	32.41%	26.77%	30.38%	30.93%	23.03%	24.16%	21.72%	7.34%	20.96%	12.58%	17.72%	22.94%	11.33%	14.21%	16.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5898	136	154	150	124	154	61	222	201	157	127	102	125	23	121	80	158	94	27	159	145	33	144	161	150	118	151	109	205	217	182	142	164	87	91	150	211	189	356	249	42	88	29	44	12	54					
		14.34%	10.33%	13.26%	12.88%	10.79%	11.91%	16.40%	16.22%	15.88%	12.65%	16.45%	13.44%	13.37%	5.75%	12.04%	10.83%	14.20%	13.66%	9.06%	12.62%	13.97%	10.38%	13.64%	13.88%	12.85%	11.85%	14.13%	15.64%	21.09%	14.94%	19.70%	12.34%	16.32%	10.41%	12.13%	15.56%	18.14%	15.49%	27.51%	16.84%	12.88%	12.88%	17.06%	10.84%	6.56%	15.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	645	29	24	14	18	21	5	21	49	25	8	9	21	5	14	15	10	7	9	23	19	5	16	18	13	9	20	16	15	18	15	8	10	8	7	19	16	17	13	41	0	8	0	2	3	2					
		1.57%	2.20%	2.07%	1.20%	1.57%	1.62%	1.34%	1.53%	3.87%	2.01%	1.04%	1.19%	2.25%	1.25%	1.39%	2.03%	0.90%	1.02%	3.02%	1.83%	1.83%	1.57%	1.52%	1.55%	1.11%	0.90%	1.87%	2.30%	1.54%	1.24%	1.62%	0.70%	0.99%	0.96%	0.93%	1.97%	1.38%	1.39%	1.00%	2.77%	0.00%	1.17%	0.00%	0.49%	1.64%	0.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9939	408	344	323	363	328	93	356	290	319	196	174	266	48	228	172	275	169	50	300	203	71	270	260	273	243	305	193	187	341	147	247	218	231	185	270	264	278	108	410	45	197	23	141	52	75					
		24.16%	30.98%	29.63%	27.73%	31.59%	25.37%	25.00%	26.00%	22.91%	25.71%	25.39%	22.92%	28.45%	12.00%	22.69%	23.27%	24.71%	24.56%	16.78%	23.81%	19.56%	22.33%	25.57%	22.41%	23.39%	24.40%	28.53%	27.69%	19.24%	23.48%	15.91%	21.46%	21.69%	27.63%	24.67%	28.01%	22.70%	22.79%	8.35%	27.72%	13.80%	28.84%	13.53%	34.73%	28.42%	21.31%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2423	133	84	92	83	143	21	77	94	73	24	22	72	6	59	53	71	57	20	63	41	14	70	67	52	65	60	26	75	108	67	80	50	52	28	38	37	59	25	87	10	51	1	8	3	2					
		5.89%	10.10%	7.24%	7.90%	7.22%	11.06%	5.65%	5.62%	7.42%	5.88%	3.11%	2.90%	7.70%	1.50%	5.87%	7.17%	6.38%	8.28%	6.71%	5.00%	3.95%	4.40%	6.63%	5.78%	4.46%	6.53%	5.61%	3.73%	7.72%	7.44%	7.25%	6.95%	4.98%	6.22%	3.73%	3.94%	3.18%	4.84%	1.93%	5.88%	3.07%	7.47%	0.59%	1.97%	1.64%	0.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12027	310	287	316	273	338	91	353	382	359	245	343	292	268	335	202	306	170	93	297	299	123	269	346	334	264	242	191	262	378	302	279	276	188	192	244	336	380	662	353	177	200	75	154	83	158					
		29.24%	23.54%	24.72%	27.12%	23.76%	26.14%	24.46%	25.79%	30.17%	28.93%	31.74%	45.19%	31.23%	67.00%	33.33%	27.33%	27.49%	24.71%	31.21%	23.57%	28.81%	38.68%	25.47%	29.83%	28.62%	26.51%	22.64%	27.40%	26.95%	26.03%	32.68%	24.24%	27.46%	22.49%	25.60%	25.31%	28.89%	31.15%	51.16%	23.87%	54.29%	29.28%	44.12%	37.93%	45.36%	44.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	314	12	13	6	7	14	5	14	8	14	3	2	11	5	5	4	9	9	3	7	10	1	8	7	10	4	8	0	8	18	13	6	9	5	10	2	6	6	10	9	0	7	2	3	0	1					
		0.76%	0.91%	1.12%	0.52%	0.61%	1.08%	1.34%	1.02%	0.63%	1.13%	0.39%	0.26%	1.18%	1.25%	0.50%	0.54%	0.81%	1.31%	1.01%	0.56%	0.96%	0.31%	0.76%	0.60%	0.86%	0.40%	0.75%	0.00%	0.82%	1.24%	1.41%	0.52%	0.90%	0.60%	1.33%	0.21%	0.52%	0.49%	0.77%	0.61%	0.00%	1.02%	1.18%	0.74%	0.00%	0.28%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
