Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
"Наименование Избирательной комиссии:    Краснодар, Центральная"																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2998	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	500	30	30	160	30	100	30	708	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	944	7	6	16	2	24	10	22	14	11	11	18	16	12	9	9	12	16	12	11	27	11	27	13	13	23	15	12	16	11	11	8	11	8	9	104	16	23	59	12	11	9	115	9	16	9	6	23	8	4	3	11	12	15	12	14	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	818	9	4	4	8	8	0	2	4	8	17	9	6	14	3	19	8	12	7	9	15	27	1	5	30	6	8	14	29	5	15	9	10	6	9	32	28	7	15	8	4	3	7	12	8	8	5	12	10	11	11	6	11	11	9	6	0	0	2	56	60	64	16	56					
14	Число погашенных открепительных удостоверений	2054	23	24	14	28	6	20	8	16	19	19	12	14	18	21	21	18	14	18	19	3	19	3	17	17	7	15	18	14	19	19	22	19	22	21	396	14	7	101	18	89	21	593	21	14	21	24	7	22	26	27	19	18	15	18	16	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	"1. ""ЕДИНЕНИЕ"""	729	31	12	10	11	9	13	19	11	18	8	14	11	11	9	20	14	19	18	14	21	13	19	14	9	9	6	4	9	15	9	11	19	12	9	13	10	9	8	13	5	7	6	6	17	10	7	12	31	11	11	12	4	13	13	24	4	15	0	1	3	8	2	3					
		1.13%	2.77%	1.12%	0.74%	1.25%	0.84%	1.06%	1.64%	0.88%	1.39%	0.56%	1.35%	1.05%	0.87%	1.03%	1.69%	1.25%	1.72%	2.00%	1.42%	1.54%	0.96%	1.83%	2.03%	0.65%	0.74%	0.51%	0.36%	0.75%	1.26%	1.13%	1.41%	2.40%	1.23%	0.73%	1.14%	0.80%	0.70%	0.69%	1.12%	0.49%	0.77%	0.75%	0.44%	1.35%	0.89%	0.73%	0.95%	2.30%	0.94%	0.92%	1.10%	0.36%	1.02%	0.95%	1.70%	1.36%	1.31%	0.0%	1.78%	2.67%	3.47%	1.48%	2.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2452	31	16	45	31	29	42	36	40	42	64	48	26	35	20	43	38	59	34	17	53	53	44	17	39	51	70	61	72	64	32	40	35	47	78	35	41	67	46	54	38	44	45	47	53	24	21	55	42	45	46	40	44	63	48	58	5	24	1	1	2	4	5	2					
		3.82%	2.77%	1.50%	3.36%	3.54%	2.71%	3.42%	3.12%	3.21%	3.24%	4.51%	4.65%	2.5%	2.77%	2.29%	3.65%	3.40%	5.35%	3.78%	1.72%	3.88%	3.93%	4.25%	2.47%	2.81%	4.22%	5.98%	5.60%	6.06%	5.40%	4.03%	5.12%	4.43%	4.83%	6.35%	3.07%	3.30%	5.27%	3.97%	4.65%	3.75%	4.86%	5.67%	3.45%	4.21%	2.15%	2.19%	4.36%	3.12%	3.85%	3.86%	3.67%	4.02%	4.96%	3.51%	4.13%	1.71%	2.10%	2.0%	1.78%	1.78%	1.73%	3.70%	1.42%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1456	26	23	44	20	26	23	28	33	27	32	16	23	39	15	26	17	38	24	34	29	28	27	19	33	28	20	19	15	21	21	22	11	22	40	14	35	17	15	19	17	21	7	20	33	21	21	15	44	32	28	23	31	34	39	26	17	24	2	3	4	10	8	7					
		2.26%	2.32%	2.16%	3.28%	2.28%	2.43%	1.87%	2.42%	2.65%	2.08%	2.25%	1.55%	2.21%	3.09%	1.72%	2.20%	1.52%	3.44%	2.67%	3.45%	2.12%	2.07%	2.61%	2.76%	2.38%	2.31%	1.71%	1.74%	1.26%	1.77%	2.64%	2.82%	1.39%	2.26%	3.25%	1.22%	2.82%	1.33%	1.29%	1.63%	1.67%	2.32%	0.88%	1.47%	2.62%	1.88%	2.19%	1.19%	3.27%	2.73%	2.35%	2.11%	2.83%	2.67%	2.85%	1.85%	5.82%	2.10%	4.0%	5.35%	3.57%	4.34%	5.92%	4.99%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3396	39	44	46	51	43	47	67	55	69	85	69	56	62	34	61	58	55	37	48	81	65	41	43	64	69	89	72	89	70	39	43	50	46	81	50	70	57	79	74	43	48	38	96	81	57	56	83	76	49	52	54	66	86	66	87	11	27	0	2	6	5	4	5					
		5.29%	3.48%	4.14%	3.43%	5.83%	4.02%	3.83%	5.81%	4.42%	5.33%	5.99%	6.68%	5.38%	4.91%	3.90%	5.17%	5.19%	4.99%	4.12%	4.88%	5.94%	4.82%	3.96%	6.25%	4.62%	5.71%	7.61%	6.61%	7.49%	5.91%	4.91%	5.51%	6.33%	4.73%	6.59%	4.38%	5.64%	4.49%	6.82%	6.38%	4.24%	5.30%	4.79%	7.05%	6.43%	5.11%	5.84%	6.59%	5.65%	4.19%	4.37%	4.96%	6.03%	6.77%	4.83%	6.19%	3.76%	2.37%	0.0%	3.57%	5.35%	2.17%	2.96%	3.57%					
22	"5. ""За Русь Святую"""	680	10	13	7	9	14	11	15	15	14	9	10	10	15	6	10	7	6	7	11	12	11	5	9	16	17	5	22	18	15	11	11	11	14	10	6	15	12	14	14	14	12	6	19	14	14	13	10	7	15	25	14	14	9	14	5	10	9	3	2	1	1	2	0					
		1.05%	0.89%	1.22%	0.52%	1.02%	1.30%	0.89%	1.30%	1.20%	1.08%	0.63%	0.96%	0.96%	1.18%	0.68%	0.84%	0.62%	0.54%	0.77%	1.11%	0.88%	0.81%	0.48%	1.31%	1.15%	1.40%	0.42%	2.02%	1.51%	1.26%	1.38%	1.41%	1.39%	1.44%	0.81%	0.52%	1.20%	0.94%	1.20%	1.20%	1.38%	1.32%	0.75%	1.39%	1.11%	1.25%	1.35%	0.79%	0.52%	1.28%	2.10%	1.28%	1.28%	0.70%	1.02%	0.35%	3.42%	0.79%	6.0%	3.57%	0.89%	0.43%	1.48%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	151	4	5	4	1	2	2	6	3	6	4	0	1	1	2	1	0	10	4	1	1	1	3	0	2	1	2	3	1	2	0	1	3	2	1	3	3	2	4	0	2	3	2	4	1	3	0	8	3	2	2	2	2	0	2	2	2	14	0	1	1	0	2	1					
		0.23%	0.35%	0.47%	0.29%	0.11%	0.18%	0.16%	0.52%	0.24%	0.46%	0.28%	0.0%	0.09%	0.07%	0.22%	0.08%	0.0%	0.90%	0.44%	0.10%	0.07%	0.07%	0.29%	0.0%	0.14%	0.08%	0.17%	0.27%	0.08%	0.16%	0.0%	0.12%	0.38%	0.20%	0.08%	0.26%	0.24%	0.15%	0.34%	0.0%	0.19%	0.33%	0.25%	0.29%	0.07%	0.26%	0.0%	0.63%	0.22%	0.17%	0.16%	0.18%	0.18%	0.0%	0.14%	0.14%	0.68%	1.23%	0.0%	1.78%	0.89%	0.0%	1.48%	0.71%					
24	"7. ""Новый курс - Автомобильная Россия"""	678	18	18	11	12	16	11	7	14	20	17	15	8	13	9	9	16	7	7	10	18	10	8	5	5	12	6	7	19	18	11	1	6	14	20	16	10	10	16	13	8	2	8	14	15	9	10	13	17	15	15	12	6	18	15	18	1	12	0	0	0	1	4	2					
		1.05%	1.61%	1.69%	0.82%	1.37%	1.49%	0.89%	0.60%	1.12%	1.54%	1.19%	1.45%	0.76%	1.03%	1.03%	0.76%	1.43%	0.63%	0.77%	1.01%	1.32%	0.74%	0.77%	0.72%	0.36%	0.99%	0.51%	0.64%	1.60%	1.52%	1.38%	0.12%	0.76%	1.44%	1.62%	1.40%	0.80%	0.78%	1.38%	1.12%	0.79%	0.22%	1.00%	1.02%	1.19%	0.80%	1.04%	1.03%	1.26%	1.28%	1.26%	1.10%	0.54%	1.41%	1.09%	1.28%	0.34%	1.05%	0.0%	0.0%	0.0%	0.43%	2.96%	1.42%					
25	"8. ""Народно-республиканская партия России"""	96	0	1	3	1	0	0	4	2	1	1	1	2	5	1	2	2	1	3	1	1	1	0	2	3	8	1	0	4	3	0	0	1	1	1	1	3	1	1	2	2	1	0	1	1	0	1	1	5	2	0	1	1	2	3	1	0	5	0	2	0	0	0	2					
		0.14%	0.0%	0.09%	0.22%	0.11%	0.0%	0.0%	0.34%	0.16%	0.07%	0.07%	0.09%	0.19%	0.39%	0.11%	0.16%	0.17%	0.09%	0.33%	0.10%	0.07%	0.07%	0.0%	0.29%	0.21%	0.66%	0.08%	0.0%	0.33%	0.25%	0.0%	0.0%	0.12%	0.10%	0.08%	0.08%	0.24%	0.07%	0.08%	0.17%	0.19%	0.11%	0.0%	0.07%	0.07%	0.0%	0.10%	0.07%	0.37%	0.17%	0.0%	0.09%	0.09%	0.15%	0.21%	0.07%	0.0%	0.43%	0.0%	3.57%	0.0%	0.0%	0.0%	1.42%					
26	"9. ""Российская экологическая партия ""Зеленые"""	297	7	8	6	6	10	7	8	7	4	6	5	3	8	3	3	2	1	2	4	2	11	3	1	9	5	3	4	7	4	3	6	7	5	7	9	2	6	6	5	6	3	3	5	9	3	8	5	3	2	9	6	3	4	7	9	0	3	0	1	0	0	2	1					
		0.46%	0.62%	0.75%	0.44%	0.68%	0.93%	0.57%	0.69%	0.56%	0.30%	0.42%	0.48%	0.28%	0.63%	0.34%	0.25%	0.17%	0.09%	0.22%	0.40%	0.14%	0.81%	0.29%	0.14%	0.65%	0.41%	0.25%	0.36%	0.58%	0.33%	0.37%	0.76%	0.88%	0.51%	0.57%	0.78%	0.16%	0.47%	0.51%	0.43%	0.59%	0.33%	0.37%	0.36%	0.71%	0.26%	0.83%	0.39%	0.22%	0.17%	0.75%	0.55%	0.27%	0.31%	0.51%	0.64%	0.0%	0.26%	0.0%	1.78%	0.0%	0.0%	1.48%	0.71%					
27	"10. ""Аграрная партия России"""	1099	17	19	20	25	22	22	18	25	29	17	21	18	23	22	18	24	14	14	4	32	17	8	12	24	15	18	18	17	6	11	12	30	24	25	13	19	15	15	19	18	16	14	20	22	25	16	25	20	12	18	23	20	26	22	23	23	4	0	2	4	19	3	2					
		1.71%	1.52%	1.78%	1.49%	2.86%	2.05%	1.79%	1.56%	2.01%	2.24%	1.19%	2.03%	1.73%	1.82%	2.52%	1.52%	2.15%	1.27%	1.55%	0.40%	2.34%	1.26%	0.77%	1.74%	1.73%	1.24%	1.53%	1.65%	1.43%	0.50%	1.38%	1.53%	3.80%	2.46%	2.03%	1.14%	1.53%	1.18%	1.29%	1.63%	1.77%	1.76%	1.76%	1.47%	1.74%	2.24%	1.67%	1.98%	1.48%	1.02%	1.51%	2.11%	1.82%	2.04%	1.61%	1.63%	7.87%	0.35%	0.0%	3.57%	3.57%	8.26%	2.22%	1.42%					
28	"11. ""Истинные патриоты России"""	44	1	0	0	0	0	0	1	0	1	0	1	3	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	2	0	0	1	1	1	2	0	0	3	3	0	0	0	2	0	2	2	0	4	0	0	0	0	0	0					
		0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.07%	0.0%	0.09%	0.28%	0.07%	0.11%	0.0%	0.0%	0.09%	0.11%	0.10%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.08%	0.0%	0.17%	0.0%	0.0%	0.11%	0.12%	0.07%	0.15%	0.0%	0.0%	0.23%	0.22%	0.0%	0.0%	0.0%	0.18%	0.0%	0.14%	0.14%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	567	4	11	11	3	8	7	9	11	17	16	10	10	8	5	14	13	4	7	10	14	8	5	7	10	8	10	11	13	19	8	13	6	10	12	5	13	12	13	9	8	6	9	10	17	16	8	8	11	7	10	14	8	12	8	12	6	6	1	1	1	3	1	0					
		0.88%	0.35%	1.03%	0.82%	0.34%	0.74%	0.57%	0.78%	0.88%	1.31%	1.12%	0.96%	0.96%	0.63%	0.57%	1.18%	1.16%	0.36%	0.77%	1.01%	1.02%	0.59%	0.48%	1.01%	0.72%	0.66%	0.85%	1.01%	1.09%	1.60%	1.00%	1.66%	0.76%	1.02%	0.97%	0.43%	1.04%	0.94%	1.12%	0.77%	0.79%	0.66%	1.13%	0.73%	1.35%	1.43%	0.83%	0.63%	0.81%	0.59%	0.84%	1.28%	0.73%	0.94%	0.58%	0.85%	2.05%	0.52%	2.0%	1.78%	0.89%	1.30%	0.74%	0.0%					
30	"13. ""Демократическая партия России"""	97	2	1	0	2	3	2	0	0	1	2	0	1	3	1	2	0	3	3	0	0	2	1	1	6	1	0	0	1	3	2	2	3	2	0	0	1	2	4	3	0	2	0	1	2	3	4	4	3	2	1	2	2	1	2	2	0	4	0	0	0	1	1	0					
		0.15%	0.17%	0.09%	0.0%	0.22%	0.28%	0.16%	0.0%	0.0%	0.07%	0.14%	0.0%	0.09%	0.23%	0.11%	0.16%	0.0%	0.27%	0.33%	0.0%	0.0%	0.14%	0.09%	0.14%	0.43%	0.08%	0.0%	0.0%	0.08%	0.25%	0.25%	0.25%	0.38%	0.20%	0.0%	0.0%	0.08%	0.15%	0.34%	0.25%	0.0%	0.22%	0.0%	0.07%	0.15%	0.26%	0.41%	0.31%	0.22%	0.17%	0.08%	0.18%	0.18%	0.07%	0.14%	0.14%	0.0%	0.35%	0.0%	0.0%	0.0%	0.43%	0.74%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	70	0	2	1	0	0	1	1	3	1	1	1	2	2	0	1	3	0	0	0	0	0	1	0	0	4	1	0	2	1	2	0	1	2	0	3	0	0	0	3	1	0	3	2	4	4	0	0	0	4	1	2	0	0	0	1	1	3	1	0	0	1	0	3					
		0.10%	0.0%	0.18%	0.07%	0.0%	0.0%	0.08%	0.08%	0.24%	0.07%	0.07%	0.09%	0.19%	0.15%	0.0%	0.08%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.33%	0.08%	0.0%	0.16%	0.08%	0.25%	0.0%	0.12%	0.20%	0.0%	0.26%	0.0%	0.0%	0.0%	0.25%	0.09%	0.0%	0.37%	0.14%	0.31%	0.35%	0.0%	0.0%	0.0%	0.34%	0.08%	0.18%	0.0%	0.0%	0.0%	0.07%	0.34%	0.26%	2.0%	0.0%	0.0%	0.43%	0.0%	2.14%					
32	"15. ""Партия СЛОН"""	90	0	2	1	2	2	2	2	1	2	2	1	1	2	1	3	1	2	2	0	0	1	0	1	2	4	7	2	1	4	0	0	0	3	2	0	4	3	2	0	0	1	3	0	3	2	1	2	2	1	1	4	1	1	0	0	0	3	0	0	0	0	0	0					
		0.14%	0.0%	0.18%	0.07%	0.22%	0.18%	0.16%	0.17%	0.08%	0.15%	0.14%	0.09%	0.09%	0.15%	0.11%	0.25%	0.08%	0.18%	0.22%	0.0%	0.0%	0.07%	0.0%	0.14%	0.14%	0.33%	0.59%	0.18%	0.08%	0.33%	0.0%	0.0%	0.0%	0.30%	0.16%	0.0%	0.32%	0.23%	0.17%	0.0%	0.0%	0.11%	0.37%	0.0%	0.23%	0.17%	0.10%	0.15%	0.14%	0.08%	0.08%	0.36%	0.09%	0.07%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	9374	120	145	195	159	170	177	180	256	188	211	155	161	176	126	152	181	128	135	155	220	188	150	73	183	150	189	145	181	124	88	98	87	117	158	145	229	206	184	201	184	149	114	264	218	160	192	200	222	179	197	134	137	178	230	237	17	20	0	3	16	20	3	14					
		14.60%	10.73%	13.65%	14.56%	18.19%	15.90%	14.44%	15.61%	20.59%	14.52%	14.89%	15.01%	15.48%	13.94%	14.48%	12.90%	16.21%	11.61%	15.03%	15.76%	16.14%	13.95%	14.50%	10.62%	13.23%	12.41%	16.16%	13.31%	15.24%	10.48%	11.08%	12.56%	11.02%	12.03%	12.86%	12.71%	18.46%	16.23%	15.88%	17.34%	18.18%	16.48%	14.37%	19.41%	17.32%	14.34%	20.04%	15.88%	16.53%	15.32%	16.56%	12.32%	12.53%	14.01%	16.83%	16.88%	5.82%	1.75%	0.0%	5.35%	14.28%	8.69%	2.22%	9.99%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	141	5	0	5	1	0	2	3	3	3	2	1	3	2	5	4	3	2	3	1	2	2	1	3	4	0	0	2	1	3	1	0	3	0	0	3	2	3	3	2	2	1	0	1	1	0	2	1	3	8	4	4	2	4	7	6	0	7	0	1	0	2	2	0					
		0.21%	0.44%	0.0%	0.37%	0.11%	0.0%	0.16%	0.26%	0.24%	0.23%	0.14%	0.09%	0.28%	0.15%	0.57%	0.33%	0.26%	0.18%	0.33%	0.10%	0.14%	0.14%	0.09%	0.43%	0.28%	0.0%	0.0%	0.18%	0.08%	0.25%	0.12%	0.0%	0.38%	0.0%	0.0%	0.26%	0.16%	0.23%	0.25%	0.17%	0.19%	0.11%	0.0%	0.07%	0.07%	0.0%	0.20%	0.07%	0.22%	0.68%	0.33%	0.36%	0.18%	0.31%	0.51%	0.42%	0.0%	0.61%	0.0%	1.78%	0.0%	0.86%	1.48%	0.0%					
35	"18. ""ЛДПР"""	5650	102	102	123	68	87	110	90	90	89	119	70	66	119	76	106	80	88	82	88	110	114	90	56	103	97	90	80	69	172	81	79	87	96	95	110	93	74	77	74	60	73	76	86	87	95	69	97	126	118	108	93	108	113	155	103	15	412	5	2	2	12	23	10					
		8.80%	9.12%	9.60%	9.18%	7.78%	8.13%	8.97%	7.80%	7.24%	6.87%	8.39%	6.78%	6.34%	9.42%	8.73%	8.99%	7.16%	7.98%	9.13%	8.95%	8.07%	8.46%	8.70%	8.15%	7.44%	8.02%	7.69%	7.34%	5.81%	14.53%	10.20%	10.12%	11.02%	9.87%	7.73%	9.64%	7.5%	5.83%	6.64%	6.38%	5.92%	8.07%	9.58%	6.32%	6.91%	8.52%	7.20%	7.70%	9.38%	10.10%	9.08%	8.55%	9.88%	8.89%	11.34%	7.33%	5.13%	36.20%	10.0%	3.57%	1.78%	5.21%	17.03%	7.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	722	13	15	18	9	8	19	13	18	13	19	14	15	5	17	16	8	6	7	11	10	14	11	9	17	8	11	9	10	20	15	4	8	9	14	16	21	15	15	14	12	7	5	18	10	11	6	20	13	17	8	12	12	15	11	14	6	18	0	0	2	3	5	3					
		1.12%	1.16%	1.41%	1.34%	1.02%	0.74%	1.55%	1.12%	1.44%	1.00%	1.34%	1.35%	1.44%	0.39%	1.95%	1.35%	0.71%	0.54%	0.77%	1.11%	0.73%	1.03%	1.06%	1.31%	1.22%	0.66%	0.94%	0.82%	0.84%	1.69%	1.88%	0.51%	1.01%	0.92%	1.14%	1.40%	1.69%	1.18%	1.29%	1.20%	1.18%	0.77%	0.63%	1.32%	0.79%	0.98%	0.62%	1.58%	0.96%	1.45%	0.67%	1.10%	1.09%	1.18%	0.80%	0.99%	2.05%	1.58%	0.0%	0.0%	1.78%	1.30%	3.70%	2.14%					
37	"20. ""Политическая партия ""Единая Россия"""	21705	441	383	465	274	374	426	367	384	450	478	352	375	459	330	427	378	394	326	363	437	501	436	251	443	432	378	387	385	392	272	267	271	363	377	446	430	416	367	378	333	281	318	456	379	380	301	416	432	395	361	370	362	414	389	468	88	254	17	19	35	81	31	50					
		33.81%	39.44%	36.06%	34.72%	31.35%	34.98%	34.77%	31.83%	30.89%	34.77%	33.73%	34.10%	36.05%	36.37%	37.93%	36.24%	33.87%	35.75%	36.30%	36.92%	32.06%	37.19%	42.16%	36.53%	32.03%	35.76%	32.33%	35.53%	32.43%	33.13%	34.25%	34.23%	34.34%	37.34%	30.70%	39.12%	34.67%	32.78%	31.69%	32.61%	32.90%	31.08%	40.10%	33.52%	30.12%	34.08%	31.41%	33.04%	32.16%	33.81%	30.36%	34.03%	33.11%	32.59%	28.47%	33.33%	30.13%	22.31%	34.0%	33.92%	31.24%	35.21%	22.96%	35.71%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	1	0	2	1	0	3	1	4	0	2	0	2	1	1	2	0	0	0	2	0	1	3	3	0	3	1	0	0	2	3	1	4	1	0	3	0	0	0	1	1	2	1	1	1	1	0	0	2	0	2	1	2	1	0	2	0	0	0	0	1	0	0	1					
