Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Ясногорская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2925	УИК №2927	УИК №2929	УИК №2931	УИК №2932	УИК №2934	УИК №2936									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	9	0	0	0	2	3	0	0	0	0	0	1	2	0	1	0	3	13	1	4	1	6	1	7	5	5	11	2	6									
		0.76%	2.82%	0.00%	0.00%	0.00%	0.84%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.72%	0.00%	0.36%	0.00%	1.12%	3.58%	0.47%	0.88%	0.18%	0.90%	0.15%	0.85%	0.78%	2.06%	0.99%	0.60%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1									
		0.10%	0.00%	0.00%	0.34%	0.00%	0.84%	0.00%	0.31%	0.57%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	3	0	5	5	0	2	1	0	2	0	1	3	1	0	1	4	1	1	0	4	5	12	9	8	5	2	17	5	7									
		0.95%	0.94%	0.00%	1.72%	3.91%	0.00%	0.95%	0.31%	0.00%	0.58%	0.00%	0.60%	0.96%	0.36%	0.00%	0.36%	1.32%	0.37%	0.28%	0.00%	0.88%	0.88%	1.79%	1.33%	0.97%	0.78%	0.82%	1.52%	1.49%	0.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1577	41	37	40	19	24	9	14	11	40	7	21	37	31	5	29	36	21	22	9	64	59	110	119	171	111	26	252	81	131									
		14.45%	12.85%	16.82%	13.75%	14.84%	10.13%	4.27%	4.33%	6.32%	11.59%	8.14%	12.57%	11.78%	11.15%	4.24%	10.51%	11.84%	7.87%	6.06%	4.19%	14.04%	10.35%	16.42%	17.60%	20.83%	17.32%	10.70%	22.60%	24.18%	17.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	2	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	6	0	1	5	1	0	3	2	2	1	4	2	2									
		0.34%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.72%	0.66%	2.25%	0.00%	0.47%	1.10%	0.18%	0.00%	0.44%	0.24%	0.31%	0.41%	0.36%	0.60%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	406	10	4	7	1	11	7	14	6	4	4	1	9	1	5	1	9	28	4	3	19	14	15	43	39	30	2	64	20	31									
		3.72%	3.13%	1.82%	2.41%	0.78%	4.64%	3.32%	4.33%	3.45%	1.16%	4.65%	0.60%	2.87%	0.36%	4.24%	0.36%	2.96%	10.49%	1.10%	1.40%	4.17%	2.46%	2.24%	6.36%	4.75%	4.68%	0.82%	5.74%	5.97%	4.15%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
