Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Мошенская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
		70.18%	74.44%	74.83%	71.28%	70.65%	83.33%	85.28%	68.16%	74.76%	83.80%	73.15%	58.82%	78.30%	67.86%	77.43%	88.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	0	1	2	0	0	0	0	2	3	1	10	0	0	0	2					
		0.40%	0.00%	0.68%	0.71%	0.00%	0.00%	0.00%	0.00%	0.39%	1.39%	0.39%	0.64%	0.00%	0.00%	0.00%	1.79%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
