Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Назрановская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109									
14	Число погашенных неиспользованных открепительных удостоверений	206	7	9	7	3	7	8	9	8	9	8	9	7	7	9	5	5	2	7	8	9	7	8	7	7	7	7	6	9	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	2255	62	76	61	39	65	89	76	83	84	81	69	91	93	99	180	76	4	67	93	101	107	73	65	89	63	72	75	73	49									
		5.14%	5.23%	4.85%	4.84%	5.71%	4.90%	4.89%	4.94%	4.87%	4.55%	4.59%	4.89%	4.88%	4.87%	4.90%	13.71%	4.87%	4.76%	4.88%	4.90%	4.90%	4.92%	4.93%	4.88%	4.70%	4.84%	4.91%	4.87%	4.87%	4.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	38	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30915	838	1108	896	448	940	1287	1089	1202	1172	1285	998	1318	1350	1428	1007	1104	59	972	1343	1456	1538	1048	941	1285	921	1020	1088	1060	714									
		70.44%	70.66%	70.71%	71.05%	65.59%	70.89%	70.71%	70.71%	70.58%	63.45%	72.76%	70.73%	70.71%	70.75%	70.73%	76.69%	70.72%	70.24%	70.74%	70.72%	70.68%	70.75%	70.72%	70.70%	67.92%	70.74%	69.58%	70.70%	70.71%	70.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	3	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.96%	0.23%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	116	2	3	2	1	2	6	3	3	3	3	3	34	4	4	2	3	0	3	4	4	4	3	3	4	2	3	3	3	2									
		0.26%	0.17%	0.19%	0.16%	0.15%	0.15%	0.33%	0.19%	0.18%	0.16%	0.17%	0.21%	1.82%	0.21%	0.20%	0.15%	0.19%	0.00%	0.22%	0.21%	0.19%	0.18%	0.20%	0.23%	0.21%	0.15%	0.20%	0.19%	0.20%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	590	13	17	14	8	14	20	17	18	19	18	15	20	41	22	110	17	1	15	21	22	24	16	14	20	14	17	17	15	11									
		1.34%	1.10%	1.08%	1.11%	1.17%	1.06%	1.10%	1.10%	1.06%	1.03%	1.02%	1.06%	1.07%	2.15%	1.09%	8.38%	1.09%	1.19%	1.09%	1.11%	1.07%	1.10%	1.08%	1.05%	1.06%	1.08%	1.16%	1.10%	1.00%	1.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1191	24	34	26	17	28	38	32	35	313	34	30	39	40	43	0	34	2	29	40	43	46	31	28	38	27	32	54	31	23									
		2.71%	2.02%	2.17%	2.06%	2.49%	2.11%	2.09%	2.08%	2.06%	16.95%	1.93%	2.13%	2.09%	2.10%	2.13%	0.00%	2.18%	2.38%	2.11%	2.11%	2.09%	2.12%	2.09%	2.10%	2.01%	2.07%	2.18%	3.51%	2.07%	2.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	336	9	13	9	6	10	14	12	17	14	13	11	15	15	16	0	12	1	11	15	16	17	12	11	14	10	12	12	11	8									
		0.77%	0.76%	0.83%	0.71%	0.88%	0.75%	0.77%	0.78%	0.99%	0.76%	0.74%	0.78%	0.80%	0.79%	0.79%	0.00%	0.77%	1.19%	0.80%	0.79%	0.78%	0.78%	0.81%	0.83%	0.74%	0.77%	0.82%	0.78%	0.73%	0.79%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2523	74	98	79	51	83	114	97	110	104	104	89	117	62	127	0	98	5	87	120	131	48	94	84	114	82	97	97	94	63									
		5.75%	6.24%	6.25%	6.26%	7.47%	6.26%	6.26%	6.30%	6.46%	5.63%	5.89%	6.31%	6.28%	3.25%	6.29%	0.00%	6.28%	5.95%	6.33%	6.32%	6.36%	2.21%	6.34%	6.31%	6.03%	6.30%	6.62%	6.30%	6.27%	6.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1107	26	35	27	18	29	40	34	37	38	36	31	11	42	44	3	34	2	30	42	45	253	32	29	40	28	33	33	33	22									
		2.52%	2.19%	2.23%	2.14%	2.64%	2.19%	2.20%	2.21%	2.17%	2.06%	2.04%	2.20%	0.59%	2.20%	2.18%	0.23%	2.18%	2.38%	2.18%	2.21%	2.18%	11.64%	2.16%	2.18%	2.11%	2.15%	2.25%	2.14%	2.20%	2.18%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4601	138	183	147	95	155	212	180	198	100	192	165	219	223	236	11	183	10	160	221	242	0	173	156	213	152	180	160	179	118									
		10.48%	11.64%	11.68%	11.66%	13.91%	11.69%	11.65%	11.69%	11.63%	5.41%	10.87%	11.69%	11.75%	11.69%	11.69%	0.84%	11.72%	11.90%	11.64%	11.64%	11.75%	0.00%	11.67%	11.72%	11.26%	11.67%	12.28%	10.40%	11.94%	11.68%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
