Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    район Коньково																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №3742									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3681	74	67	70	78	93	86	60	87	73	71	103	76	81	107	77	41	101	84	72	108	94	88	118	88	94	85	115	77	83	80	87	82	103	89	50	102	70	76	79	53	76	91	82	90	20									
		11.07%	11.88%	9.85%	11.90%	10.89%	12.16%	9.71%	7.69%	10.10%	10.49%	10.73%	13.55%	11.28%	10.10%	12.81%	10.20%	9.51%	14.79%	13.84%	12.63%	11.70%	12.24%	16.09%	15.99%	10.34%	13.93%	10.76%	15.95%	9.75%	11.51%	9.58%	10.53%	10.35%	12.75%	11.18%	6.85%	9.95%	8.74%	9.52%	10.38%	7.01%	9.90%	10.06%	9.86%	11.12%	16.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1154	29	30	19	31	28	39	23	27	19	17	26	19	17	34	23	18	25	13	23	28	26	15	13	42	25	33	27	40	27	30	37	23	24	29	41	24	21	26	32	24	24	34	27	21	1									
		3.47%	4.65%	4.41%	3.23%	4.33%	3.66%	4.40%	2.95%	3.14%	2.73%	2.57%	3.42%	2.82%	2.12%	4.07%	3.05%	4.18%	3.66%	2.14%	4.04%	3.03%	3.39%	2.74%	1.76%	4.94%	3.70%	4.18%	3.74%	5.06%	3.74%	3.59%	4.48%	2.90%	2.97%	3.64%	5.62%	2.34%	2.62%	3.26%	4.20%	3.17%	3.13%	3.76%	3.25%	2.60%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1413	12	24	25	38	23	50	45	33	24	29	25	24	37	27	28	15	22	14	16	56	36	21	25	44	23	32	30	25	25	47	41	42	30	54	50	39	42	36	37	27	33	32	44	30	1									
		4.25%	1.93%	3.53%	4.25%	5.31%	3.01%	5.64%	5.77%	3.83%	3.45%	4.38%	3.29%	3.56%	4.61%	3.23%	3.71%	3.48%	3.22%	2.31%	2.81%	6.07%	4.69%	3.84%	3.39%	5.17%	3.41%	4.05%	4.16%	3.16%	3.47%	5.63%	4.96%	5.30%	3.71%	6.78%	6.85%	3.80%	5.24%	4.51%	4.86%	3.57%	4.30%	3.54%	5.29%	3.71%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	61	1	4	1	4	1	2	1	2	2	3	1	1	1	1	0	0	1	2	1	1	0	0	0	0	1	2	1	2	2	1	0	4	0	6	0	2	1	1	0	0	0	1	6	1	0									
		0.18%	0.16%	0.59%	0.17%	0.56%	0.13%	0.23%	0.13%	0.23%	0.29%	0.45%	0.13%	0.15%	0.12%	0.12%	0.00%	0.00%	0.15%	0.33%	0.18%	0.11%	0.00%	0.00%	0.00%	0.00%	0.15%	0.25%	0.14%	0.25%	0.28%	0.12%	0.00%	0.51%	0.00%	0.75%	0.00%	0.20%	0.12%	0.13%	0.00%	0.00%	0.00%	0.11%	0.72%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4486	65	98	102	125	93	176	125	128	102	76	88	93	97	99	102	56	57	79	47	149	67	66	72	137	72	104	57	131	90	94	101	113	103	100	146	142	100	134	121	139	118	121	107	88	6									
		13.49%	10.43%	14.41%	17.35%	17.46%	12.16%	19.86%	16.03%	14.87%	14.66%	11.48%	11.58%	13.80%	12.09%	11.86%	13.51%	12.99%	8.35%	13.01%	8.25%	16.14%	8.72%	12.07%	9.76%	16.10%	10.67%	13.16%	7.91%	16.58%	12.48%	11.26%	12.23%	14.27%	12.75%	12.56%	20.00%	13.85%	12.48%	16.79%	15.90%	18.39%	15.36%	13.37%	12.86%	10.88%	5.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4852	60	103	81	112	97	92	114	108	117	81	116	104	123	146	117	55	111	84	82	122	106	96	124	113	105	131	108	139	107	149	140	116	115	88	85	148	138	114	90	119	103	137	114	126	16									
		14.59%	9.63%	15.15%	13.78%	15.64%	12.68%	10.38%	14.62%	12.54%	16.81%	12.24%	15.26%	15.43%	15.34%	17.49%	15.50%	12.76%	16.25%	13.84%	14.39%	13.22%	13.80%	17.55%	16.80%	13.28%	15.56%	16.58%	14.98%	17.59%	14.84%	17.84%	16.95%	14.65%	14.23%	11.06%	11.64%	14.44%	17.23%	14.29%	11.83%	15.74%	13.41%	15.14%	13.70%	15.57%	13.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	206	5	9	2	6	3	6	4	5	10	7	4	5	5	4	5	4	5	2	3	2	5	2	2	10	5	2	5	3	8	7	7	4	2	7	2	6	4	5	4	4	4	4	2	4	2									
		0.62%	0.80%	1.32%	0.34%	0.84%	0.39%	0.68%	0.51%	0.58%	1.44%	1.06%	0.53%	0.74%	0.62%	0.48%	0.66%	0.93%	0.73%	0.33%	0.53%	0.22%	0.65%	0.37%	0.27%	1.18%	0.74%	0.25%	0.69%	0.38%	1.11%	0.84%	0.85%	0.51%	0.25%	0.88%	0.27%	0.59%	0.50%	0.63%	0.53%	0.53%	0.52%	0.44%	0.24%	0.49%	1.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2007	38	51	47	39	47	64	45	100	36	37	37	70	48	43	51	24	39	34	35	37	56	18	46	57	44	39	40	43	42	23	53	39	42	52	27	56	54	58	35	54	41	58	46	59	3									
		6.03%	6.10%	7.50%	7.99%	5.45%	6.14%	7.22%	5.77%	11.61%	5.17%	5.59%	4.87%	10.39%	5.99%	5.15%	6.75%	5.57%	5.71%	5.60%	6.14%	4.01%	7.29%	3.29%	6.23%	6.70%	6.52%	4.94%	5.55%	5.44%	5.83%	2.75%	6.42%	4.92%	5.20%	6.53%	3.70%	5.46%	6.74%	7.27%	4.60%	7.14%	5.34%	6.41%	5.53%	7.29%	2.54%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
