Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Родионово-Несветайская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680									
		0.43%	0.33%	0.00%	0.24%	0.00%	0.62%	1.86%	0.34%	0.00%	0.95%	0.44%	0.00%	0.00%	0.00%	0.75%	0.00%	0.48%	0.47%	0.92%	0.00%	1.18%	0.78%	0.00%	0.22%	0.47%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	0	0	1	1	1	0	0	5	1	1	1	0	0	0	3	0	0	0	2	1	2	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.31%	0.15%	0.34%	0.00%	0.00%	1.11%	0.31%	0.99%	0.49%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.31%	0.10%	0.44%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1141	53	5	67	7	18	61	43	22	53	61	44	17	35	28	38	49	91	44	22	43	111	114	95	20									
		11.27%	8.80%	1.18%	8.08%	5.93%	5.59%	9.44%	14.73%	3.17%	16.83%	13.53%	13.46%	16.83%	16.99%	10.45%	12.71%	7.80%	21.21%	20.28%	12.36%	16.93%	17.24%	11.42%	20.79%	4.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	1	1	7	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.16%	0.23%	0.00%	0.56%	0.39%	1.09%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	2	0	1	0	1	0	1	2	0	2	0	0	0	1	2	4	2	0	0	1	4	4	3	1									
		0.31%	0.33%	0.00%	0.12%	0.00%	0.31%	0.00%	0.34%	0.29%	0.00%	0.44%	0.00%	0.00%	0.00%	0.37%	0.67%	0.64%	0.47%	0.00%	0.00%	0.39%	0.62%	0.40%	0.66%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	2	1	1	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.31%	0.15%	0.34%	0.00%	0.00%	0.44%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.31%	0.10%	0.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	0	0	0	4	0	0	2	0	1	2	4	0	0	0	2	5	5	3	1	3	11	4	7	1									
		0.54%	0.00%	0.00%	0.00%	3.39%	0.00%	0.00%	0.68%	0.00%	0.32%	0.44%	1.22%	0.00%	0.00%	0.00%	0.67%	0.80%	1.17%	1.38%	0.56%	1.18%	1.71%	0.40%	1.53%	0.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1167	57	15	49	22	16	41	70	57	37	49	62	14	30	64	49	72	38	25	16	39	124	131	76	14									
		11.53%	9.47%	3.55%	5.91%	18.64%	4.97%	6.35%	23.97%	8.21%	11.75%	10.86%	18.96%	13.86%	14.56%	23.88%	16.39%	11.46%	8.86%	11.52%	8.99%	15.35%	19.25%	13.13%	16.63%	3.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	0	1	2	0	1	2	1	0	1	1	0	1	0	4	2	0	1	0	0	2	4	1	0									
		0.26%	0.33%	0.00%	0.12%	1.69%	0.00%	0.15%	0.68%	0.14%	0.00%	0.22%	0.31%	0.00%	0.49%	0.00%	1.34%	0.32%	0.00%	0.46%	0.00%	0.00%	0.31%	0.40%	0.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	214	9	4	8	1	4	6	18	6	7	7	10	0	2	9	16	16	6	4	2	10	29	20	20	0									
		2.11%	1.50%	0.95%	0.97%	0.85%	1.24%	0.93%	6.16%	0.86%	2.22%	1.55%	3.06%	0.00%	0.97%	3.36%	5.35%	2.55%	1.40%	1.84%	1.12%	3.94%	4.50%	2.00%	4.38%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
