Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Сосновская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2245					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1333	3	15	2	13	17	4	25	15	22	55	45	60	22	15	40	44	5	5	45	18	12	20	15	25	29	3	3	30	7	65	63	55	35	50	15	20	10	23	43	29	18	23	90	23	25	10	52	33	10	10	6	3	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1292	3	15	1	13	17	4	25	15	22	51	42	60	22	15	40	42	5	2	45	18	8	20	14	24	22	3	2	30	7	65	63	53	35	50	15	18	10	23	43	29	15	23	85	23	25	10	52	33	10	10	4	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	344	2	5	6	0	5	4	5	14	4	12	10	26	5	4	27	20	0	4	14	2	6	4	0	0	6	3	1	12	1	32	8	2	5	6	2	2	1	13	5	12	10	5	13	2	2	3	11	3	3	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	2	0	3	0	0	4	0	1	1	7	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	5	0	0	0	0	0	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	1	4	0	0	1	0	0	1	0	6	4	6	0	0	5	3	0	0	2	1	0	1	2	0	2	0	0	3	1	2	2	2	2	0	1	0	0	1	3	1	3	1	0	0	1	0	1	1	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3916	7	71	5	23	34	19	56	61	80	233	198	263	80	32	181	90	10	8	212	69	32	22	24	36	34	16	9	134	11	212	223	45	42	188	37	20	12	31	47	138	58	38	125	77	50	35	227	136	39	41	11	15	19					
		15.36%	9.72%	11.02%	5.68%	13.53%	9.07%	11.80%	12.33%	12.06%	13.94%	20.40%	19.78%	21.58%	15.90%	14.81%	14.46%	10.43%	11.90%	11.11%	17.59%	22.04%	15.31%	7.67%	8.16%	15.13%	12.41%	11.76%	8.91%	15.33%	7.43%	17.45%	19.73%	18.75%	13.86%	21.76%	13.26%	8.10%	8.05%	22.96%	7.76%	14.56%	8.87%	19.79%	15.66%	10.85%	13.59%	13.78%	20.88%	15.53%	18.31%	16.73%	11.22%	5.00%	17.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3305	4	66	4	5	7	17	45	78	61	197	207	202	60	30	180	104	3	3	176	30	25	47	32	4	45	32	11	94	20	179	171	51	71	89	21	8	3	7	46	123	53	15	102	100	18	15	174	139	26	47	36	22	0					
		12.96%	5.56%	10.25%	4.55%	2.94%	1.87%	10.56%	9.91%	15.42%	10.63%	17.25%	20.68%	16.57%	11.93%	13.89%	14.38%	12.05%	3.57%	4.17%	14.61%	9.58%	11.96%	16.38%	10.88%	1.68%	16.42%	23.53%	10.89%	10.76%	13.51%	14.73%	15.13%	21.25%	23.43%	10.30%	7.53%	3.24%	2.01%	5.19%	7.59%	12.97%	8.10%	7.81%	12.78%	14.08%	4.89%	5.91%	16.01%	15.87%	12.21%	19.18%	36.73%	7.33%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	217	0	3	4	1	3	2	2	8	10	8	12	6	1	0	11	7	0	0	12	3	4	3	3	2	1	0	2	2	1	13	14	3	0	4	4	4	1	0	1	13	4	4	3	3	2	0	12	14	2	4	1	0	0					
		0.85%	0.00%	0.47%	4.55%	0.59%	0.80%	1.24%	0.44%	1.58%	1.74%	0.70%	1.20%	0.49%	0.20%	0.00%	0.88%	0.81%	0.00%	0.00%	0.99%	0.96%	1.91%	1.05%	1.02%	0.84%	0.36%	0.00%	1.98%	0.23%	0.68%	1.07%	1.24%	1.25%	0.00%	0.46%	1.43%	1.62%	0.67%	0.00%	0.17%	1.37%	0.61%	2.08%	0.38%	0.42%	0.54%	0.00%	1.10%	1.60%	0.94%	1.63%	1.02%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3031	7	32	12	25	65	19	64	58	83	176	111	190	50	24	156	89	5	1	157	34	13	24	28	28	38	7	13	137	31	178	186	22	32	90	29	19	20	19	65	104	56	16	71	59	48	8	142	94	27	24	9	21	15					
		11.89%	9.72%	4.97%	13.64%	14.71%	17.33%	11.80%	14.10%	11.46%	14.46%	15.41%	11.09%	15.59%	9.94%	11.11%	12.46%	10.31%	5.95%	1.39%	13.03%	10.86%	6.22%	8.36%	9.52%	11.76%	13.87%	5.15%	12.87%	15.68%	20.95%	14.65%	16.46%	9.17%	10.56%	10.42%	10.39%	7.69%	13.42%	14.07%	10.73%	10.97%	8.56%	8.33%	8.90%	8.31%	13.04%	3.15%	13.06%	10.73%	12.68%	9.80%	9.18%	7.00%	13.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	603	1	23	7	3	4	6	9	13	13	7	35	46	5	2	19	25	0	0	42	7	1	8	1	2	4	1	1	5	3	64	38	8	8	14	1	0	1	2	5	21	16	1	17	12	8	9	41	35	3	2	2	2	0					
		2.36%	1.39%	3.57%	7.95%	1.76%	1.07%	3.73%	1.98%	2.57%	2.26%	0.61%	3.50%	3.77%	0.99%	0.93%	1.52%	2.90%	0.00%	0.00%	3.49%	2.24%	0.48%	2.79%	0.34%	0.84%	1.46%	0.74%	0.99%	0.57%	2.03%	5.27%	3.36%	3.33%	2.64%	1.62%	0.36%	0.00%	0.67%	1.48%	0.83%	2.22%	2.45%	0.52%	2.13%	1.69%	2.17%	3.54%	3.77%	3.99%	1.41%	0.82%	2.04%	0.67%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13895	49	443	56	112	257	95	261	279	312	496	411	490	300	124	683	525	66	60	579	165	133	177	197	160	146	72	65	478	79	551	476	103	146	459	178	189	111	67	433	529	456	116	458	433	234	186	467	447	109	123	39	240	75					
		54.50%	68.06%	68.79%	63.64%	65.88%	68.53%	59.01%	57.49%	55.14%	54.36%	43.43%	41.06%	40.20%	59.64%	57.41%	54.55%	60.83%	78.57%	83.33%	48.05%	52.72%	63.64%	61.67%	67.01%	67.23%	53.28%	52.94%	64.36%	54.69%	53.38%	45.35%	42.12%	42.92%	48.18%	53.13%	63.80%	76.52%	74.50%	49.63%	71.45%	55.80%	69.72%	60.42%	57.39%	60.99%	63.59%	73.23%	42.96%	51.03%	51.17%	50.20%	39.80%	80.00%	67.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	114	0	0	0	0	1	1	3	3	4	6	4	7	1	0	3	6	0	0	8	1	0	1	2	1	1	4	0	5	0	7	9	5	0	7	2	1	0	1	1	5	1	1	5	0	1	0	3	2	1	0	0	0	0					
		0.45%	0.00%	0.00%	0.00%	0.00%	0.27%	0.62%	0.66%	0.59%	0.70%	0.53%	0.40%	0.57%	0.20%	0.00%	0.24%	0.70%	0.00%	0.00%	0.66%	0.32%	0.00%	0.35%	0.68%	0.42%	0.36%	2.94%	0.00%	0.57%	0.00%	0.58%	0.80%	2.08%	0.00%	0.81%	0.72%	0.40%	0.00%	0.74%	0.17%	0.53%	0.15%	0.52%	0.63%	0.00%	0.27%	0.00%	0.28%	0.23%	0.47%	0.00%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
