Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
"Наименование Избирательной комиссии:    Чебоксары, Калининская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3931	70	40	50	65	30	65	66	110	59	62	69	58	76	80	57	45	45	53	90	71	60	75	65	20	98	92	90	80	93	95	113	58	69	89	81	63	86	100	90	77	71	85	55	60	100	90	109	90	70	76	100	70	20	80	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3828	64	40	48	58	23	65	66	110	59	62	68	57	75	77	57	45	37	44	90	71	60	75	65	19	98	89	90	77	92	91	113	49	69	88	80	63	86	100	88	77	70	85	55	60	100	90	109	89	70	76	87	69	20	63	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	5656	24	84	36	27	46	55	78	177	26	138	62	49	43	48	50	69	231	125	37	26	66	80	438	70	78	25	230	49	67	90	155	167	219	57	125	54	111	35	78	84	40	28	27	71	40	48	83	100	215	96	72	23	82	27	187	808					
14	Число погашенных неиспользованных открепительных удостоверений	103	6	0	2	7	7	0	0	0	0	0	1	1	1	3	0	0	8	9	0	0	0	0	0	1	0	3	0	3	1	4	0	9	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	13	1	0	17	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	1	0	0	2	0	0	1	1	1	3	3	0	0	1	1	1	0	3	1	2	2	3	2	0	0	1	3	2	2	1	0	0	0	0	1	2	0	6	0	2	2	0	1	1	2	1	1	2	3	1	2	1	0	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	1226	22	12	16	19	10	19	15	43	22	24	24	16	20	19	19	31	12	14	22	32	13	27	26	10	30	41	41	21	22	32	25	16	18	31	22	28	33	34	10	36	21	22	17	23	30	31	15	15	23	14	35	34	7	10	0	2					
		1.69%	1.99%	1.54%	1.57%	2.09%	1.45%	1.49%	1.20%	2.45%	1.69%	1.93%	1.68%	1.69%	1.37%	1.21%	1.85%	3.63%	1.21%	1.24%	1.29%	2.39%	0.90%	1.93%	1.73%	1.66%	1.94%	2.38%	2.59%	1.60%	1.23%	1.75%	1.36%	1.35%	1.36%	2.02%	1.57%	1.78%	1.85%	2.01%	0.70%	2.36%	1.73%	1.68%	1.54%	1.94%	1.85%	2.26%	1.19%	1.22%	1.78%	1.02%	2.02%	2.66%	1.25%	0.94%	0.00%	0.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	743	19	16	23	4	2	14	15	25	11	8	16	4	18	40	9	10	11	9	24	15	14	17	2	3	20	15	15	17	10	17	18	13	13	22	16	14	19	25	11	15	7	10	13	12	21	11	6	11	7	2	23	11	5	11	1	3					
		1.03%	1.72%	2.05%	2.26%	0.44%	0.29%	1.10%	1.20%	1.43%	0.85%	0.64%	1.12%	0.42%	1.23%	2.56%	0.87%	1.17%	1.11%	0.80%	1.41%	1.12%	0.97%	1.21%	0.13%	0.50%	1.29%	0.87%	0.95%	1.29%	0.56%	0.93%	0.98%	1.09%	0.98%	1.43%	1.14%	0.89%	1.07%	1.47%	0.77%	0.98%	0.58%	0.76%	1.18%	1.01%	1.30%	0.80%	0.48%	0.90%	0.54%	0.15%	1.33%	0.86%	0.89%	1.03%	0.48%	0.37%					
20	3.Политическая партия «Демократическая партия России»	72	2	2	2	2	1	0	3	1	1	1	6	0	1	2	0	0	0	1	3	1	1	2	1	0	1	4	1	1	0	1	4	2	0	3	2	0	2	1	3	0	0	0	0	2	3	1	1	1	0	2	1	2	1	0	0	0					
		0.10%	0.18%	0.26%	0.20%	0.22%	0.14%	0.00%	0.24%	0.06%	0.08%	0.08%	0.42%	0.00%	0.07%	0.13%	0.00%	0.00%	0.00%	0.09%	0.18%	0.07%	0.07%	0.14%	0.07%	0.00%	0.06%	0.23%	0.06%	0.08%	0.00%	0.05%	0.22%	0.17%	0.00%	0.20%	0.14%	0.00%	0.11%	0.06%	0.21%	0.00%	0.00%	0.00%	0.00%	0.17%	0.19%	0.07%	0.08%	0.08%	0.00%	0.15%	0.06%	0.16%	0.18%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11835	207	146	178	147	90	227	210	265	271	231	208	158	293	265	190	178	169	162	317	254	248	193	248	82	278	312	293	227	289	276	296	156	217	262	255	231	297	275	219	251	182	223	160	193	265	219	207	167	145	206	332	203	78	148	9	27					
		16.35%	18.72%	18.74%	17.50%	16.19%	13.02%	17.79%	16.87%	15.11%	20.86%	18.55%	14.54%	16.72%	20.00%	16.94%	18.46%	20.84%	17.07%	14.40%	18.57%	18.99%	17.22%	13.77%	16.53%	13.60%	17.94%	18.14%	18.54%	17.26%	16.11%	15.09%	16.10%	13.13%	16.44%	17.07%	18.21%	14.67%	16.65%	16.22%	15.39%	16.46%	15.02%	16.99%	14.48%	16.31%	16.37%	15.97%	16.44%	13.62%	11.21%	14.95%	19.17%	15.91%	13.95%	13.90%	4.31%	3.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	431	7	2	13	2	3	4	12	9	5	4	6	2	13	9	2	4	4	9	4	4	5	5	4	9	10	8	7	5	12	16	9	11	13	22	15	12	14	16	7	11	8	11	10	13	16	2	5	10	4	7	7	5	2	1	1	0					
		0.60%	0.63%	0.26%	1.28%	0.22%	0.43%	0.31%	0.96%	0.51%	0.38%	0.32%	0.42%	0.21%	0.89%	0.58%	0.19%	0.47%	0.40%	0.80%	0.23%	0.30%	0.35%	0.36%	0.27%	1.49%	0.65%	0.47%	0.44%	0.38%	0.67%	0.87%	0.49%	0.93%	0.98%	1.43%	1.07%	0.76%	0.78%	0.94%	0.49%	0.72%	0.66%	0.84%	0.90%	1.10%	0.99%	0.15%	0.40%	0.82%	0.31%	0.51%	0.40%	0.39%	0.36%	0.09%	0.48%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	190	5	5	4	0	1	3	5	8	5	4	4	0	8	3	6	0	2	1	2	3	3	3	3	1	8	4	3	2	4	3	5	4	1	6	0	5	7	3	3	7	3	4	1	6	4	2	4	4	3	3	8	2	1	1	0	0					
		0.26%	0.45%	0.64%	0.39%	0.00%	0.14%	0.24%	0.40%	0.46%	0.38%	0.32%	0.28%	0.00%	0.55%	0.19%	0.58%	0.00%	0.20%	0.09%	0.12%	0.22%	0.21%	0.21%	0.20%	0.17%	0.52%	0.23%	0.19%	0.15%	0.22%	0.16%	0.27%	0.34%	0.08%	0.39%	0.00%	0.32%	0.39%	0.18%	0.21%	0.46%	0.25%	0.30%	0.09%	0.51%	0.25%	0.15%	0.32%	0.33%	0.23%	0.22%	0.46%	0.16%	0.18%	0.09%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8105	111	74	105	116	97	151	171	154	144	125	180	118	154	156	107	80	135	150	193	135	146	135	202	61	168	177	167	138	219	189	212	150	139	182	132	205	220	173	206	156	144	171	155	141	208	148	124	147	138	136	208	137	68	130	3	14					
		11.20%	10.04%	9.50%	10.32%	12.78%	14.04%	11.83%	13.73%	8.78%	11.09%	10.04%	12.58%	12.49%	10.51%	9.97%	10.40%	9.37%	13.64%	13.33%	11.31%	10.10%	10.14%	9.63%	13.47%	10.12%	10.84%	10.29%	10.57%	10.49%	12.21%	10.33%	11.53%	12.63%	10.53%	11.86%	9.43%	13.02%	12.33%	10.21%	14.48%	10.23%	11.88%	13.03%	14.03%	11.92%	12.85%	10.80%	9.85%	11.99%	10.66%	9.87%	12.01%	10.74%	12.16%	12.21%	1.44%	1.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9880	199	116	125	153	89	157	175	240	190	166	163	132	184	248	156	126	114	145	273	231	230	158	165	57	220	266	215	189	271	247	262	149	196	257	200	227	224	270	206	227	146	178	149	144	233	167	132	151	176	189	211	154	57	141	12	22					
		13.65%	17.99%	14.89%	12.29%	16.85%	12.88%	12.30%	14.06%	13.68%	14.63%	13.33%	11.39%	13.97%	12.56%	15.86%	15.16%	14.75%	11.52%	12.89%	15.99%	17.28%	15.97%	11.27%	11.00%	9.45%	14.19%	15.47%	13.61%	14.37%	15.11%	13.50%	14.25%	12.54%	14.85%	16.74%	14.29%	14.41%	12.56%	15.93%	14.48%	14.89%	12.05%	13.57%	13.48%	12.17%	14.39%	12.18%	10.48%	12.32%	13.60%	13.72%	12.18%	12.07%	10.20%	13.24%	5.74%	2.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1012	14	14	10	11	7	13	18	22	21	20	16	9	24	26	14	9	18	18	29	25	39	18	18	8	22	27	29	14	21	26	23	14	21	17	14	16	29	15	19	18	20	17	18	10	35	13	19	13	24	18	21	20	11	21	1	5					
		1.40%	1.27%	1.80%	0.98%	1.21%	1.01%	1.02%	1.45%	1.25%	1.62%	1.61%	1.12%	0.95%	1.64%	1.66%	1.36%	1.05%	1.82%	1.60%	1.70%	1.87%	2.71%	1.28%	1.20%	1.33%	1.42%	1.57%	1.84%	1.06%	1.17%	1.42%	1.25%	1.18%	1.59%	1.11%	1.00%	1.02%	1.63%	0.88%	1.34%	1.18%	1.65%	1.30%	1.63%	0.85%	2.16%	0.95%	1.51%	1.06%	1.85%	1.31%	1.21%	1.57%	1.97%	1.97%	0.48%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	37311	497	365	504	436	374	666	592	947	599	625	776	483	700	746	497	408	503	585	803	608	703	820	798	364	750	832	780	669	919	972	943	647	680	692	716	815	900	848	703	778	662	655	558	619	777	751	720	684	744	767	850	684	318	585	178	716					
		51.54%	44.94%	46.85%	49.56%	48.02%	54.12%	52.19%	47.55%	53.99%	46.11%	50.20%	54.23%	51.11%	47.78%	47.70%	48.30%	47.78%	50.81%	52.00%	47.04%	45.47%	48.82%	58.49%	53.20%	60.36%	48.39%	48.37%	49.37%	50.87%	51.23%	53.14%	51.28%	54.46%	51.52%	45.08%	51.14%	51.75%	50.45%	50.03%	49.40%	51.02%	54.62%	49.92%	50.50%	52.32%	47.99%	54.78%	57.19%	55.79%	57.50%	55.66%	49.08%	53.61%	56.89%	54.93%	85.17%	88.72%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	719	10	13	21	13	2	8	12	15	14	10	7	8	28	31	10	7	14	18	22	12	17	7	15	4	16	18	9	19	20	23	9	14	10	17	14	9	20	18	18	15	10	13	16	8	10	9	12	8	8	12	13	13	9	8	0	3					
		0.99%	0.90%	1.67%	2.06%	1.43%	0.29%	0.63%	0.96%	0.86%	1.08%	0.80%	0.49%	0.85%	1.91%	1.98%	0.97%	0.82%	1.41%	1.60%	1.29%	0.90%	1.18%	0.50%	1.00%	0.66%	1.03%	1.05%	0.57%	1.44%	1.11%	1.26%	0.49%	1.18%	0.76%	1.11%	1.00%	0.57%	1.12%	1.06%	1.26%	0.98%	0.83%	0.99%	1.45%	0.68%	0.62%	0.66%	0.95%	0.65%	0.62%	0.87%	0.75%	1.02%	1.61%	0.75%	0.00%	0.37%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
