Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Заринская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400									
		1.15%	1.26%	1.21%	1.05%	1.90%	0.87%	0.97%	1.52%	1.48%	1.15%	0.73%	1.42%	1.01%	1.03%	1.73%	0.95%	1.32%	1.16%	1.06%	0.64%	0.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	552	27	26	36	33	19	23	25	30	28	24	29	37	29	34	27	26	20	26	49	4									
		3.45%	3.09%	3.14%	4.71%	3.91%	2.07%	3.73%	2.71%	3.69%	3.21%	2.91%	3.42%	4.67%	3.72%	4.53%	4.29%	3.12%	2.57%	3.43%	4.51%	0.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	338	19	19	9	15	15	8	18	16	26	17	20	17	27	16	22	16	6	20	22	10									
		2.11%	2.17%	2.29%	1.18%	1.78%	1.64%	1.30%	1.95%	1.97%	2.99%	2.06%	2.36%	2.15%	3.47%	2.13%	3.50%	1.92%	0.77%	2.64%	2.03%	2.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5568	302	264	261	286	313	215	322	257	353	262	267	272	265	258	197	319	290	260	389	216									
		34.80%	34.55%	31.85%	34.16%	33.89%	34.13%	34.85%	34.85%	31.65%	40.53%	31.72%	31.49%	34.34%	34.02%	34.35%	31.32%	38.25%	37.23%	34.35%	35.82%	46.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	128	7	7	12	6	11	5	9	7	7	8	10	2	7	5	5	1	7	5	5	2									
		0.80%	0.80%	0.84%	1.57%	0.71%	1.20%	0.81%	0.97%	0.86%	0.80%	0.97%	1.18%	0.25%	0.90%	0.67%	0.79%	0.12%	0.90%	0.66%	0.46%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	1	1	0	1	0	0	1	0	2	0	0	1	2	1	2	1	0	2	1									
		0.11%	0.11%	0.12%	0.13%	0.00%	0.11%	0.00%	0.00%	0.12%	0.00%	0.24%	0.00%	0.00%	0.13%	0.27%	0.16%	0.24%	0.13%	0.00%	0.18%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3608	216	189	186	181	207	143	210	196	164	175	184	180	160	175	147	201	201	168	243	82									
		22.55%	24.71%	22.80%	24.35%	21.45%	22.57%	23.18%	22.73%	24.14%	18.83%	21.19%	21.70%	22.73%	20.54%	23.30%	23.37%	24.10%	25.80%	22.19%	22.38%	17.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	83	2	5	5	5	5	3	1	6	6	6	7	4	8	4	1	5	6	2	2	0									
		0.52%	0.23%	0.60%	0.65%	0.59%	0.55%	0.49%	0.11%	0.74%	0.69%	0.73%	0.83%	0.51%	1.03%	0.53%	0.16%	0.60%	0.77%	0.26%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	128	6	6	3	7	13	2	3	9	6	8	11	7	5	11	8	1	3	6	8	5									
		0.80%	0.69%	0.72%	0.39%	0.83%	1.42%	0.32%	0.32%	1.11%	0.69%	0.97%	1.30%	0.88%	0.64%	1.46%	1.27%	0.12%	0.39%	0.79%	0.74%	1.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	1	4	1	0	0	2	1	0	0	0	0	0	3	2	1	1	1	1	0									
		0.11%	0.00%	0.12%	0.52%	0.12%	0.00%	0.00%	0.22%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.32%	0.12%	0.13%	0.13%	0.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	225	10	14	15	5	17	6	12	8	17	18	18	14	13	8	6	12	7	3	19	3									
		1.41%	1.14%	1.69%	1.96%	0.59%	1.85%	0.97%	1.30%	0.99%	1.95%	2.18%	2.12%	1.77%	1.67%	1.07%	0.95%	1.44%	0.90%	0.40%	1.75%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2431	135	122	86	112	163	82	151	128	122	133	132	125	102	118	94	117	135	124	194	56									
		15.20%	15.45%	14.72%	11.26%	13.27%	17.78%	13.29%	16.34%	15.76%	14.01%	16.10%	15.57%	15.78%	13.09%	15.71%	14.94%	14.03%	17.33%	16.38%	17.86%	12.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	4	2	1	2	3	2	3	2	4	1	6	3	1	0	0	2	2	1	2	0									
		0.26%	0.46%	0.24%	0.13%	0.24%	0.33%	0.32%	0.32%	0.25%	0.46%	0.12%	0.71%	0.38%	0.13%	0.00%	0.00%	0.24%	0.26%	0.13%	0.18%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2278	117	146	117	151	123	106	137	119	120	151	132	106	128	82	91	90	68	116	112	66									
		14.24%	13.39%	17.61%	15.31%	17.89%	13.41%	17.18%	14.83%	14.66%	13.78%	18.28%	15.57%	13.38%	16.43%	10.92%	14.47%	10.79%	8.73%	15.32%	10.31%	14.19%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
