Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Зеленодольская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	596	8	4	33	30	32	8	6	12	24	11	8	19	7	2	2	6	7	5	28	21	11	13	12	13	20	20	11	8	12	17	13	5	21	16	17	5	4	2	4	2	3	9	24	6	3	10	2	2	2	2	5	6	5	2	7	3	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	361	5	4	11	28	32	0	0	3	19	8	1	19	7	2	0	1	0	1	18	21	4	7	6	7	7	15	10	2	3	15	6	5	21	11	17	4	4	0	2	1	0	2	15	2	1	2	2	0	0	0	5	2	0	0	2	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	496	6	7	8	22	5	8	19	8	6	12	8	14	3	3	2	2	2	5	33	7	0	2	3	68	6	4	7	4	9	11	66	6	17	6	14	0	8	4	4	2	3	7	18	3	1	8	4	2	0	0	5	7	4	2	2	3	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	235	3	0	22	2	0	8	6	9	5	3	7	0	0	0	2	5	7	4	10	0	7	6	6	6	13	5	1	6	9	2	7	0	0	5	0	1	0	2	2	1	3	7	9	4	2	8	0	2	2	2	0	4	5	2	5	3	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1205	6	10	136	16	201	10	8	28	4	88	62	80	5	0	1	2	1	0	19	19	29	12	23	8	6	9	1	5	0	4	3	1	113	3	106	7	2	0	0	1	3	3	110	29	4	5	5	1	3	2	2	1	4	0	0	2	1	1					
		2.88%	1.12%	3.16%	6.14%	0.83%	9.62%	1.73%	1.84%	3.13%	0.26%	12.50%	11.68%	6.23%	0.95%	0.00%	0.50%	0.45%	0.19%	0.00%	0.89%	1.32%	3.83%	1.33%	2.67%	0.81%	0.43%	0.67%	0.13%	0.50%	0.00%	0.51%	0.31%	0.51%	7.97%	0.27%	9.33%	1.46%	0.68%	0.00%	0.00%	0.75%	1.16%	0.46%	7.07%	6.33%	1.63%	0.72%	2.73%	0.58%	1.70%	1.05%	0.54%	0.23%	1.08%	0.00%	0.00%	0.80%	0.76%	0.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1759	20	9	107	26	161	12	5	67	114	75	88	133	2	1	1	0	1	1	34	73	28	77	19	11	10	110	30	57	48	15	55	1	96	84	71	5	1	0	0	1	2	2	48	17	3	16	2	1	2	1	3	1	6	1	0	2	1	2					
		4.20%	3.72%	2.85%	4.83%	1.34%	7.71%	2.07%	1.15%	7.49%	7.54%	10.65%	16.57%	10.35%	0.38%	0.58%	0.50%	0.00%	0.19%	0.25%	1.60%	5.06%	3.70%	8.56%	2.20%	1.12%	0.71%	8.14%	3.78%	5.75%	5.12%	1.92%	5.64%	0.51%	6.77%	7.60%	6.25%	1.04%	0.34%	0.00%	0.00%	0.75%	0.77%	0.30%	3.08%	3.71%	1.22%	2.30%	1.09%	0.58%	1.14%	0.52%	0.81%	0.23%	1.61%	1.19%	0.00%	0.80%	0.76%	0.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	3	2	7	4	43	0	5	3	0	3	3	11	1	0	0	0	0	0	5	3	0	1	2	2	2	0	0	2	0	2	0	0	10	2	7	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0					
		0.32%	0.56%	0.63%	0.32%	0.21%	2.06%	0.00%	1.15%	0.34%	0.00%	0.43%	0.56%	0.86%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.21%	0.00%	0.11%	0.23%	0.20%	0.14%	0.00%	0.00%	0.20%	0.00%	0.26%	0.00%	0.00%	0.71%	0.18%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.44%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4274	32	9	393	326	505	21	40	117	163	127	68	166	4	2	1	5	1	2	64	110	32	43	24	127	201	107	97	46	103	11	105	1	212	132	174	7	3	3	12	2	2	85	313	85	18	102	4	1	5	5	10	4	10	3	23	1	2	3					
		10.20%	5.95%	2.85%	17.73%	16.86%	24.17%	3.63%	9.20%	13.07%	10.79%	18.04%	12.81%	12.92%	0.76%	1.16%	0.50%	1.13%	0.19%	0.50%	3.01%	7.62%	4.23%	4.78%	2.78%	12.88%	14.30%	7.92%	12.22%	4.64%	10.98%	1.41%	10.77%	0.51%	14.95%	11.95%	15.32%	1.46%	1.01%	3.30%	3.51%	1.49%	0.77%	12.96%	20.12%	18.56%	7.35%	14.68%	2.19%	0.58%	2.84%	2.62%	2.71%	0.91%	2.69%	3.57%	4.32%	0.40%	1.53%	1.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	275	3	2	4	7	92	6	2	18	5	14	17	17	2	0	0	0	0	0	16	6	0	2	0	2	0	0	0	4	0	2	0	0	18	2	11	0	1	0	0	0	0	0	7	5	0	7	0	0	0	0	0	0	2	0	0	1	0	0					
		0.66%	0.56%	0.63%	0.18%	0.36%	4.40%	1.04%	0.46%	2.01%	0.33%	1.99%	3.20%	1.32%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.42%	0.00%	0.22%	0.00%	0.20%	0.00%	0.00%	0.00%	0.40%	0.00%	0.26%	0.00%	0.00%	1.27%	0.18%	0.97%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	1.09%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.40%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33766	473	280	1567	1547	980	530	359	651	1219	387	283	858	511	170	197	433	527	395	1988	1211	668	747	795	830	1180	1112	660	869	787	741	805	192	945	877	729	460	289	85	330	130	252	562	988	318	220	552	172	170	166	183	354	431	350	80	510	244	127	290					
		80.62%	87.92%	88.61%	70.71%	79.99%	46.91%	91.54%	82.53%	72.74%	80.68%	54.97%	53.30%	66.77%	97.15%	98.27%	98.01%	97.96%	99.43%	99.25%	93.38%	83.86%	88.24%	83.00%	92.12%	84.18%	83.93%	82.31%	83.12%	87.60%	83.90%	94.76%	82.56%	98.46%	66.64%	79.37%	64.17%	96.03%	97.64%	93.41%	96.49%	97.01%	97.30%	85.67%	63.50%	69.43%	89.80%	79.42%	93.99%	98.27%	94.32%	95.81%	95.93%	97.73%	94.09%	95.24%	95.68%	97.21%	96.95%	97.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	140	1	0	2	5	75	0	1	4	0	3	3	8	1	0	1	2	0	0	3	4	0	0	0	1	7	0	0	4	0	1	0	0	3	0	2	0	0	0	0	0	0	1	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.33%	0.19%	0.00%	0.09%	0.26%	3.59%	0.00%	0.23%	0.45%	0.00%	0.43%	0.56%	0.62%	0.19%	0.00%	0.50%	0.45%	0.00%	0.00%	0.14%	0.28%	0.00%	0.00%	0.00%	0.10%	0.50%	0.00%	0.00%	0.40%	0.00%	0.13%	0.00%	0.00%	0.21%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.26%	0.44%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
