Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Зеленодольская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	599	8	5	5	20	20	15	15	8	5	9	21	10	10	20	8	5	5	5	8	5	25	20	10	10	14	9	20	14	14	20	14	14	15	5	15	20	20	3	5	5	3	5	5	3	10	5	20	5	10	3	5	3	5	5	5	5	3	7	5	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	509	6	5	5	20	20	15	15	3	4	7	21	10	8	20	8	2	2	4	8	5	25	20	10	4	14	9	19	14	14	19	6	14	15	4	15	20	20	0	5	5	1	5	0	2	10	5	19	0	7	1	2	0	0	5	5	5	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	526	5	6	17	40	10	10	6	9	12	9	15	10	13	26	2	3	2	7	2	2	27	14	0	4	8	29	6	14	7	24	10	14	19	4	10	11	8	4	1	4	2	6	4	3	4	8	14	3	10	4	3	0	0	5	6	7	4	4	7	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	90	2	0	0	0	0	0	0	5	1	2	0	0	2	0	0	3	3	1	0	0	0	0	0	6	0	0	1	0	0	1	8	0	0	1	0	0	0	3	0	0	2	0	5	1	0	0	1	5	3	2	3	3	5	0	0	0	3	6	5	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	420	3	1	2	7	10	9	6	4	7	18	24	6	11	46	8	0	1	2	9	1	14	32	4	8	14	7	22	8	9	14	9	2	9	0	8	13	16	1	4	0	0	7	1	0	4	2	7	1	3	1	3	2	3	0	0	5	0	8	1	3	0					
		1.05%	0.69%	0.44%	0.72%	0.38%	0.69%	0.87%	0.66%	0.81%	1.82%	3.51%	1.48%	1.12%	1.32%	3.98%	1.47%	0.00%	0.52%	0.46%	1.66%	0.26%	0.69%	2.40%	0.56%	1.01%	1.51%	0.79%	1.60%	1.01%	1.12%	0.88%	1.34%	0.24%	1.06%	0.00%	1.21%	0.87%	1.24%	1.00%	1.13%	0.00%	0.00%	2.23%	0.35%	0.00%	0.55%	0.43%	0.38%	0.41%	0.47%	0.64%	1.39%	1.13%	1.48%	0.00%	0.00%	1.33%	0.00%	1.39%	0.36%	0.96%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	154	0	2	1	4	5	0	4	0	1	1	7	9	10	2	0	0	0	0	0	0	21	6	2	2	10	0	13	1	4	16	5	2	9	1	3	3	4	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.38%	0.00%	0.88%	0.36%	0.22%	0.35%	0.00%	0.44%	0.00%	0.26%	0.19%	0.43%	1.69%	1.20%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.45%	0.28%	0.25%	1.08%	0.00%	0.94%	0.13%	0.50%	1.01%	0.75%	0.24%	1.06%	0.54%	0.45%	0.20%	0.31%	0.00%	0.28%	0.00%	0.91%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	60	2	0	0	0	0	0	3	2	0	1	0	0	2	2	0	0	0	0	1	0	1	1	2	0	1	4	0	0	3	11	4	0	1	0	0	3	2	0	0	0	1	1	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	3	0	0	0					
		0.15%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.41%	0.00%	0.19%	0.00%	0.00%	0.24%	0.17%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.05%	0.07%	0.28%	0.00%	0.11%	0.45%	0.00%	0.00%	0.37%	0.69%	0.60%	0.00%	0.12%	0.00%	0.00%	0.20%	0.15%	0.00%	0.00%	0.00%	0.91%	0.32%	0.00%	0.00%	0.00%	0.43%	0.11%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3662	26	16	28	119	90	82	124	19	36	45	90	23	57	122	28	0	12	6	55	14	100	137	51	33	95	67	110	138	66	262	60	79	37	5	108	177	304	7	26	5	1	13	26	7	62	35	295	3	105	8	8	5	16	25	29	119	4	17	7	13	5					
		9.14%	5.95%	7.02%	10.07%	6.42%	6.24%	7.92%	13.67%	3.87%	9.38%	8.77%	5.56%	4.31%	6.83%	10.55%	5.16%	0.00%	6.19%	1.37%	10.13%	3.57%	4.96%	10.25%	7.12%	4.15%	10.27%	7.60%	7.99%	17.47%	8.22%	16.47%	8.96%	9.60%	4.35%	2.72%	16.29%	11.89%	23.47%	7.00%	7.32%	1.74%	0.91%	4.14%	9.06%	4.67%	8.54%	7.59%	16.11%	1.23%	16.41%	5.10%	3.70%	2.82%	7.88%	6.51%	6.50%	31.65%	4.35%	2.96%	2.53%	4.18%	3.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	372	5	2	1	3	10	6	10	2	6	9	5	5	10	18	13	0	0	0	3	0	34	18	25	8	18	13	39	3	16	19	9	1	11	0	8	12	14	0	2	0	1	2	0	0	1	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	0					
		0.93%	1.14%	0.88%	0.36%	0.16%	0.69%	0.58%	1.10%	0.41%	1.56%	1.75%	0.31%	0.94%	1.20%	1.56%	2.39%	0.00%	0.00%	0.00%	0.55%	0.00%	1.69%	1.35%	3.49%	1.01%	1.95%	1.48%	2.83%	0.38%	1.99%	1.19%	1.34%	0.12%	1.29%	0.00%	1.21%	0.81%	1.08%	0.00%	0.56%	0.00%	0.91%	0.64%	0.00%	0.00%	0.14%	0.00%	0.33%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	76	2	1	0	2	2	2	2	2	0	0	1	0	3	3	0	0	0	0	0	1	5	6	0	0	6	3	3	2	6	6	2	2	3	0	0	0	4	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.19%	0.46%	0.44%	0.00%	0.11%	0.14%	0.19%	0.22%	0.41%	0.00%	0.00%	0.06%	0.00%	0.36%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.25%	0.45%	0.00%	0.00%	0.65%	0.34%	0.22%	0.25%	0.75%	0.38%	0.30%	0.24%	0.35%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.43%	0.05%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1961	42	23	27	99	84	20	51	21	21	13	95	25	32	54	11	0	0	10	9	6	117	60	12	54	57	17	74	51	51	188	57	4	77	7	47	127	147	5	14	1	1	24	1	3	11	20	8	2	21	2	14	2	7	5	2	8	0	13	1	5	1					
		4.90%	9.61%	10.09%	9.71%	5.34%	5.83%	1.93%	5.62%	4.28%	5.47%	2.53%	5.86%	4.68%	3.84%	4.67%	2.03%	0.00%	0.00%	2.28%	1.66%	1.53%	5.80%	4.49%	1.68%	6.79%	6.16%	1.93%	5.38%	6.46%	6.35%	11.82%	8.51%	0.49%	9.05%	3.80%	7.09%	8.53%	11.35%	5.00%	3.94%	0.35%	0.91%	7.64%	0.35%	2.00%	1.52%	4.34%	0.44%	0.82%	3.28%	1.27%	6.48%	1.13%	3.45%	1.30%	0.45%	2.13%	0.00%	2.26%	0.36%	1.61%	0.71%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1370	33	11	18	13	48	20	49	17	18	13	50	30	33	47	10	1	1	4	7	5	93	50	12	52	51	49	75	7	61	95	54	4	57	1	31	68	43	1	11	3	2	9	5	5	7	12	50	1	5	4	4	1	0	0	2	15	0	0	1	0	1					
		3.42%	7.55%	4.82%	6.47%	0.70%	3.33%	1.93%	5.40%	3.46%	4.69%	2.53%	3.09%	5.62%	3.96%	4.07%	1.84%	0.58%	0.52%	0.91%	1.29%	1.28%	4.61%	3.74%	1.68%	6.54%	5.51%	5.56%	5.45%	0.89%	7.60%	5.97%	8.06%	0.49%	6.70%	0.54%	4.68%	4.57%	3.32%	1.00%	3.10%	1.04%	1.82%	2.87%	1.74%	3.33%	0.96%	2.60%	2.73%	0.41%	0.78%	2.55%	1.85%	0.56%	0.00%	0.00%	0.45%	3.99%	0.00%	0.00%	0.36%	0.00%	0.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	169	5	0	0	4	2	7	2	1	1	4	9	1	2	3	3	0	0	0	1	1	29	6	1	4	0	6	7	0	2	20	3	1	11	1	1	6	5	0	2	0	0	3	0	0	1	3	1	0	5	0	2	0	0	0	0	2	0	1	0	0	0					
		0.42%	1.14%	0.00%	0.00%	0.22%	0.14%	0.68%	0.22%	0.20%	0.26%	0.78%	0.56%	0.19%	0.24%	0.26%	0.55%	0.00%	0.00%	0.00%	0.18%	0.26%	1.44%	0.45%	0.14%	0.50%	0.00%	0.68%	0.51%	0.00%	0.25%	1.26%	0.45%	0.12%	1.29%	0.54%	0.15%	0.40%	0.39%	0.00%	0.56%	0.00%	0.00%	0.96%	0.00%	0.00%	0.14%	0.65%	0.05%	0.00%	0.78%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.17%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30715	310	171	198	1597	1168	821	626	420	282	377	1255	423	662	844	460	170	180	417	451	359	1555	910	596	615	661	703	960	570	564	924	446	544	610	152	436	1028	745	85	295	279	103	251	253	135	634	380	1441	236	463	141	185	167	177	354	409	221	88	520	264	290	134					
		76.67%	70.94%	75.00%	71.22%	86.14%	80.99%	79.32%	69.02%	85.54%	73.44%	73.49%	77.47%	79.21%	79.38%	73.01%	84.71%	98.84%	92.78%	94.99%	83.06%	91.58%	77.09%	68.11%	83.24%	77.36%	71.46%	79.80%	69.77%	72.15%	70.24%	58.08%	66.57%	66.10%	71.68%	82.61%	65.76%	69.04%	57.53%	85.00%	83.10%	96.88%	93.64%	79.94%	88.15%	90.00%	87.33%	82.43%	78.70%	96.72%	72.34%	89.81%	85.65%	94.35%	87.19%	92.19%	91.70%	58.78%	95.65%	90.59%	95.31%	93.25%	95.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	328	4	1	3	6	15	2	16	3	3	6	10	10	6	5	1	0	0	0	5	2	23	28	3	10	9	8	17	5	12	21	13	1	17	1	4	9	6	0	0	0	0	2	1	0	5	0	20	1	6	1	0	0	0	0	0	0	0	6	1	0	0					
		0.82%	0.92%	0.44%	1.08%	0.32%	1.04%	0.19%	1.76%	0.61%	0.78%	1.17%	0.62%	1.87%	0.72%	0.43%	0.18%	0.00%	0.00%	0.00%	0.92%	0.51%	1.14%	2.10%	0.42%	1.26%	0.97%	0.91%	1.24%	0.63%	1.49%	1.32%	1.94%	0.12%	1.99%	0.54%	0.60%	0.60%	0.46%	0.00%	0.00%	0.00%	0.00%	0.64%	0.35%	0.00%	0.69%	0.00%	1.09%	0.41%	0.94%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.36%	0.00%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
