Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Пряжинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	263	35	20	5	35	10	5	5	10	15	5	20	30	5	5	10	5	8	20	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	46	7	2	0	6	1	0	1	2	5	0	1	7	3	2	0	0	3	3	0	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	10	21	0	11	0	0	4	10	3	3	7	15	3	1	6	6	2	11	2	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	217	28	18	5	29	9	5	4	8	10	5	19	23	2	3	10	5	5	17	5	3	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	4	2	0	1	1	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	10	3	1	12	1	0	2	6	1	0	3	14	0	0	3	0	1	14	4	1	0									
		1.44%	1.17%	0.58%	1.85%	1.52%	0.78%	0.00%	3.39%	2.03%	0.34%	0.00%	1.92%	1.46%	0.00%	0.00%	2.14%	0.00%	1.20%	3.22%	5.00%	1.92%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	114	12	4	1	11	6	1	2	7	10	2	2	31	1	1	3	1	3	10	4	0	2									
		2.15%	1.40%	0.77%	1.85%	1.39%	4.65%	2.56%	3.39%	2.37%	3.36%	2.60%	1.28%	3.23%	1.00%	1.41%	2.14%	1.89%	3.61%	2.30%	5.00%	0.00%	4.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	25	13	1	19	3	3	0	8	6	1	3	24	0	0	5	5	5	10	3	2	3									
		2.63%	2.92%	2.50%	1.85%	2.40%	2.33%	7.69%	0.00%	2.71%	2.01%	1.30%	1.92%	2.50%	0.00%	0.00%	3.57%	9.43%	6.02%	2.30%	3.75%	3.85%	6.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2163	326	213	19	326	57	23	36	122	110	34	84	321	57	31	73	27	35	193	35	19	22									
		40.86%	38.08%	40.88%	35.19%	41.16%	44.19%	58.97%	61.02%	41.36%	36.91%	44.16%	53.85%	33.47%	57.00%	43.66%	52.14%	50.94%	42.17%	44.37%	43.75%	36.54%	48.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	10	1	0	5	1	0	0	5	2	1	0	3	0	0	1	0	1	1	2	1	0									
		0.64%	1.17%	0.19%	0.00%	0.63%	0.78%	0.00%	0.00%	1.69%	0.67%	1.30%	0.00%	0.31%	0.00%	0.00%	0.71%	0.00%	1.20%	0.23%	2.50%	1.92%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	3	0	1	4	0	0	0	1	0	0	1	2	0	0	2	0	0	3	0	0	0									
		0.32%	0.35%	0.00%	1.85%	0.51%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.64%	0.21%	0.00%	0.00%	1.43%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1061	138	86	18	174	32	8	8	64	60	29	20	219	25	25	24	11	19	74	7	12	8									
		20.04%	16.12%	16.51%	33.33%	21.97%	24.81%	20.51%	13.56%	21.69%	20.13%	37.66%	12.82%	22.84%	25.00%	35.21%	17.14%	20.75%	22.89%	17.01%	8.75%	23.08%	17.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	5	4	1	4	0	0	1	3	1	0	0	3	0	0	2	0	0	0	2	0	0									
		0.49%	0.58%	0.77%	1.85%	0.51%	0.00%	0.00%	1.69%	1.02%	0.34%	0.00%	0.00%	0.31%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	14	13	0	6	2	0	0	5	3	0	1	13	0	0	0	2	0	8	0	0	1									
		1.28%	1.64%	2.50%	0.00%	0.76%	1.55%	0.00%	0.00%	1.69%	1.01%	0.00%	0.64%	1.36%	0.00%	0.00%	0.00%	3.77%	0.00%	1.84%	0.00%	0.00%	2.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0									
		0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.10%	1.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	294	60	36	1	45	4	0	1	10	21	0	4	78	0	0	3	0	3	26	0	2	0									
		5.55%	7.01%	6.91%	1.85%	5.68%	3.10%	0.00%	1.69%	3.39%	7.05%	0.00%	2.56%	8.13%	0.00%	0.00%	2.14%	0.00%	3.61%	5.98%	0.00%	3.85%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	567	98	62	3	74	14	2	4	23	27	5	14	124	11	9	9	4	1	57	9	12	5									
		10.71%	11.45%	11.90%	5.56%	9.34%	10.85%	5.13%	6.78%	7.80%	9.06%	6.49%	8.97%	12.93%	11.00%	12.68%	6.43%	7.55%	1.20%	13.10%	11.25%	23.08%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	9	12	1	7	0	0	0	4	7	1	5	9	1	2	2	0	0	3	2	0	0									
		1.23%	1.05%	2.30%	1.85%	0.88%	0.00%	0.00%	0.00%	1.36%	2.35%	1.30%	3.21%	0.94%	1.00%	2.82%	1.43%	0.00%	0.00%	0.69%	2.50%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	490	122	65	4	78	6	0	5	24	34	2	13	72	3	1	10	2	8	31	8	1	1									
		9.26%	14.25%	12.48%	7.41%	9.85%	4.65%	0.00%	8.47%	8.14%	11.41%	2.60%	8.33%	7.51%	3.00%	1.41%	7.14%	3.77%	9.64%	7.13%	10.00%	1.92%	2.22%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
