Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
"Наименование Избирательной комиссии:    Волгоград, Центральная"																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №8051	УИК №8350									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	637	11	20	14	27	13	13	19	24	25	29	25	20	31	3	23	20	13	14	26	25	21	22	27	25	19	25	16	21	4	31	31									
		2.42%	1.97%	2.21%	1.40%	3.31%	1.81%	1.71%	1.65%	2.06%	2.37%	2.50%	2.92%	1.85%	2.89%	0.69%	2.59%	2.07%	2.20%	1.91%	3.25%	3.16%	2.97%	2.87%	2.92%	2.52%	1.90%	2.03%	2.63%	2.59%	5.13%	3.44%	3.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	514	8	17	13	19	9	19	18	21	22	17	14	27	22	2	21	25	11	14	16	28	12	20	18	14	27	30	13	12	0	10	15									
		1.95%	1.44%	1.88%	1.30%	2.33%	1.25%	2.50%	1.56%	1.80%	2.09%	1.47%	1.64%	2.50%	2.05%	0.46%	2.37%	2.59%	1.86%	1.91%	2.00%	3.54%	1.70%	2.61%	1.95%	1.41%	2.69%	2.43%	2.14%	1.48%	0.00%	1.11%	1.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	554	4	11	15	30	8	15	18	26	25	22	24	25	26	3	18	24	16	20	21	14	9	23	16	25	30	32	12	19	1	15	7									
		2.10%	0.72%	1.22%	1.50%	3.68%	1.11%	1.98%	1.56%	2.23%	2.37%	1.90%	2.81%	2.32%	2.43%	0.69%	2.03%	2.48%	2.71%	2.73%	2.63%	1.77%	1.27%	3.00%	1.73%	2.52%	2.99%	2.59%	1.97%	2.34%	1.28%	1.66%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10883	336	379	502	293	286	300	451	474	380	479	314	430	438	325	340	334	240	251	279	297	261	260	499	323	337	426	239	350	30	438	592									
		41.28%	60.32%	41.88%	50.05%	35.95%	39.83%	39.53%	39.12%	40.65%	36.05%	41.33%	36.73%	39.85%	40.86%	75.23%	38.33%	34.58%	40.68%	34.29%	34.88%	37.59%	36.97%	33.94%	54.00%	32.49%	33.63%	34.52%	39.31%	43.10%	38.46%	48.61%	69.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	374	11	8	7	11	11	9	23	17	7	15	19	24	21	2	10	11	7	11	10	11	12	12	1	26	19	20	14	13	1	9	2									
		1.42%	1.97%	0.88%	0.70%	1.35%	1.53%	1.19%	1.99%	1.46%	0.66%	1.29%	2.22%	2.22%	1.96%	0.46%	1.13%	1.14%	1.19%	1.50%	1.25%	1.39%	1.70%	1.57%	0.11%	2.62%	1.90%	1.62%	2.30%	1.60%	1.28%	0.99%	0.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	56	1	1	1	0	1	1	1	2	0	4	0	3	2	3	3	2	1	2	1	2	1	4	1	4	3	1	1	2	0	8	0									
		0.21%	0.18%	0.11%	0.10%	0.00%	0.14%	0.13%	0.09%	0.17%	0.00%	0.35%	0.00%	0.28%	0.19%	0.69%	0.34%	0.21%	0.17%	0.27%	0.13%	0.25%	0.14%	0.52%	0.11%	0.40%	0.30%	0.08%	0.16%	0.25%	0.00%	0.89%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3318	47	148	112	112	121	128	158	114	150	157	122	150	146	68	115	162	86	93	90	81	74	91	70	112	124	134	67	124	10	62	90									
		12.58%	8.44%	16.35%	11.17%	13.74%	16.85%	16.86%	13.70%	9.78%	14.23%	13.55%	14.27%	13.90%	13.62%	15.74%	12.97%	16.77%	14.58%	12.70%	11.25%	10.25%	10.48%	11.88%	7.58%	11.27%	12.38%	10.86%	11.02%	15.27%	12.82%	6.88%	10.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	491	12	17	8	14	9	12	15	23	20	21	17	19	13	1	22	17	5	14	20	20	14	12	11	23	22	21	4	8	3	71	3									
		1.86%	2.15%	1.88%	0.80%	1.72%	1.25%	1.58%	1.30%	1.97%	1.90%	1.81%	1.99%	1.76%	1.21%	0.23%	2.48%	1.76%	0.85%	1.91%	2.50%	2.53%	1.98%	1.57%	1.19%	2.31%	2.20%	1.70%	0.66%	0.99%	3.85%	7.88%	0.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	564	9	12	17	12	14	17	18	21	27	16	20	19	23	3	21	19	11	15	19	11	20	19	24	35	25	37	14	23	0	36	7									
		2.14%	1.62%	1.33%	1.69%	1.47%	1.95%	2.24%	1.56%	1.80%	2.56%	1.38%	2.34%	1.76%	2.15%	0.69%	2.37%	1.97%	1.86%	2.05%	2.38%	1.39%	2.83%	2.48%	2.60%	3.52%	2.50%	2.99%	2.30%	2.83%	0.00%	3.99%	0.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	1	0	2	0	2	2	3	2	0	0	3	0	0	2	1	0	0	0	1	2	0	2	1	2	1	0	1	0	1	0									
		0.11%	0.00%	0.11%	0.00%	0.25%	0.00%	0.26%	0.17%	0.26%	0.19%	0.00%	0.00%	0.28%	0.00%	0.00%	0.23%	0.10%	0.00%	0.00%	0.00%	0.13%	0.28%	0.00%	0.22%	0.10%	0.20%	0.08%	0.00%	0.12%	0.00%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1639	24	35	36	34	31	22	41	69	67	58	45	54	77	4	65	45	26	55	71	57	63	67	72	86	86	105	54	48	7	123	12									
		6.22%	4.31%	3.87%	3.59%	4.17%	4.32%	2.90%	3.56%	5.92%	6.36%	5.00%	5.26%	5.00%	7.18%	0.93%	7.33%	4.66%	4.41%	7.51%	8.88%	7.22%	8.92%	8.75%	7.79%	8.65%	8.58%	8.51%	8.88%	5.91%	8.97%	13.65%	1.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4738	61	159	197	147	130	148	267	254	217	234	172	194	179	4	151	166	110	164	163	175	129	149	96	228	206	271	108	107	15	69	68									
		17.97%	10.95%	17.57%	19.64%	18.04%	18.11%	19.50%	23.16%	21.78%	20.59%	20.19%	20.12%	17.98%	16.70%	0.93%	17.02%	17.18%	18.64%	22.40%	20.38%	22.15%	18.27%	19.45%	10.39%	22.94%	20.56%	21.96%	17.76%	13.18%	19.23%	7.66%	8.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	210	4	6	4	8	1	9	4	9	13	6	7	17	11	2	9	9	1	9	4	6	8	3	9	8	9	11	10	5	0	2	6									
		0.80%	0.72%	0.66%	0.40%	0.98%	0.14%	1.19%	0.35%	0.77%	1.23%	0.52%	0.82%	1.58%	1.03%	0.46%	1.01%	0.93%	0.17%	1.23%	0.50%	0.76%	1.13%	0.39%	0.97%	0.80%	0.90%	0.89%	1.64%	0.62%	0.00%	0.22%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1929	20	71	67	84	67	43	101	80	81	87	67	80	64	7	72	111	50	60	61	51	67	74	70	67	77	100	46	68	5	18	13									
		7.32%	3.59%	7.85%	6.68%	10.31%	9.33%	5.67%	8.76%	6.86%	7.69%	7.51%	7.84%	7.41%	5.97%	1.62%	8.12%	11.49%	8.47%	8.20%	7.63%	6.46%	9.49%	9.66%	7.58%	6.74%	7.68%	8.10%	7.57%	8.37%	6.41%	1.99%	1.53%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
