Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Моршанская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №8318									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	305	26	7	18	16	24	7	16	15	9	7	23	23	15	15	17	19	5	4	5	12	22									
		2.44%	4.85%	0.99%	2.37%	2.44%	4.35%	0.89%	2.08%	3.05%	1.99%	4.43%	4.07%	3.14%	2.81%	2.03%	2.23%	3.15%	1.44%	0.56%	0.83%	1.90%	5.34%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	268	17	0	2	19	16	16	18	13	12	2	15	28	14	14	32	15	4	0	2	22	7									
		2.14%	3.17%	0.00%	0.26%	2.90%	2.90%	2.04%	2.34%	2.64%	2.65%	1.27%	2.65%	3.82%	2.62%	1.89%	4.20%	2.48%	1.15%	0.00%	0.33%	3.49%	1.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	155	12	0	1	19	8	3	16	9	7	0	6	7	3	15	21	5	2	0	7	13	1									
		1.24%	2.24%	0.00%	0.13%	2.90%	1.45%	0.38%	2.08%	1.83%	1.55%	0.00%	1.06%	0.95%	0.56%	2.03%	2.76%	0.83%	0.58%	0.00%	1.16%	2.06%	0.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7312	283	600	458	257	216	538	369	270	248	87	302	328	381	470	338	371	247	578	469	321	181									
		58.46%	52.80%	85.35%	60.26%	39.24%	39.13%	68.62%	47.92%	54.88%	54.87%	55.06%	53.45%	44.75%	71.35%	63.51%	44.36%	61.42%	71.18%	80.95%	77.65%	50.87%	43.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	0	0	1	10	2	3	2	2	2	0	3	6	0	5	3	3	0	0	3	2	4									
		0.41%	0.00%	0.00%	0.13%	1.53%	0.36%	0.38%	0.26%	0.41%	0.44%	0.00%	0.53%	0.82%	0.00%	0.68%	0.39%	0.50%	0.00%	0.00%	0.50%	0.32%	0.97%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	1	1	0	1	1	0	2	0	1	1	1	0	2	0	0	0	7	0	4									
		0.18%	0.00%	0.00%	0.13%	0.15%	0.00%	0.13%	0.13%	0.00%	0.44%	0.00%	0.18%	0.14%	0.19%	0.00%	0.26%	0.00%	0.00%	0.00%	1.16%	0.00%	0.97%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1391	65	48	85	104	99	68	119	63	61	26	77	105	22	78	100	80	21	57	11	72	30									
		11.12%	12.13%	6.83%	11.18%	15.88%	17.93%	8.67%	15.45%	12.80%	13.50%	16.46%	13.63%	14.32%	4.12%	10.54%	13.12%	13.25%	6.05%	7.98%	1.82%	11.41%	7.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	4	0	2	1	5	4	4	2	4	0	6	5	0	1	5	4	3	0	2	0	25									
		0.62%	0.75%	0.00%	0.26%	0.15%	0.91%	0.51%	0.52%	0.41%	0.88%	0.00%	1.06%	0.68%	0.00%	0.14%	0.66%	0.66%	0.86%	0.00%	0.33%	0.00%	6.07%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	7	0	2	8	1	5	8	6	4	1	1	11	0	2	7	3	2	0	4	3	15									
		0.72%	1.31%	0.00%	0.26%	1.22%	0.18%	0.64%	1.04%	1.22%	0.88%	0.63%	0.18%	1.50%	0.00%	0.27%	0.92%	0.50%	0.58%	0.00%	0.66%	0.48%	3.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	1	0	1	1	2	0	1	0	1	1	0	1	0	0	0	0	3	2	1									
		0.12%	0.00%	0.00%	0.13%	0.00%	0.18%	0.13%	0.26%	0.00%	0.22%	0.00%	0.18%	0.14%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.50%	0.32%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	3	0	2	6	6	7	9	6	2	1	4	5	0	2	3	2	2	5	2	3	73									
		1.14%	0.56%	0.00%	0.26%	0.92%	1.09%	0.89%	1.17%	1.22%	0.44%	0.63%	0.71%	0.68%	0.00%	0.27%	0.39%	0.33%	0.58%	0.70%	0.33%	0.48%	17.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1792	80	30	138	135	119	79	125	71	68	26	87	161	76	94	161	79	57	35	35	98	38									
		14.33%	14.93%	4.27%	18.16%	20.61%	21.56%	10.08%	16.23%	14.43%	15.04%	16.46%	15.40%	21.96%	14.23%	12.70%	21.13%	13.08%	16.43%	4.90%	5.79%	15.53%	9.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	3	0	2	1	3	1	4	0	2	0	0	3	0	2	3	1	0	0	4	1	1									
		0.25%	0.56%	0.00%	0.26%	0.15%	0.54%	0.13%	0.52%	0.00%	0.44%	0.00%	0.00%	0.41%	0.00%	0.27%	0.39%	0.17%	0.00%	0.00%	0.66%	0.16%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	657	26	15	40	56	39	39	56	23	25	7	31	31	21	34	53	22	1	35	41	54	8									
		5.25%	4.85%	2.13%	5.26%	8.55%	7.07%	4.97%	7.27%	4.67%	5.53%	4.43%	5.49%	4.23%	3.93%	4.59%	6.96%	3.64%	0.29%	4.90%	6.79%	8.56%	1.94%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
