Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Кирсановская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	81	4	2	1	9	6	6	4	6	7	7	6	4	1	10	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	43	5	3	0	1	4	4	1	0	1	0	7	5	1	2	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	3	0	1	2	0	0	1	2	0	2	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	121	12	7	2	8	15	5	22	11	4	5	18	1	2	4	4	1					
		1.11%	1.70%	1.01%	0.35%	1.40%	2.27%	0.57%	2.48%	2.17%	0.60%	1.42%	1.69%	0.14%	0.23%	0.68%	0.55%	0.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	4	2	1	3	2	6	3	1	3	5	1	1	1	2	1	1					
		0.34%	0.57%	0.29%	0.18%	0.52%	0.30%	0.68%	0.34%	0.20%	0.45%	1.42%	0.09%	0.14%	0.12%	0.34%	0.14%	0.21%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	3	0	0	0	0	0	1	0	1	0	1	0	0	0					
		0.06%	0.00%	0.14%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.09%	0.00%	0.12%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1213	92	90	33	119	87	45	156	108	51	133	50	37	41	35	64	72					
		11.09%	13.03%	12.97%	5.79%	20.77%	13.16%	5.13%	17.59%	21.26%	7.62%	37.78%	4.69%	5.06%	4.76%	5.96%	8.85%	15.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	0	5	2	7	4	6	6	1	1	0	0	1	2	0	0	1					
		0.33%	0.00%	0.72%	0.35%	1.22%	0.61%	0.68%	0.68%	0.20%	0.15%	0.00%	0.00%	0.14%	0.23%	0.00%	0.00%	0.21%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0					
		0.05%	0.00%	0.00%	0.18%	0.00%	0.00%	0.11%	0.23%	0.00%	0.00%	0.28%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	296	40	2	2	24	41	0	38	46	5	8	70	3	5	7	4	1					
		2.71%	5.67%	0.29%	0.35%	4.19%	6.20%	0.00%	4.28%	9.06%	0.75%	2.27%	6.56%	0.41%	0.58%	1.19%	0.55%	0.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	788	40	60	54	49	32	81	64	28	49	24	75	55	60	45	64	8					
		7.20%	5.67%	8.65%	9.47%	8.55%	4.84%	9.24%	7.22%	5.51%	7.32%	6.82%	7.03%	7.52%	6.96%	7.67%	8.85%	1.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	0	2	1	3	3	5	1	4	2	1	4	1	1	3	0	0					
		0.28%	0.00%	0.29%	0.18%	0.52%	0.45%	0.57%	0.11%	0.79%	0.30%	0.28%	0.37%	0.14%	0.12%	0.51%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8206	513	524	468	348	464	721	586	303	548	168	747	630	733	487	580	386					
		75.02%	72.66%	75.50%	82.11%	60.73%	70.20%	82.21%	66.07%	59.65%	81.91%	47.73%	70.01%	86.18%	85.03%	82.96%	80.22%	81.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	42	1	1	3	7	8	4	1	1	2	2	2	1	1	2	5	1					
		0.38%	0.14%	0.14%	0.53%	1.22%	1.21%	0.46%	0.11%	0.20%	0.30%	0.57%	0.19%	0.14%	0.12%	0.34%	0.69%	0.21%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
