Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Куньинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496									
		0.26%	0.35%	0.25%	1.42%	0.28%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.82%	0.40%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	2	2	1	3	0	0	0	3	5	0	0	0	0	0	0	0	0	0	1	8	0	0									
		0.64%	0.70%	0.51%	0.71%	0.84%	0.00%	0.00%	0.00%	1.96%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	3.59%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.70%	0.25%	0.71%	0.00%	1.61%	1.23%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	3	13	1	4	1	0	0	8	0	4	14	0	0	1	0	6	1	0	13	4	3	2									
		1.99%	1.05%	3.28%	0.71%	1.12%	1.61%	0.00%	0.00%	5.23%	0.00%	2.96%	7.82%	0.00%	0.00%	0.62%	0.00%	5.36%	0.49%	0.00%	5.16%	1.79%	2.01%	1.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	591	59	54	16	57	7	5	10	14	42	24	18	34	22	29	15	6	32	24	42	36	25	20									
		15.10%	20.56%	13.64%	11.35%	15.92%	11.29%	6.17%	10.42%	9.15%	14.63%	17.78%	10.06%	17.71%	16.79%	17.90%	16.48%	5.36%	15.61%	19.67%	16.67%	16.14%	16.78%	19.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	1	1	0	3	0	1	0	0	1	1	0	1	0	0	0	0	2	0	5	1	0	0									
		0.43%	0.35%	0.25%	0.00%	0.84%	0.00%	1.23%	0.00%	0.00%	0.35%	0.74%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	1.98%	0.45%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	206	18	34	10	11	1	1	5	12	12	10	4	9	0	3	5	3	9	7	16	9	10	17									
		5.26%	6.27%	8.59%	7.09%	3.07%	1.61%	1.23%	5.21%	7.84%	4.18%	7.41%	2.23%	4.69%	0.00%	1.85%	5.49%	2.68%	4.39%	5.74%	6.35%	4.04%	6.71%	16.83%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
