8	Число бюллетеней в стационарных ящиках для голосования	127807	1881	2085	2064	2038	2234	1538	1296	1393	1780	1594	1275	1579	1572	1548	1398	2177	2079	2061	1908	1484	1600	1210	1063	1667	1639	1982	997	2041	1231	880	1659	1965	1849	1794	2022	2062	1994	2011	2113	1958	2180	1850	1911	2080	2164	2150	1813	1705	1594	1345	1430	1454	1952	2042	159	1993	1346	1488	1704	1918	1938	2003	1610	1499	2026	1593	1821	1046	1112	717	314	1200	892	702	865	2575	158	97	509	181	916	416	235	383					
9	Число недействительных избирательных бюллетеней	1386	16	28	15	18	15	23	10	15	17	11	17	15	21	12	28	17	18	29	15	12	12	12	19	19	20	14	11	16	14	8	22	19	26	18	29	19	23	22	28	17	15	14	19	25	23	22	26	24	22	19	14	17	19	13	0	11	0	27	23	29	18	19	16	14	16	14	26	12	13	11	2	6	12	5	10	23	2	0	35	1	16	4	2	27					
10	Число действительных избирательных бюллетеней	128258	1891	2079	2064	2261	2244	1535	1297	1388	1768	1595	1273	1583	1562	1553	1381	2178	2074	2054	1917	1552	1596	1213	1086	1659	1640	1983	993	2060	1263	878	1681	1956	1835	1781	2001	2068	1989	2001	2121	1959	2173	1850	1907	2066	2148	2185	1802	1738	1578	1335	1422	1457	1948	2052	159	2008	1365	1475	1822	1914	1942	2009	1662	1498	2020	1596	1806	1042	1106	718	314	1204	885	709	868	2563	156	112	478	180	901	415	302	356					
11	Число полученных открепительных  удостоверений	2791	40	45	40	40	60	35	25	25	40	35	25	35	35	35	25	40	40	40	40	25	35	25	26	45	35	40	20	50	25	30	50	40	35	40	40	40	40	40	50	40	50	35	35	50	40	45	40	35	35	25	35	35	40	40	10	50	25	35	35	35	50	40	35	35	50	35	40	20	20	20	15	25	20	15	20	45	10	10	15	10	20	25	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2256	18	42	29	38	58	35	22	23	36	27	25	16	12	26	12	40	17	23	21	18	33	21	26	37	33	32	17	47	25	23	42	40	21	39	40	33	40	40	41	35	45	29	28	46	28	43	29	30	29	21	20	29	40	40	1	45	12	29	22	34	42	40	35	35	44	19	24	20	20	20	5	12	6	8	15	43	1	2	15	3	10	19	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1906	22	20	19	31	24	24	22	19	15	15	28	12	12	12	16	19	12	16	17	24	19	11	35	19	18	20	18	21	17	25	19	18	11	23	20	27	32	39	25	18	23	23	14	29	25	28	37	11	13	16	20	19	13	23	76	22	5	18	23	43	34	19	8	19	19	18	15	27	45	6	5	2	6	13	10	29	8	20	240	2	6	13	25	22					
14	Число неиспользованных открепительных удостоверений	535	22	3	11	2	2	0	3	2	4	8	0	19	23	9	13	0	23	17	19	7	2	4	0	8	2	8	3	3	0	7	8	0	14	1	0	7	0	0	9	5	5	6	7	4	12	2	11	5	6	4	15	6	0	0	9	5	13	6	13	1	8	0	0	0	6	16	16	0	0	0	10	13	14	7	5	2	9	8	0	7	10	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	791	16	11	14	16	12	10	11	13	13	12	3	15	6	6	7	8	16	9	10	5	11	5	3	9	10	10	10	25	4	6	12	23	9	5	12	10	11	11	14	12	16	16	13	23	9	15	10	7	6	4	3	3	7	12	0	10	5	8	12	9	16	18	10	16	20	10	14	11	5	9	4	4	5	2	1	14	2	0	0	3	7	7	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																											
18	Богданов Андрей Владимирович	2033	37	30	40	38	44	20	17	19	14	24	26	24	28	20	26	44	31	25	24	29	25	20	15	36	31	30	26	41	18	18	16	29	25	28	32	35	34	24	32	34	36	39	35	30	33	39	23	33	33	22	28	37	24	37	2	34	19	16	23	37	34	30	26	19	33	26	34	17	15	4	5	14	10	9	13	25	3	2	4	2	8	4	2	5					
		1.57%	1.94%	1.42%	1.92%	1.67%	1.95%	1.28%	1.30%	1.35%	0.78%	1.49%	2.02%	1.50%	1.77%	1.28%	1.85%	2.00%	1.48%	1.20%	1.24%	1.85%	1.55%	1.63%	1.36%	2.15%	1.87%	1.50%	2.59%	1.97%	1.41%	2.03%	0.94%	1.47%	1.34%	1.56%	1.58%	1.68%	1.69%	1.19%	1.49%	1.72%	1.65%	2.09%	1.82%	1.43%	1.52%	1.77%	1.26%	1.87%	2.06%	1.62%	1.95%	2.51%	1.22%	1.79%	1.26%	1.68%	1.39%	1.07%	1.25%	1.90%	1.73%	1.48%	1.55%	1.26%	1.62%	1.61%	1.86%	1.61%	1.34%	0.55%	1.58%	1.16%	1.11%	1.26%	1.48%	0.97%	1.90%	1.79%	0.78%	1.10%	0.87%	0.95%	0.66%	1.31%					
19	Жириновский Владимир Вольфович	18741	246	308	296	322	324	241	194	194	280	242	162	214	220	163	191	307	291	318	227	261	225	165	187	238	212	310	138	250	212	123	279	288	257	246	291	342	286	265	317	264	292	277	304	322	292	282	286	225	229	187	207	229	281	342	34	282	184	224	252	241	250	270	245	243	285	219	258	157	166	130	56	203	156	111	126	438	20	22	56	24	168	69	49	152					
		14.46%	12.90%	14.62%	14.24%	14.13%	14.34%	15.47%	14.84%	13.83%	15.69%	15.07%	12.56%	13.39%	13.90%	10.42%	13.56%	13.99%	13.91%	15.27%	11.75%	16.69%	13.99%	13.47%	16.92%	14.18%	12.77%	15.52%	13.75%	12.04%	16.60%	13.88%	16.38%	14.58%	13.81%	13.67%	14.33%	16.39%	14.21%	13.10%	14.75%	13.36%	13.35%	14.86%	15.78%	15.40%	13.45%	12.78%	15.65%	12.77%	14.31%	13.81%	14.42%	15.54%	14.29%	16.56%	21.38%	13.97%	13.48%	14.91%	13.66%	12.40%	12.76%	13.31%	14.60%	16.07%	13.99%	13.60%	14.08%	14.90%	14.83%	17.83%	17.72%	16.78%	17.39%	15.55%	14.35%	16.94%	12.66%	19.64%	10.92%	13.26%	18.32%	16.47%	16.12%	39.69%					
20	Зюганов Геннадий Андреевич	17303	294	260	238	273	270	216	177	181	233	174	170	211	271	233	189	331	256	272	257	143	189	140	153	269	290	252	94	301	131	112	218	312	258	233	306	291	283	314	301	294	311	241	176	260	313	286	237	228	260	197	195	207	293	241	34	240	179	211	240	274	242	263	232	208	286	218	290	152	182	114	52	145	93	75	89	302	26	22	58	46	123	29	23	20					
		13.35%	15.42%	12.34%	11.45%	11.98%	11.95%	13.86%	13.54%	12.90%	13.05%	10.83%	13.18%	13.20%	17.12%	14.89%	13.41%	15.08%	12.24%	13.06%	13.30%	9.14%	11.75%	11.43%	13.85%	16.03%	17.47%	12.62%	9.36%	14.50%	10.26%	12.64%	12.80%	15.80%	13.86%	12.95%	15.07%	13.94%	14.07%	15.52%	14.01%	14.88%	14.21%	12.93%	9.14%	12.43%	14.42%	12.96%	12.96%	12.94%	16.25%	14.55%	13.58%	14.04%	14.90%	11.67%	21.38%	11.89%	13.11%	14.05%	13.01%	14.10%	12.35%	12.97%	13.83%	13.76%	14.05%	13.54%	15.83%	14.42%	16.26%	15.64%	16.46%	11.98%	10.37%	10.50%	10.14%	11.68%	16.46%	19.64%	11.31%	25.41%	13.41%	6.92%	7.57%	5.22%					
21	Медведев Дмитрий Анатольевич	90181	1314	1481	1490	1628	1606	1058	909	994	1241	1155	915	1134	1043	1137	975	1496	1496	1439	1409	1119	1157	888	731	1116	1107	1391	735	1468	902	625	1168	1327	1295	1274	1372	1400	1386	1398	1471	1367	1534	1293	1392	1454	1510	1578	1256	1252	1056	929	992	984	1350	1432	89	1452	983	1024	1307	1362	1416	1446	1159	1028	1416	1133	1224	716	743	470	201	842	626	514	640	1798	107	66	360	108	602	313	228	179					
		69.56%	68.90%	70.29%	71.67%	71.43%	71.09%	67.91%	69.55%	70.85%	69.52%	71.92%	70.93%	70.96%	65.89%	72.65%	69.20%	68.15%	71.51%	69.08%	72.93%	71.55%	71.95%	72.49%	66.15%	66.51%	66.69%	69.65%	73.21%	70.71%	70.63%	70.54%	68.58%	67.19%	69.59%	70.82%	67.59%	67.08%	68.89%	69.11%	68.45%	69.18%	70.11%	69.37%	72.27%	69.54%	69.55%	71.50%	68.71%	71.06%	66.00%	68.61%	69.08%	66.76%	68.63%	69.35%	55.97%	71.92%	72.01%	68.18%	70.84%	70.10%	72.24%	71.30%	69.07%	67.99%	69.55%	70.37%	66.81%	67.93%	66.40%	64.47%	63.61%	69.59%	69.79%	71.99%	72.89%	69.53%	67.72%	58.93%	70.18%	59.67%	65.65%	74.70%	75.00%	46.74%					
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
