13	Число избирателей, проголосовавших по открепительным удостоверениям	2239	24	32	42	25	7	33	21	0	21	26	17	15	30	35	17	11	22	18	16	15	29	24	15	14	24	49	18	26	30	24	177	269	36	19	13	18	39	18	9	32	27	23	23	17	22	27	18	16	0	27	25	22	11	15	15	17	19	18	23	21	15	15	17	32	40	15	17	6	16	9	26	17	23	28	16	9	11	71	17	23	10	8	4	52	16	11	11	8									
14	Число неиспользованных открепительных удостоверений	267	1	0	0	0	2	1	1	7	2	0	1	3	2	3	4	1	1	7	5	9	0	0	0	8	1	5	10	1	0	0	1	2	1	9	0	0	0	2	0	0	1	7	3	0	3	3	1	5	2	0	5	2	0	4	6	1	2	1	3	0	7	0	2	4	3	1	0	0	0	6	2	0	1	5	7	5	13	17	9	0	2	9	10	9	9	7	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	1471	29	14	30	14	18	11	17	16	19	9	18	9	19	30	12	19	18	14	12	15	26	10	24	12	17	28	23	24	41	25	15	13	15	16	21	18	18	24	19	20	34	17	26	15	24	28	29	8	17	28	14	15	9	13	20	22	13	27	24	13	12	15	10	31	42	25	21	12	16	2	12	12	13	11	10	7	3	3	13	23	14	0	2	2	8	1	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																			
19	Жириновский Владимир Вольфович	8586	109	130	131	94	82	93	80	85	100	105	105	74	94	116	92	105	122	101	90	93	87	120	85	93	105	103	67	143	95	88	93	70	108	149	101	60	166	108	165	136	140	116	120	123	140	143	99	82	98	120	83	142	73	84	67	118	163	122	82	115	91	98	126	102	104	101	119	94	131	16	104	108	68	61	69	92	79	55	84	131	108	10	26	18	97	27	24	70									
		8.16%	7.12%	8.01%	8.77%	8.38%	8.32%	7.05%	7.63%	8.53%	9.26%	9.08%	9.54%	7.24%	7.38%	9.01%	7.76%	9.68%	7.91%	8.61%	7.73%	8.01%	6.14%	10.61%	7.58%	9.93%	9.19%	7.63%	5.43%	9.41%	6.68%	6.87%	8.34%	6.32%	8.48%	9.26%	6.67%	4.40%	10.17%	6.78%	9.37%	8.15%	8.32%	6.98%	7.24%	7.58%	9.10%	9.16%	6.85%	7.48%	7.54%	8.64%	6.40%	11.90%	7.03%	6.38%	6.14%	8.11%	10.06%	8.74%	8.94%	7.28%	8.97%	8.10%	8.61%	6.46%	6.97%	7.20%	7.36%	7.85%	8.16%	4.80%	8.43%	7.68%	5.84%	7.36%	12.02%	10.64%	12.44%	9.80%	8.34%	9.32%	8.53%	8.40%	12.09%	10.91%	12.83%	9.31%	11.16%	32.71%									
20	Зюганов Геннадий Андреевич	15216	242	242	239	151	130	179	168	139	166	187	178	149	185	173	166	144	225	160	133	122	218	151	161	125	151	220	183	215	202	198	143	129	201	260	241	125	243	273	283	202	272	259	267	240	202	213	225	179	191	202	217	212	143	178	154	262	223	151	118	219	157	173	221	216	232	192	199	170	233	50	171	216	168	112	104	128	95	76	154	180	159	29	27	32	127	33	19	14									
		14.46%	15.82%	14.91%	15.99%	13.46%	13.20%	13.56%	16.03%	13.94%	15.37%	16.16%	16.17%	14.58%	14.53%	13.44%	13.99%	13.27%	14.59%	13.64%	11.42%	10.51%	15.40%	13.35%	14.36%	13.34%	13.22%	16.30%	14.84%	14.15%	14.20%	15.46%	12.83%	11.64%	15.78%	16.16%	15.91%	9.17%	14.88%	17.14%	16.07%	12.11%	16.17%	15.58%	16.10%	14.79%	13.13%	13.65%	15.57%	16.33%	14.69%	14.54%	16.74%	17.77%	13.76%	13.53%	14.12%	18.01%	13.76%	10.82%	12.87%	13.87%	15.48%	14.30%	15.10%	13.68%	15.54%	13.69%	12.31%	14.19%	14.51%	15.02%	13.87%	15.36%	14.43%	13.51%	18.12%	14.80%	14.96%	13.55%	15.29%	12.80%	12.56%	24.37%	12.56%	19.39%	16.80%	11.38%	8.84%	6.54%									
21	Миронов Сергей Михайлович	3882	57	56	43	39	26	33	23	29	37	27	31	48	31	44	41	58	83	45	56	34	58	45	38	25	45	61	53	57	49	50	22	48	48	51	76	58	61	51	80	61	65	70	58	71	78	62	56	45	49	58	50	47	33	48	54	45	50	44	27	79	44	56	56	69	64	60	53	42	62	13	42	52	47	32	20	22	11	25	25	34	41	2	4	2	20	5	8	4									
		3.69%	3.73%	3.45%	2.88%	3.48%	2.64%	2.50%	2.19%	2.91%	3.43%	2.33%	2.82%	4.70%	2.44%	3.42%	3.46%	5.35%	5.38%	3.84%	4.81%	2.93%	4.10%	3.98%	3.39%	2.67%	3.94%	4.52%	4.30%	3.75%	3.44%	3.90%	1.97%	4.33%	3.77%	3.17%	5.02%	4.26%	3.74%	3.20%	4.54%	3.66%	3.86%	4.21%	3.50%	4.37%	5.07%	3.97%	3.88%	4.11%	3.77%	4.18%	3.86%	3.94%	3.18%	3.65%	4.95%	3.09%	3.08%	3.15%	2.94%	5.00%	4.34%	4.63%	3.83%	4.37%	4.29%	4.28%	3.28%	3.51%	3.86%	3.90%	3.41%	3.70%	4.04%	3.86%	3.48%	2.54%	1.73%	4.46%	2.48%	2.42%	3.24%	1.68%	1.86%	1.21%	2.65%	1.72%	3.72%	1.87%									
22	Прохоров Михаил Дмитриевич	8362	156	153	103	83	98	101	81	72	70	62	90	101	121	120	114	100	107	105	83	79	106	106	99	75	92	105	107	95	162	122	91	139	129	153	125	80	125	113	131	124	141	157	132	144	116	129	106	88	105	108	110	74	85	90	98	117	122	134	89	124	70	94	110	150	112	119	137	112	112	37	99	119	79	52	22	59	17	20	50	63	69	8	4	10	27	24	13	27									
		7.95%	10.20%	9.43%	6.89%	7.40%	9.95%	7.65%	7.73%	7.22%	6.48%	5.36%	8.17%	9.88%	9.51%	9.32%	9.61%	9.22%	6.94%	8.95%	7.12%	6.80%	7.49%	9.37%	8.83%	8.00%	8.06%	7.78%	8.68%	6.25%	11.38%	9.52%	8.16%	12.55%	10.13%	9.51%	8.25%	5.87%	7.65%	7.09%	7.44%	7.43%	8.38%	9.45%	7.96%	8.87%	7.54%	8.26%	7.34%	8.03%	8.08%	7.78%	8.49%	6.20%	8.18%	6.84%	8.98%	8.04%	7.53%	9.60%	9.71%	7.85%	6.90%	7.77%	7.51%	9.50%	7.50%	8.49%	8.48%	9.35%	6.97%	11.11%	8.03%	8.46%	6.79%	6.27%	3.83%	6.82%	2.68%	3.57%	4.97%	4.48%	5.45%	6.72%	1.86%	6.06%	3.57%	8.28%	6.05%	12.62%									
23	Путин Владимир Владимирович	67706	949	1013	968	741	638	895	671	649	696	755	688	638	832	819	758	666	980	744	781	817	930	691	716	611	729	848	805	982	888	810	749	709	766	982	947	1022	1015	1024	1079	1120	1053	1034	1063	1027	983	982	944	688	838	878	819	696	680	895	704	892	1051	928	594	1018	637	772	930	1018	960	915	1091	768	1051	211	800	892	788	551	350	549	428	369	680	969	864	69	152	101	467	199	150	87									
		64.34%	62.03%	62.42%	64.79%	66.04%	64.77%	67.80%	64.03%	65.10%	64.44%	65.25%	62.49%	62.43%	65.36%	63.64%	63.91%	61.38%	63.55%	63.43%	67.04%	70.37%	65.68%	61.10%	63.87%	65.21%	63.84%	62.81%	65.29%	64.65%	62.40%	63.23%	67.17%	63.99%	60.13%	61.03%	62.51%	74.98%	62.16%	64.28%	61.27%	67.15%	62.60%	62.21%	64.11%	63.28%	63.87%	62.91%	65.33%	62.77%	64.46%	63.21%	63.19%	58.34%	65.45%	68.01%	64.53%	61.31%	64.84%	66.48%	64.78%	64.47%	62.82%	63.80%	63.52%	64.47%	64.30%	65.26%	67.51%	64.11%	65.44%	63.36%	64.88%	63.44%	67.70%	66.47%	60.98%	63.47%	67.40%	65.78%	67.53%	68.92%	68.25%	57.98%	70.70%	61.21%	61.77%	68.62%	69.77%	40.65%									
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
