Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																						
Дата голосования: 18.09.2016																						
																						
Наименование Избирательной комиссии:    Маревская																						
																						
Сводная таблица итогов голосования по федеральному избирательному округу																						
																						
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911									
		0.88%	0.53%	1.12%	0.68%	0.29%	0.53%	2.14%	1.30%	0.00%	0.00%	1.00%	4.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	187	11	26	45	47	12	18	6	1	2	19	0									
		9.64%	5.85%	14.61%	10.25%	13.62%	6.38%	9.63%	3.90%	1.56%	4.00%	19.00%	0.00%									
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
