Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Осипенковская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	16	0	0	0	1	8	0	4	2	0	1					
		0.65%	0.0%	0.0%	0.0%	0.34%	2.73%	0.0%	0.49%	0.35%	0.0%	0.92%					
30	"13. ""Демократическая партия России"""	4	0	0	0	2	1	0	0	0	0	1					
		0.16%	0.0%	0.0%	0.0%	0.68%	0.34%	0.0%	0.0%	0.0%	0.0%	0.92%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	0	0	0	0	0	1	3	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.53%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	0	0	1	1	0	5	2	0	0					
		0.37%	0.0%	0.0%	0.0%	0.34%	0.34%	0.0%	0.61%	0.35%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	129	4	4	1	15	33	0	22	41	6	3					
		5.30%	4.49%	5.88%	2.70%	5.11%	11.26%	0.0%	2.71%	7.29%	9.67%	2.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	2	0	1	1	1	0	4	2	0	0					
		0.45%	2.24%	0.0%	2.70%	0.34%	0.34%	0.0%	0.49%	0.35%	0.0%	0.0%					
35	"18. ""ЛДПР"""	353	16	12	6	31	40	2	125	94	7	20					
		14.52%	17.97%	17.64%	16.21%	10.58%	13.65%	1.86%	15.41%	16.72%	11.29%	18.51%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	50	0	1	0	12	6	1	12	14	2	2					
		2.05%	0.0%	1.47%	0.0%	4.09%	2.04%	0.93%	1.47%	2.49%	3.22%	1.85%					
37	"20. ""Политическая партия ""Единая Россия"""	1163	34	34	20	171	113	78	380	261	16	56					
		47.86%	38.20%	49.99%	54.05%	58.36%	38.56%	72.89%	46.85%	46.44%	25.80%	51.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	0	1	0	1	0	1	2	1	0					
		0.24%	0.0%	0.0%	2.70%	0.0%	0.34%	0.0%	0.12%	0.35%	1.61%	0.0%					
39	"22. ""Развитие предпринимательства"""	2	0	0	0	1	0	0	1	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	252	18	2	0	21	16	4	117	56	10	8					
		10.37%	20.22%	2.94%	0.0%	7.16%	5.46%	3.73%	14.42%	9.96%	16.12%	7.40%					
																	
41	Против всех	120	6	8	3	14	27	4	28	21	5	4					
		4.93%	6.74%	11.76%	8.10%	4.77%	9.21%	3.73%	3.45%	3.73%	8.06%	3.70%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
