Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Приморская N28																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1807	УИК №1808	УИК №1809					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	1822	31	34	42	28	34	31	36	34	22	37	35	35	44	44	28	29	30	22	32	29	53	38	51	17	31	24	24	27	29	28	37	37	34	22	20	32	34	25	30	30	34	33	31	20	28	35	30	46	27	14	12	1	21	33	34	26	37	25	27	16	9	3					
		2.42%	2.12%	2.32%	2.64%	2.02%	2.90%	2.62%	2.41%	2.52%	2.17%	3.13%	2.50%	2.69%	2.95%	3.15%	1.95%	2.12%	2.24%	1.69%	2.23%	2.21%	3.63%	2.66%	3.81%	1.62%	2.76%	2.81%	2.16%	2.30%	2.77%	2.29%	2.61%	2.59%	2.32%	1.50%	1.95%	2.61%	2.69%	1.90%	2.67%	2.30%	2.63%	2.89%	2.49%	1.86%	2.15%	2.99%	2.59%	3.23%	2.14%	1.40%	2.58%	0.72%	1.49%	2.26%	2.59%	2.14%	3.40%	2.02%	2.47%	1.47%	2.44%	0.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2081	43	25	48	38	17	24	28	46	30	24	43	34	35	51	47	47	15	35	35	26	39	38	33	17	38	34	31	22	29	41	42	39	47	37	43	33	37	28	31	39	38	16	30	32	31	40	30	62	51	46	10	0	37	33	46	40	32	49	34	32	2	1					
		2.77%	2.94%	1.71%	3.02%	2.75%	1.45%	2.03%	1.88%	3.41%	2.96%	2.03%	3.08%	2.61%	2.34%	3.66%	3.28%	3.44%	1.12%	2.69%	2.44%	1.98%	2.67%	2.66%	2.46%	1.62%	3.38%	3.98%	2.79%	1.88%	2.77%	3.36%	2.96%	2.73%	3.21%	2.53%	4.18%	2.69%	2.92%	2.13%	2.76%	2.99%	2.94%	1.40%	2.41%	2.97%	2.38%	3.43%	2.59%	4.35%	4.05%	4.60%	2.15%	0.00%	2.63%	2.26%	3.50%	3.29%	2.94%	3.97%	3.11%	2.93%	0.54%	0.33%					
20	3.Политическая партия «Демократическая партия России»	110	4	0	1	0	0	0	0	4	0	2	3	5	2	2	1	3	2	3	1	1	1	0	1	1	1	2	6	1	3	1	1	3	3	3	2	3	1	1	4	4	2	2	3	3	1	3	0	4	2	3	0	0	0	1	2	0	1	0	3	0	3	1					
		0.15%	0.27%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.17%	0.21%	0.38%	0.13%	0.14%	0.07%	0.22%	0.15%	0.23%	0.07%	0.08%	0.07%	0.00%	0.07%	0.10%	0.09%	0.23%	0.54%	0.09%	0.29%	0.08%	0.07%	0.21%	0.20%	0.20%	0.19%	0.24%	0.08%	0.08%	0.36%	0.31%	0.15%	0.18%	0.24%	0.28%	0.08%	0.26%	0.00%	0.28%	0.16%	0.30%	0.00%	0.00%	0.00%	0.07%	0.15%	0.00%	0.09%	0.00%	0.27%	0.00%	0.81%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9150	187	160	253	169	149	172	203	138	94	156	207	161	226	236	195	187	176	193	167	162	211	159	183	122	115	78	125	143	92	166	166	144	179	159	84	117	153	163	125	180	122	126	144	144	175	136	142	146	134	94	57	14	188	169	144	139	138	159	134	133	29	28					
		12.17%	12.76%	10.93%	15.92%	12.21%	12.72%	14.53%	13.60%	10.23%	9.26%	13.19%	14.81%	12.36%	15.13%	16.92%	13.60%	13.69%	13.14%	14.83%	11.64%	12.34%	14.46%	11.13%	13.66%	11.65%	10.24%	9.12%	11.24%	12.20%	8.79%	13.58%	11.70%	10.08%	12.22%	10.85%	8.17%	9.54%	12.09%	12.41%	11.12%	13.80%	9.45%	11.03%	11.58%	13.38%	13.41%	11.65%	12.27%	10.25%	10.63%	9.40%	12.23%	10.07%	13.34%	11.55%	10.95%	11.45%	12.68%	12.87%	12.26%	12.19%	7.86%	9.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2266	48	27	63	34	30	27	34	33	35	28	51	48	44	66	54	54	29	60	46	31	29	40	18	34	36	39	27	24	26	33	37	40	50	60	40	29	32	31	21	26	17	23	27	28	51	32	36	47	52	68	28	1	34	48	62	42	34	42	35	41	2	2					
		3.01%	3.28%	1.84%	3.96%	2.46%	2.56%	2.28%	2.28%	2.45%	3.45%	2.37%	3.65%	3.68%	2.95%	4.73%	3.77%	3.95%	2.17%	4.61%	3.21%	2.36%	1.99%	2.80%	1.34%	3.25%	3.21%	4.56%	2.43%	2.05%	2.48%	2.70%	2.61%	2.80%	3.41%	4.10%	3.89%	2.37%	2.53%	2.36%	1.87%	1.99%	1.32%	2.01%	2.17%	2.60%	3.91%	2.74%	3.11%	3.30%	4.13%	6.80%	6.01%	0.72%	2.41%	3.28%	4.71%	3.46%	3.13%	3.40%	3.20%	3.76%	0.54%	0.66%					
23	6.Политическая партия «Партия социальной справедливости»	186	3	8	1	7	2	4	2	3	0	2	6	3	3	3	6	7	1	5	4	6	1	4	0	4	0	3	4	2	2	5	3	5	1	5	3	6	3	3	1	2	3	2	2	3	3	2	6	2	4	1	0	0	3	3	3	3	1	0	4	4	4	0					
		0.25%	0.20%	0.55%	0.06%	0.51%	0.17%	0.34%	0.13%	0.22%	0.00%	0.17%	0.43%	0.23%	0.20%	0.22%	0.42%	0.51%	0.07%	0.38%	0.28%	0.46%	0.07%	0.28%	0.00%	0.38%	0.00%	0.35%	0.36%	0.17%	0.19%	0.41%	0.21%	0.35%	0.07%	0.34%	0.29%	0.49%	0.24%	0.23%	0.09%	0.15%	0.23%	0.18%	0.16%	0.28%	0.23%	0.17%	0.52%	0.14%	0.32%	0.10%	0.00%	0.00%	0.21%	0.21%	0.23%	0.25%	0.09%	0.00%	0.37%	0.37%	1.08%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5585	117	109	69	117	84	72	90	121	83	93	91	118	117	75	93	129	92	107	91	90	110	115	110	83	93	70	91	85	67	78	111	113	110	121	89	93	111	98	72	75	111	91	117	93	98	87	71	82	92	59	32	9	107	115	105	107	91	83	56	78	28	20					
		7.43%	7.99%	7.45%	4.34%	8.45%	7.17%	6.08%	6.03%	8.97%	8.18%	7.86%	6.51%	9.06%	7.83%	5.38%	6.49%	9.44%	6.87%	8.22%	6.34%	6.85%	7.54%	8.05%	8.21%	7.93%	8.28%	8.19%	8.18%	7.25%	6.40%	6.38%	7.82%	7.91%	7.51%	8.26%	8.66%	7.59%	8.77%	7.46%	6.41%	5.75%	8.60%	7.97%	9.41%	8.64%	7.51%	7.46%	6.14%	5.76%	7.30%	5.90%	6.87%	6.47%	7.59%	7.86%	7.98%	8.81%	8.36%	6.72%	5.12%	7.15%	7.59%	6.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	11260	202	226	271	206	170	155	215	203	137	192	235	217	246	222	183	220	212	199	239	197	232	233	228	141	156	113	158	173	170	207	205	243	224	229	149	208	197	202	179	227	209	178	220	157	175	183	125	190	142	143	68	11	193	180	204	158	132	191	168	153	23	36					
		14.98%	13.79%	15.44%	17.05%	14.88%	14.52%	13.09%	14.40%	15.05%	13.50%	16.23%	16.81%	16.65%	16.47%	15.91%	12.76%	16.11%	15.83%	15.30%	16.66%	15.00%	15.90%	16.31%	17.01%	13.47%	13.89%	13.22%	14.21%	14.76%	16.24%	16.94%	14.45%	17.00%	15.29%	15.63%	14.49%	16.97%	15.56%	15.38%	15.93%	17.41%	16.19%	15.59%	17.70%	14.59%	13.41%	15.68%	10.80%	13.34%	11.27%	14.30%	14.59%	7.91%	13.70%	12.30%	15.51%	13.01%	12.13%	15.47%	15.37%	14.02%	6.23%	11.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	756	10	14	12	5	7	15	15	21	3	9	10	8	18	14	16	7	9	8	19	13	7	13	12	5	10	10	11	19	13	9	14	12	15	12	5	15	19	7	21	10	11	13	12	4	15	10	6	12	14	14	16	4	31	21	14	19	13	18	15	10	4	8					
		1.01%	0.68%	0.96%	0.76%	0.36%	0.60%	1.27%	1.00%	1.56%	0.30%	0.76%	0.72%	0.61%	1.20%	1.00%	1.12%	0.51%	0.67%	0.61%	1.32%	0.99%	0.48%	0.91%	0.90%	0.48%	0.89%	1.17%	0.99%	1.62%	1.24%	0.74%	0.99%	0.84%	1.02%	0.82%	0.49%	1.22%	1.50%	0.53%	1.87%	0.77%	0.85%	1.14%	0.97%	0.37%	1.15%	0.86%	0.52%	0.84%	1.11%	1.40%	3.43%	2.88%	2.20%	1.44%	1.06%	1.57%	1.19%	1.46%	1.37%	0.92%	1.08%	2.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	37067	726	805	689	715	589	608	760	655	533	579	606	570	679	576	703	593	701	591	692	680	677	717	642	579	579	414	575	613	562	595	706	717	702	724	525	616	614	679	583	630	677	595	580	523	605	541	621	752	627	478	215	92	698	760	595	609	535	565	530	525	252	193					
		49.31%	49.56%	54.99%	43.36%	51.66%	50.30%	51.35%	50.90%	48.55%	52.51%	48.94%	43.35%	43.75%	45.45%	41.29%	49.02%	43.41%	52.35%	45.43%	48.22%	51.79%	46.40%	50.17%	47.91%	55.30%	51.56%	48.42%	51.71%	52.30%	53.68%	48.69%	49.75%	50.17%	47.92%	49.42%	51.07%	50.24%	48.50%	51.71%	51.87%	48.31%	52.44%	52.10%	46.66%	48.61%	46.36%	46.36%	53.67%	52.81%	49.76%	47.80%	46.14%	66.19%	49.54%	51.95%	45.25%	50.16%	49.17%	45.75%	48.49%	48.12%	68.29%	64.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	4228	85	43	128	51	79	68	94	76	63	48	98	92	68	96	100	81	62	68	99	71	87	60	52	32	58	61	49	50	45	51	81	63	83	75	59	66	55	65	49	61	55	45	72	55	110	89	80	68	101	68	27	5	86	85	96	60	65	103	78	95	5	8					
		5.62%	5.80%	2.94%	8.06%	3.68%	6.75%	5.74%	6.30%	5.63%	6.21%	4.06%	7.01%	7.06%	4.55%	6.88%	6.97%	5.93%	4.63%	5.23%	6.90%	5.41%	5.96%	4.20%	3.88%	3.06%	5.16%	7.13%	4.41%	4.27%	4.30%	4.17%	5.71%	4.41%	5.67%	5.12%	5.74%	5.38%	4.34%	4.95%	4.36%	4.68%	4.26%	3.94%	5.79%	5.11%	8.43%	7.63%	6.91%	4.78%	8.02%	6.80%	5.79%	3.60%	6.10%	5.81%	7.30%	4.94%	5.97%	8.34%	7.14%	8.71%	1.36%	2.66%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
